seed	k	n	survive_bf	edges_bf	survive_pad	edges_pad	
17	80	70	37	63	33	61	
17	80	80	37	64	33	66	
17	80	90	37	64	35	71	
17	80	100	37	64	36	74	
17	100	0	10	10	10	10	
17	100	10	22	35	21	32	
17	100	20	31	50	29	46	
17	100	30	35	58	32	56	
17	100	40	36	59	32	60	
17	100	50	35	59	32	64	
17	100	60	41	69	33	70	
17	100	70	41	69	33	71	
17	100	80	44	76	35	78	
17	100	90	44	76	36	81	
17	100	100	46	80	39	84	
18	20	0	9	9	9	9	
18	20	10	10	14	10	16	
18	20	20	10	14	10	17	
18	20	30	10	14	10	18	
18	20	40	11	16	11	19	
18	20	50	11	17	11	20	
18	20	60	11	18	11	22	
18	20	70	11	18	11	21	
18	20	80	11	18	11	22	
18	20	90	11	19	11	23	
18	20	100	11	19	11	23	
18	40	0	10	10	10	10	
18	40	10	13	23	13	22	
18	40	20	15	29	14	30	
18	40	30	16	31	15	31	
18	40	40	16	32	15	34	
18	40	50	17	33	15	37	
18	40	60	17	33	15	37	
18	40	70	17	33	15	39	
18	40	80	17	33	15	40	
18	40	90	18	34	16	42	
18	40	100	19	35	17	43	
18	60	0	11	11	11	11	
18	60	10	15	23	15	24	
18	60	20	23	38	20	34	
18	60	30	23	42	20	39	
18	60	40	25	44	22	41	
18	60	50	29	48	25	44	
18	60	60	29	48	25	46	
18	60	70	28	49	25	51	
18	60	80	28	49	25	53	
18	60	90	29	50	25	55	
18	60	100	29	50	26	56	
18	80	0	14	14	14	14	
18	80	10	29	38	25	34	
18	80	20	32	48	28	42	
18	80	30	35	54	29	45	
18	80	40	35	54	31	52	
18	80	50	36	56	33	55	
18	80	60	36	58	34	60	
18	80	70	36	58	34	61	
18	80	80	36	58	34	63	
18	80	90	36	60	34	66	
18	80	100	37	61	35	69	
18	100	0	12	12	12	12	
18	100	10	33	47	32	45	
18	100	20	40	60	35	53	
18	100	30	46	69	36	58	
18	100	40	48	73	40	63	
18	100	50	49	76	41	67	
18	100	60	50	78	43	74	
18	100	70	50	78	43	76	
18	100	80	51	80	43	78	
18	100	90	51	81	45	83	
18	100	100	51	82	46	88	
19	20	0	6	6	6	6	
19	20	10	8	13	8	13	
19	20	20	9	16	8	16	
19	20	30	9	18	8	19	
19	20	40	10	19	8	20	
19	20	50	10	19	8	21	
19	20	60	10	19	8	22	
19	20	70	10	19	8	23	
19	20	80	10	19	8	23	
19	20	90	10	19	8	23	
19	20	100	10	19	9	25	
19	40	0	11	11	11	11	
19	40	10	16	22	16	21	
19	40	20	18	28	18	27	
19	40	30	19	30	19	30	
19	40	40	19	31	19	33	
19	40	50	22	34	21	38	
19	40	60	22	35	21	36	
19	40	70	22	35	21	38	
19	40	80	22	35	21	38	
19	40	90	22	36	21	39	
19	40	100	22	36	21	40	
19	60	0	11	11	11	11	
19	60	10	18	26	16	23	
19	60	20	21	32	18	27	
19	60	30	26	41	25	39	
19	60	40	28	44	27	43	
19	60	50	28	45	27	46	
19	60	60	28	45	27	48	
19	60	70	28	46	27	45	
19	60	80	28	46	27	48	
19	60	90	28	46	27	49	
19	60	100	30	49	27	50	
19	80	0	12	12	12	12	
19	80	10	20	26	17	24	
19	80	20	23	32	21	29	
19	80	30	27	40	26	40	
19	80	40	31	45	27	43	
19	80	50	32	48	27	46	
19	80	60	33	49	29	48	
19	80	70	34	52	30	51	
19	80	80	35	54	30	53	
19	80	90	35	55	31	57	
19	80	100	35	55	31	57	
19	100	0	13	13	13	13	
19	100	10	28	41	28	41	
19	100	20	30	46	30	49	
19	100	30	35	54	35	59	
19	100	40	36	58	36	64	
19	100	50	37	63	37	69	
19	100	60	40	71	40	76	
19	100	70	41	73	40	76	
19	100	80	42	77	40	81	
19	100	90	42	78	40	85	
19	100	100	43	79	40	86	
20	20	0	9	9	9	9	
20	20	10	12	18	12	19	
20	20	20	12	18	12	23	
20	20	30	12	18	12	26	
20	20	40	12	19	12	28	
20	20	50	12	19	12	28	
20	20	60	12	19	12	27	
20	20	70	12	20	12	28	
20	20	80	12	20	12	29	
20	20	90	12	20	12	31	
20	20	100	12	20	12	32	
20	40	0	10	10	10	10	
20	40	10	15	22	15	23	
20	40	20	16	25	16	25	
20	40	30	17	27	17	31	
20	40	40	20	33	20	37	
20	40	50	20	33	20	38	
20	40	60	20	33	20	37	
20	40	70	20	33	20	38	
20	40	80	22	36	20	39	
20	40	90	22	37	20	39	
20	40	100	22	37	20	40	
20	60	0	12	12	12	12	
20	60	10	25	38	23	36	
20	60	20	28	45	26	45	
20	60	30	29	48	27	49	
20	60	40	29	49	28	51	
20	60	50	29	49	28	55	
20	60	60	30	51	28	57	
20	60	70	30	51	28	59	
20	60	80	30	51	28	60	
20	60	90	31	52	28	58	
20	60	100	31	52	28	58	
20	80	0	14	14	14	14	
20	80	10	22	31	22	30	
20	80	20	27	40	27	40	
20	80	30	28	43	28	44	
20	80	40	29	47	28	49	
20	80	50	33	55	30	52	
20	80	60	34	57	31	56	
20	80	70	35	59	33	59	
20	80	80	35	60	33	62	
20	80	90	35	62	33	65	
20	80	100	38	67	36	72	
20	100	0	12	12	12	12	
20	100	10	30	47	27	40	
20	100	20	32	53	29	47	
20	100	30	37	58	32	53	
20	100	40	40	64	34	59	
20	100	50	41	66	34	62	
20	100	60	41	68	35	66	
20	100	70	41	69	36	69	
20	100	80	42	71	37	72	
20	100	90	42	75	38	75	
20	100	100	42	76	38	78	
21	20	0	9	9	9	9	
21	20	10	10	16	10	17	
21	20	20	11	18	11	20	
21	20	30	12	19	11	20	
21	20	40	12	19	12	22	
21	20	50	12	19	12	21	
21	20	60	12	19	12	21	
21	20	70	12	19	12	21	
21	20	80	12	19	12	21	
21	20	90	12	19	12	21	
21	20	100	12	20	12	23	
21	40	0	9	9	9	9	
21	40	10	13	20	12	21	
21	40	20	13	22	13	25	
21	40	30	14	23	14	25	
21	40	40	16	27	15	28	
21	40	50	16	28	15	31	
21	40	60	16	28	15	34	
21	40	70	16	29	15	36	
21	40	80	16	30	15	37	
21	40	90	16	30	15	38	
21	40	100	16	32	15	38	
21	60	0	14	14	14	14	
21	60	10	25	36	24	33	
21	60	20	28	41	23	36	
21	60	30	28	42	24	40	
21	60	40	27	45	25	44	
21	60	50	27	45	25	48	
21	60	60	27	45	25	48	
21	60	70	29	48	26	50	
21	60	80	29	48	26	51	
21	60	90	29	48	26	53	
21	60	100	29	48	26	53	
21	80	0	14	14	14	14	
21	80	10	25	35	23	35	
21	80	20	29	45	26	43	
21	80	30	33	52	27	46	
21	80	40	35	55	30	52	
21	80	50	35	55	30	52	
21	80	60	35	56	30	55	
21	80	70	39	61	32	61	
21	80	80	41	63	33	61	
21	80	90	41	63	34	64	
21	80	100	41	64	34	65	
21	100	0	16	16	16	16	
21	100	10	33	51	32	45	
21	100	20	42	65	37	59	
21	100	30	47	73	42	68	
21	100	40	47	75	42	72	
21	100	50	48	77	43	75	
21	100	60	48	77	43	76	
21	100	70	49	80	44	80	
21	100	80	49	80	44	83	
21	100	90	50	83	44	85	
21	100	100	50	84	44	87	
22	20	0	9	9	9	9	
22	20	10	12	18	12	20	
22	20	20	12	19	12	25	
22	20	30	12	19	12	26	
22	20	40	12	20	12	25	
22	20	50	12	20	12	25	
22	20	60	12	20	12	27	
22	20	70	12	20	12	27	
22	20	80	12	20	12	27	
22	20	90	12	20	12	28	
22	20	100	12	20	12	29	
22	40	0	9	9	9	9	
22	40	10	19	24	16	23	
22	40	20	21	29	19	28	
22	40	30	23	34	21	33	
22	40	40	23	34	21	36	
22	40	50	23	34	21	40	
22	40	60	23	34	21	39	
22	40	70	23	34	21	39	
22	40	80	23	35	21	40	
22	40	90	23	35	21	40	
22	40	100	23	36	22	42	
22	60	0	15	15	15	15	
22	60	10	23	32	22	33	
22	60	20	25	36	23	37	
22	60	30	26	39	24	42	
22	60	40	29	43	24	42	
22	60	50	31	47	26	50	
22	60	60	31	48	28	52	
22	60	70	31	49	28	56	
22	60	80	31	50	29	56	
22	60	90	31	51	29	58	
22	60	100	31	51	29	59	
22	80	0	11	11	11	11	
22	80	10	25	37	23	33	
22	80	20	26	43	23	40	
22	80	30	28	46	26	45	
22	80	40	31	51	29	53	
22	80	50	31	51	29	54	
22	80	60	31	53	29	55	
22	80	70	31	54	29	55	
22	80	80	32	56	30	57	
22	80	90	32	56	30	59	
22	80	100	33	57	30	59	
22	100	0	12	12	12	12	
22	100	10	25	40	24	36	
22	100	20	29	48	27	45	
22	100	30	30	51	28	49	
22	100	40	35	60	31	55	
22	100	50	40	68	35	63	
22	100	60	39	67	35	64	
22	100	70	40	68	35	66	
22	100	80	40	71	35	69	
22	100	90	41	72	35	70	
22	100	100	41	76	36	74	
23	20	0	8	8	8	8	
23	20	10	10	17	10	17	
23	20	20	10	18	10	19	
23	20	30	10	19	10	22	
23	20	40	11	20	11	24	
23	20	50	11	20	11	25	
23	20	60	11	20	11	25	
23	20	70	11	20	11	24	
23	20	80	11	20	11	27	
23	20	90	11	20	11	26	
23	20	100	11	20	11	27	
23	40	0	9	9	9	9	
23	40	10	14	19	12	18	
23	40	20	15	22	13	23	
23	40	30	16	23	13	22	
23	40	40	16	24	15	25	
23	40	50	17	26	16	28	
23	40	60	17	26	17	29	
23	40	70	18	28	17	30	
23	40	80	18	29	17	31	
23	40	90	18	30	17	32	
23	40	100	18	30	17	34	
23	60	0	10	10	10	10	
23	60	10	17	23	17	24	
23	60	20	22	33	22	33	
23	60	30	23	34	23	37	
23	60	40	23	36	23	38	
23	60	50	23	37	23	39	
23	60	60	23	37	23	40	
23	60	70	23	37	23	40	
23	60	80	23	38	23	42	
23	60	90	24	41	23	43	
23	60	100	24	41	23	42	
23	80	0	13	13	13	13	
23	80	10	27	41	24	38	
23	80	20	28	43	24	38	
23	80	30	32	49	26	44	
23	80	40	34	51	28	45	
23	80	50	34	54	29	49	
23	80	60	35	58	31	54	
23	80	70	36	59	31	56	
23	80	80	36	59	32	59	
23	80	90	36	60	32	60	
23	80	100	36	63	32	63	
23	100	0	14	14	14	14	
23	100	10	27	36	26	32	
23	100	20	37	52	35	50	
23	100	30	44	62	41	61	
23	100	40	48	69	44	68	
23	100	50	50	74	45	73	
23	100	60	50	76	45	75	
23	100	70	50	77	45	76	
23	100	80	50	79	46	80	
23	100	90	51	82	46	80	
23	100	100	51	82	46	81	
24	20	0	8	8	8	8	
24	20	10	10	16	10	18	
24	20	20	12	18	10	18	
24	20	30	12	18	10	17	
24	20	40	12	18	10	18	
24	20	50	12	18	11	20	
24	20	60	12	18	11	21	
24	20	70	12	19	11	20	
24	20	80	12	19	11	23	
24	20	90	12	19	11	23	
24	20	100	12	19	11	24	
24	40	0	9	9	9	9	
24	40	10	14	26	14	25	
24	40	20	14	26	14	27	
24	40	30	15	28	15	32	
24	40	40	16	31	16	34	
24	40	50	16	34	16	36	
24	40	60	17	34	16	37	
24	40	70	17	34	16	40	
24	40	80	17	34	16	41	
24	40	90	18	37	16	42	
24	40	100	18	37	16	42	
24	60	0	10	10	10	10	
24	60	10	27	37	25	35	
24	60	20	28	40	26	42	
24	60	30	29	42	27	44	
24	60	40	30	44	27	45	
24	60	50	30	46	27	48	
24	60	60	31	49	30	57	
24	60	70	31	49	30	58	
24	60	80	31	49	30	59	
24	60	90	31	50	30	63	
24	60	100	31	50	30	62	
24	80	0	9	9	9	9	
24	80	10	26	38	25	35	
24	80	20	27	42	25	39	
24	80	30	28	45	25	43	
24	80	40	28	46	25	44	
24	80	50	33	54	30	54	
24	80	60	33	56	30	57	
24	80	70	33	56	30	60	
24	80	80	33	56	31	62	
24	80	90	33	56	31	65	
24	80	100	33	57	31	67	
24	100	0	18	18	18	18	
24	100	10	31	47	29	43	
24	100	20	33	53	31	50	
24	100	30	35	56	32	55	
24	100	40	39	62	34	60	
24	100	50	39	65	34	66	
24	100	60	39	66	34	69	
24	100	70	42	69	37	74	
24	100	80	42	69	37	76	
24	100	90	42	70	37	74	
24	100	100	42	70	37	77	
25	20	0	9	9	9	9	
25	20	10	14	18	12	18	
25	20	20	14	19	14	22	
25	20	30	14	19	14	23	
25	20	40	14	19	14	24	
25	20	50	14	19	14	26	
25	20	60	14	19	14	26	
25	20	70	14	19	14	27	
25	20	80	14	19	14	28	
25	20	90	14	19	14	28	
25	20	100	14	19	14	26	
25	40	0	9	9	9	9	
25	40	10	18	28	16	27	
25	40	20	19	30	17	32	
25	40	30	19	30	17	36	
25	40	40	20	32	17	37	
25	40	50	20	32	17	38	
25	40	60	20	32	18	40	
25	40	70	20	33	18	41	
25	40	80	20	33	18	41	
25	40	90	22	35	19	41	
25	40	100	22	35	19	41	
25	60	0	10	10	10	10	
25	60	10	22	32	22	30	
25	60	20	25	38	25	37	
25	60	30	27	42	25	41	
25	60	40	29	46	26	45	
25	60	50	29	46	27	48	
25	60	60	29	47	28	51	
25	60	70	29	47	28	53	
25	60	80	30	49	30	56	
25	60	90	30	49	30	56	
25	60	100	30	49	30	58	
25	80	0	13	13	13	13	
25	80	10	24	36	23	33	
25	80	20	30	50	28	45	
25	80	30	30	52	28	49	
25	80	40	32	56	28	53	
25	80	50	32	58	29	58	
25	80	60	33	60	29	61	
25	80	70	33	60	29	63	
25	80	80	33	61	30	65	
25	80	90	36	65	31	68	
25	80	100	36	65	31	70	
25	100	0	12	12	12	12	
25	100	10	25	38	23	35	
25	100	20	32	48	27	43	
25	100	30	35	56	31	53	
25	100	40	37	59	33	56	
25	100	50	38	60	33	59	
25	100	60	44	73	41	73	
25	100	70	46	77	42	75	
25	100	80	46	77	42	79	
25	100	90	47	80	43	83	
25	100	100	49	82	45	85	
26	20	0	6	6	6	6	
26	20	10	10	15	9	15	
26	20	20	10	15	10	18	
26	20	30	10	15	10	19	
26	20	40	10	16	10	22	
26	20	50	10	16	10	21	
26	20	60	10	16	10	22	
26	20	70	10	16	10	23	
26	20	80	10	16	10	24	
26	20	90	10	16	10	23	
26	20	100	10	16	10	23	
26	40	0	9	9	9	9	
26	40	10	15	22	15	22	
26	40	20	15	23	15	25	
26	40	30	19	30	17	30	
26	40	40	19	31	18	32	
26	40	50	19	31	17	33	
26	40	60	19	32	17	34	
26	40	70	19	32	17	36	
26	40	80	20	33	17	38	
26	40	90	20	33	17	38	
26	40	100	21	34	18	38	
26	60	0	14	14	14	14	
26	60	10	24	34	23	33	
26	60	20	26	44	24	41	
26	60	30	26	47	25	49	
26	60	40	26	47	25	48	
26	60	50	26	47	25	52	
26	60	60	26	48	25	55	
26	60	70	27	51	26	60	
26	60	80	27	51	26	63	
26	60	90	28	53	27	66	
26	60	100	29	54	27	68	
26	80	0	15	15	15	15	
26	80	10	29	37	26	35	
26	80	20	30	42	27	41	
26	80	30	30	44	27	43	
26	80	40	33	50	30	49	
26	80	50	35	53	31	52	
26	80	60	35	54	32	56	
26	80	70	36	55	32	55	
26	80	80	38	58	34	60	
26	80	90	38	58	34	60	
26	80	100	38	58	34	65	
26	100	0	12	12	12	12	
26	100	10	26	40	26	39	
26	100	20	35	56	32	49	
26	100	30	37	61	33	53	
26	100	40	39	64	35	57	
26	100	50	40	67	37	65	
26	100	60	40	68	38	69	
26	100	70	42	72	39	71	
26	100	80	42	73	39	73	
26	100	90	44	77	41	79	
26	100	100	45	78	42	81	
27	20	0	11	11	11	11	
27	20	10	14	20	14	20	
27	20	20	14	20	14	23	
27	20	30	14	20	14	22	
27	20	40	14	20	14	22	
27	20	50	14	20	14	22	
27	20	60	14	20	14	24	
27	20	70	14	20	14	22	
27	20	80	14	20	14	22	
27	20	90	14	20	14	22	
27	20	100	14	20	14	23	
27	40	0	11	11	11	11	
27	40	10	17	24	16	24	
27	40	20	19	26	17	26	
27	40	30	21	30	18	31	
27	40	40	21	31	19	34	
27	40	50	21	31	19	36	
27	40	60	22	34	19	40	
27	40	70	22	34	20	42	
27	40	80	22	34	20	44	
27	40	90	22	34	20	45	
27	40	100	22	34	20	44	
27	60	0	12	12	12	12	
27	60	10	22	32	20	27	
27	60	20	24	37	21	33	
27	60	30	25	40	22	39	
27	60	40	25	42	22	41	
27	60	50	28	48	25	46	
27	60	60	29	49	26	50	
27	60	70	29	49	26	51	
27	60	80	30	50	26	52	
27	60	90	30	50	26	53	
27	60	100	30	50	26	55	
27	80	0	9	9	9	9	
27	80	10	17	27	17	27	
27	80	20	21	34	20	35	
27	80	30	24	38	22	38	
27	80	40	29	48	27	46	
27	80	50	29	48	27	47	
27	80	60	29	48	27	48	
27	80	70	31	52	29	53	
27	80	80	31	55	29	56	
27	80	90	31	55	29	58	
27	80	100	31	55	30	61	
27	100	0	9	9	9	9	
27	100	10	23	36	21	32	
27	100	20	31	47	26	39	
27	100	30	33	52	26	44	
27	100	40	33	53	26	49	
27	100	50	35	59	27	55	
27	100	60	38	64	32	65	
27	100	70	38	65	32	67	
27	100	80	39	67	32	67	
27	100	90	40	69	33	71	
27	100	100	41	70	33	72	
28	20	0	6	6	6	6	
28	20	10	8	10	8	11	
28	20	20	11	16	10	16	
28	20	30	11	17	10	18	
28	20	40	11	18	11	21	
28	20	50	11	19	11	22	
28	20	60	11	19	11	22	
28	20	70	11	19	11	23	
28	20	80	11	19	11	22	
28	20	90	11	19	11	23	
28	20	100	11	19	11	23	
28	40	0	11	11	11	11	
28	40	10	23	31	23	32	
28	40	20	23	31	23	37	
28	40	30	23	32	23	37	
28	40	40	23	33	23	41	
28	40	50	23	33	23	40	
28	40	60	24	36	24	44	
28	40	70	24	36	24	45	
28	40	80	24	37	24	48	
28	40	90	24	37	24	48	
28	40	100	24	37	24	50	
28	60	0	11	11	11	11	
28	60	10	23	34	22	33	
28	60	20	25	39	23	38	
28	60	30	28	44	24	43	
28	60	40	28	46	24	45	
28	60	50	30	48	26	45	
28	60	60	30	48	26	48	
28	60	70	30	48	27	52	
28	60	80	30	49	27	53	
28	60	90	30	49	27	54	
28	60	100	30	50	27	56	
28	80	0	12	12	12	12	
28	80	10	20	27	19	28	
28	80	20	22	33	21	34	
28	80	30	27	43	27	45	
28	80	40	30	50	28	50	
28	80	50	33	53	29	54	
28	80	60	35	57	30	53	
28	80	70	35	58	32	57	
28	80	80	37	60	35	60	
28	80	90	37	61	35	64	
28	80	100	40	66	36	67	
28	100	0	12	12	12	12	
28	100	10	23	35	22	32	
28	100	20	33	50	30	44	
28	100	30	37	60	34	59	
28	100	40	38	63	35	62	
28	100	50	39	64	36	66	
28	100	60	39	64	36	68	
28	100	70	39	64	36	71	
28	100	80	39	66	36	74	
28	100	90	41	70	38	79	
28	100	100	41	73	40	84	
29	20	0	9	9	9	9	
29	20	10	13	18	13	19	
29	20	20	14	20	14	21	
29	20	30	14	20	14	21	
29	20	40	14	20	14	22	
29	20	50	14	20	14	26	
29	20	60	14	20	14	26	
29	20	70	14	20	14	26	
29	20	80	14	20	14	26	
29	20	90	14	20	14	26	
29	20	100	14	20	14	27	
29	40	0	10	10	10	10	
29	40	10	18	24	16	22	
29	40	20	20	27	16	24	
29	40	30	20	29	16	26	
29	40	40	21	30	17	28	
29	40	50	24	34	19	33	
29	40	60	24	35	21	35	
29	40	70	25	37	22	37	
29	40	80	25	37	22	40	
29	40	90	25	38	23	44	
29	40	100	25	38	23	46	
29	60	0	13	13	13	13	
29	60	10	19	29	19	28	
29	60	20	22	33	20	33	
29	60	30	22	33	20	33	
29	60	40	28	43	27	46	
29	60	50	29	46	28	51	
29	60	60	29	48	28	53	
29	60	70	32	52	30	57	
29	60	80	34	55	31	60	
29	60	90	35	56	31	60	
29	60	100	35	57	32	63	
29	80	0	15	15	15	15	
29	80	10	28	46	26	43	
29	80	20	34	55	31	53	
29	80	30	34	57	31	57	
29	80	40	34	57	32	58	
29	80	50	34	58	32	61	
29	80	60	34	59	32	64	
29	80	70	35	63	33	68	
29	80	80	36	64	33	71	
29	80	90	37	65	34	75	
29	80	100	37	65	34	76	
29	100	0	17	17	17	17	
29	100	10	31	43	27	38	
29	100	20	34	51	31	46	
29	100	30	37	56	32	54	
29	100	40	41	63	34	58	
29	100	50	42	66	35	61	
29	100	60	40	65	35	64	
29	100	70	45	73	39	72	
29	100	80	45	73	39	75	
29	100	90	45	73	39	80	
29	100	100	45	75	40	82	
30	20	0	8	8	8	8	
30	20	10	10	14	9	14	
30	20	20	10	15	9	18	
30	20	30	11	18	10	22	
30	20	40	12	19	10	22	
30	20	50	12	19	10	25	
30	20	60	11	19	10	24	
30	20	70	12	20	10	23	
30	20	80	12	20	11	24	
30	20	90	12	20	11	25	
30	20	100	12	20	12	28	
30	40	0	8	8	8	8	
30	40	10	12	17	11	18	
30	40	20	13	24	13	25	
30	40	30	16	28	14	27	
30	40	40	17	31	17	34	
30	40	50	17	32	17	38	
30	40	60	17	32	17	38	
30	40	70	17	32	17	39	
30	40	80	17	32	17	40	
30	40	90	20	34	17	40	
30	40	100	20	34	17	40	
30	60	0	11	11	11	11	
30	60	10	22	35	21	32	
30	60	20	23	39	22	39	
30	60	30	25	41	22	40	
30	60	40	26	42	23	43	
30	60	50	27	44	23	46	
30	60	60	29	48	24	49	
30	60	70	29	49	25	52	
30	60	80	29	49	25	51	
30	60	90	29	50	25	54	
30	60	100	29	50	27	55	
30	80	0	10	10	10	10	
30	80	10	23	34	21	30	
30	80	20	28	44	24	40	
30	80	30	33	53	28	49	
30	80	40	33	56	28	52	
30	80	50	33	59	28	56	
30	80	60	33	59	29	61	
30	80	70	35	63	33	68	
30	80	80	35	63	33	68	
30	80	90	36	66	34	69	
30	80	100	37	67	35	72	
30	100	0	12	12	12	12	
30	100	10	25	36	23	33	
30	100	20	26	42	24	40	
30	100	30	35	58	32	53	
30	100	40	36	59	33	57	
30	100	50	37	64	35	63	
30	100	60	41	71	38	70	
30	100	70	41	73	38	74	
30	100	80	41	74	38	77	
30	100	90	41	74	38	79	
30	100	100	42	77	38	83	
31	20	0	7	7	7	7	
31	20	10	9	14	9	16	
31	20	20	9	17	9	17	
31	20	30	9	17	9	20	
31	20	40	9	17	9	21	
31	20	50	9	17	9	21	
31	20	60	9	18	9	21	
31	20	70	9	18	9	21	
31	20	80	9	18	9	22	
31	20	90	9	18	9	23	
31	20	100	9	18	9	24	
31	40	0	9	9	9	9	
31	40	10	11	18	11	19	
31	40	20	15	26	15	26	
31	40	30	16	27	16	29	
31	40	40	16	28	16	33	
31	40	50	17	30	17	35	
31	40	60	17	30	17	36	
31	40	70	18	31	18	35	
31	40	80	18	31	18	37	
31	40	90	18	31	18	37	
31	40	100	19	32	18	38	
31	60	0	13	13	13	13	
31	60	10	20	32	20	30	
31	60	20	25	39	25	39	
31	60	30	27	44	26	44	
31	60	40	27	44	26	45	
31	60	50	28	47	26	44	
31	60	60	28	47	27	47	
31	60	70	28	48	27	49	
31	60	80	29	50	28	51	
31	60	90	29	50	28	55	
31	60	100	29	50	28	58	
31	80	0	13	13	13	13	
31	80	10	23	35	20	29	
31	80	20	24	41	23	36	
31	80	30	28	48	25	44	
31	80	40	29	51	25	47	
31	80	50	29	52	25	50	
31	80	60	31	57	25	52	
31	80	70	32	60	25	55	
31	80	80	32	60	25	56	
31	80	90	33	62	27	59	
31	80	100	34	64	28	60	
31	100	0	15	15	15	15	
31	100	10	33	45	30	41	
31	100	20	36	52	31	49	
31	100	30	38	57	31	54	
31	100	40	41	63	33	60	
31	100	50	41	69	34	64	
31	100	60	42	71	34	69	
31	100	70	43	73	35	74	
31	100	80	44	75	37	79	
31	100	90	44	75	37	78	
31	100	100	48	81	39	84	
32	20	0	5	5	5	5	
32	20	10	9	12	8	13	
32	20	20	10	14	10	16	
32	20	30	10	17	10	19	
32	20	40	11	18	10	20	
32	20	50	11	18	10	21	
32	20	60	11	18	10	21	
32	20	70	11	18	10	22	
32	20	80	11	18	10	24	
32	20	90	11	18	10	24	
32	20	100	11	18	10	25	
32	40	0	11	11	11	11	
32	40	10	17	24	14	21	
32	40	20	17	26	15	25	
32	40	30	20	31	16	28	
32	40	40	20	31	16	31	
32	40	50	20	33	16	34	
32	40	60	20	33	16	35	
32	40	70	20	33	16	37	
32	40	80	20	33	16	39	
32	40	90	20	34	16	40	
32	40	100	20	34	18	40	
32	60	0	12	12	12	12	
32	60	10	26	36	24	33	
32	60	20	27	38	26	37	
32	60	30	30	45	29	44	
32	60	40	32	49	30	47	
32	60	50	34	53	32	53	
32	60	60	34	54	32	54	
32	60	70	34	55	32	54	
32	60	80	34	56	32	55	
32	60	90	34	56	32	57	
32	60	100	34	56	32	59	
32	80	0	13	13	13	13	
32	80	10	24	32	20	29	
32	80	20	31	47	31	48	
32	80	30	31	47	31	53	
32	80	40	32	48	31	55	
32	80	50	34	52	32	58	
32	80	60	34	53	32	60	
32	80	70	36	56	32	60	
32	80	80	36	56	32	62	
32	80	90	36	59	32	66	
32	80	100	38	62	34	70	
32	100	0	15	15	15	15	
32	100	10	35	51	34	49	
32	100	20	37	56	35	55	
32	100	30	39	60	35	57	
32	100	40	40	63	36	62	
32	100	50	43	68	40	66	
32	100	60	44	70	41	67	
32	100	70	44	70	41	71	
32	100	80	44	71	41	77	
32	100	90	45	73	41	78	
32	100	100	45	73	41	77	
33	20	0	6	6	6	6	
33	20	10	10	16	10	17	
33	20	20	11	17	10	18	
33	20	30	11	17	10	19	
33	20	40	11	17	10	20	
33	20	50	11	18	10	21	
33	20	60	11	18	10	23	
33	20	70	12	20	11	26	
33	20	80	12	20	11	26	
33	20	90	12	20	11	27	
33	20	100	12	20	11	28	
33	40	0	11	11	11	11	
33	40	10	19	27	17	25	
33	40	20	20	30	18	30	
33	40	30	20	31	19	32	
33	40	40	21	33	19	35	
33	40	50	21	34	19	37	
33	40	60	21	34	19	38	
33	40	70	21	35	19	41	
33	40	80	22	36	19	42	
33	40	90	22	36	19	44	
33	40	100	22	36	19	48	
33	60	0	13	13	13	13	
33	60	10	23	33	23	32	
33	60	20	23	34	23	33	
33	60	30	24	36	23	36	
33	60	40	25	40	23	39	
33	60	50	25	40	23	41	
33	60	60	25	40	23	42	
33	60	70	25	40	23	44	
33	60	80	25	41	23	45	
33	60	90	25	41	24	47	
33	60	100	25	41	24	48	
33	80	0	14	14	14	14	
33	80	10	29	42	25	36	
33	80	20	31	48	28	47	
33	80	30	32	52	29	52	
33	80	40	34	55	32	59	
33	80	50	37	59	32	60	
33	80	60	37	59	32	63	
33	80	70	38	62	33	67	
33	80	80	38	62	33	70	
33	80	90	40	66	36	74	
33	80	100	40	67	36	76	
33	100	0	14	14	14	14	
33	100	10	34	47	31	42	
33	100	20	39	56	35	50	
33	100	30	46	67	38	57	
33	100	40	48	71	39	62	
33	100	50	48	72	39	65	
33	100	60	50	76	40	72	
33	100	70	50	77	43	79	
33	100	80	52	81	45	83	
33	100	90	52	81	46	87	
33	100	100	52	82	47	89	
34	20	0	9	9	9	9	
34	20	10	9	16	9	16	
34	20	20	9	16	9	19	
34	20	30	11	18	10	22	
34	20	40	11	18	10	24	
34	20	50	11	18	10	23	
34	20	60	11	18	10	23	
34	20	70	11	18	10	23	
34	20	80	11	18	10	24	
34	20	90	11	18	10	24	
34	20	100	11	18	10	24	
34	40	0	9	9	9	9	
34	40	10	15	22	15	23	
34	40	20	16	24	15	25	
34	40	30	16	26	15	29	
34	40	40	17	27	15	31	
34	40	50	18	28	17	32	
34	40	60	19	31	17	34	
34	40	70	19	31	17	34	
34	40	80	19	32	17	35	
34	40	90	18	32	17	36	
34	40	100	18	33	17	38	
34	60	0	12	12	12	12	
34	60	10	18	26	18	25	
34	60	20	20	31	19	29	
34	60	30	21	33	21	35	
34	60	40	25	40	22	38	
34	60	50	27	43	23	40	
34	60	60	27	44	23	41	
34	60	70	28	46	23	43	
34	60	80	29	48	24	49	
34	60	90	29	49	25	51	
34	60	100	30	51	26	54	
34	80	0	14	14	14	14	
34	80	10	23	34	23	36	
34	80	20	25	40	25	43	
