seed	BD	V	I	N	t_sec	n_invisible	p_invisible	
19	11	50	39	40	1.2566	28	0.717948717948718	
19	11	50	39	50	1.2334	28	0.717948717948718	
19	11	50	39	60	1.1856	26	0.666666666666667	
19	11	50	39	70	1.2442	26	0.666666666666667	
19	11	50	39	80	1.1398	26	0.666666666666667	
19	11	50	39	90	1.1564	26	0.666666666666667	
19	11	50	39	100	1.1554	26	0.666666666666667	
19	9	60	51	0	2.0127	51	1	
19	9	60	51	10	1.607	38	0.745098039215686	
19	9	60	51	20	1.7739	39	0.764705882352941	
19	9	60	51	30	1.607	37	0.725490196078431	
19	9	60	51	40	1.561	35	0.686274509803922	
19	9	60	51	50	1.5602	35	0.686274509803922	
19	9	60	51	60	1.529	35	0.686274509803922	
19	9	60	51	70	1.576	35	0.686274509803922	
19	9	60	51	80	1.5758	35	0.686274509803922	
19	9	60	51	90	1.4978	34	0.666666666666667	
19	9	60	51	100	1.5292	33	0.647058823529412	
19	9	70	61	0	2.2575	61	1	
19	9	70	61	10	1.9679	46	0.754098360655738	
19	9	70	61	20	1.9621	46	0.754098360655738	
19	9	70	61	30	1.8879	45	0.737704918032787	
19	9	70	61	40	1.9045	45	0.737704918032787	
19	9	70	61	50	1.9037	44	0.721311475409836	
19	9	70	61	60	1.8577	44	0.721311475409836	
19	9	70	61	70	2.2011	44	0.721311475409836	
19	9	70	61	80	1.7953	42	0.688524590163934	
19	9	70	61	90	1.7807	42	0.688524590163934	
19	9	70	61	100	1.7971	42	0.688524590163934	
19	13	80	67	0	2.5434	67	1	
19	13	80	67	10	2.3257	57	0.850746268656716	
19	13	80	67	20	2.2613	53	0.791044776119403	
19	13	80	67	30	2.1697	53	0.791044776119403	
19	13	80	67	40	2.189	52	0.776119402985075	
19	13	80	67	50	2.1687	52	0.776119402985075	
19	13	80	67	60	2.0829	50	0.746268656716418	
19	13	80	67	70	2.1063	49	0.73134328358209	
19	13	80	67	80	2.2459	49	0.73134328358209	
19	13	80	67	90	2.1239	49	0.73134328358209	
19	13	80	67	100	2.1025	47	0.701492537313433	
19	12	90	78	0	2.7086	78	1	
19	12	90	78	10	2.5726	68	0.871794871794872	
19	12	90	78	20	2.5514	65	0.833333333333333	
19	12	90	78	30	2.409	59	0.756410256410256	
19	12	90	78	40	2.3091	55	0.705128205128205	
19	12	90	78	50	2.2639	52	0.666666666666667	
19	12	90	78	60	2.1531	52	0.666666666666667	
19	12	90	78	70	2.1835	50	0.641025641025641	
19	12	90	78	80	2.1239	50	0.641025641025641	
19	12	90	78	90	2.1269	50	0.641025641025641	
19	12	90	78	100	2.1951	50	0.641025641025641	
19	13	100	87	0	3.1358	87	1	
19	13	100	87	10	3.4002	81	0.931034482758621	
19	13	100	87	20	2.7302	64	0.735632183908046	
19	13	100	87	30	2.7668	64	0.735632183908046	
19	13	100	87	40	2.7906	63	0.724137931034483	
19	13	100	87	50	2.6386	60	0.689655172413793	
19	13	100	87	60	2.5558	58	0.666666666666667	
19	13	100	87	70	2.621	58	0.666666666666667	
19	13	100	87	80	2.5784	57	0.655172413793103	
19	13	100	87	90	2.4503	55	0.632183908045977	
19	13	100	87	100	2.5402	55	0.632183908045977	
20	5	10	5	0	0.2616	5	1	
20	5	10	5	10	0.3432	3	0.6	
20	5	10	5	20	0.3432	3	0.6	
20	5	10	5	30	0.3432	3	0.6	
20	5	10	5	40	0.3254	3	0.6	
20	5	10	5	50	0.3442	3	0.6	
20	5	10	5	60	0.3432	3	0.6	
20	5	10	5	70	0.3598	3	0.6	
20	5	10	5	80	0.3588	3	0.6	
20	5	10	5	90	0.3598	3	0.6	
20	5	10	5	100	0.3432	3	0.6	
20	8	20	12	0	0.4692	12	1	
20	8	20	12	10	0.5314	10	0.833333333333333	
20	8	20	12	20	0.547	10	0.833333333333333	
20	8	20	12	30	0.546	10	0.833333333333333	
20	8	20	12	40	0.546	10	0.833333333333333	
20	8	20	12	50	0.547	10	0.833333333333333	
20	8	20	12	60	0.547	10	0.833333333333333	
20	8	20	12	70	0.5568	10	0.833333333333333	
20	8	20	12	80	0.546	10	0.833333333333333	
20	8	20	12	90	0.546	10	0.833333333333333	
20	8	20	12	100	0.5304	10	0.833333333333333	
20	11	30	19	0	0.7654	19	1	
20	11	30	19	10	0.6864	13	0.684210526315789	
20	11	30	19	20	0.6864	13	0.684210526315789	
20	11	30	19	30	0.6514	13	0.684210526315789	
20	11	30	19	40	0.7488	13	0.684210526315789	
20	11	30	19	50	0.6552	13	0.684210526315789	
20	11	30	19	60	0.702	13	0.684210526315789	
20	11	30	19	70	0.6396	13	0.684210526315789	
20	11	30	19	80	0.6708	13	0.684210526315789	
20	11	30	19	90	0.6691	13	0.684210526315789	
20	11	30	19	100	0.6552	13	0.684210526315789	
20	10	40	30	0	1.0161	30	1	
20	10	40	30	10	1.0153	24	0.8	
20	10	40	30	20	0.9673	21	0.7	
20	10	40	30	30	0.9361	21	0.7	
20	10	40	30	40	0.9517	21	0.7	
20	10	40	30	50	0.9159	21	0.7	
20	10	40	30	60	0.9049	20	0.666666666666667	
20	10	40	30	70	0.9049	20	0.666666666666667	
20	10	40	30	80	0.8893	20	0.666666666666667	
20	10	40	30	90	0.9049	20	0.666666666666667	
20	10	40	30	100	0.9061	20	0.666666666666667	
20	9	50	41	0	1.5289	41	1	
20	9	50	41	10	1.3261	32	0.780487804878049	
20	9	50	41	20	1.2091	29	0.707317073170732	
20	9	50	41	30	1.1389	27	0.658536585365854	
20	9	50	41	40	1.1545	26	0.634146341463415	
20	9	50	41	50	1.2013	25	0.609756097560976	
20	9	50	41	60	1.2017	26	0.634146341463415	
20	9	50	41	70	1.2013	27	0.658536585365854	
20	9	50	41	80	1.2013	27	0.658536585365854	
20	9	50	41	90	1.1673	26	0.634146341463415	
20	9	50	41	100	1.1545	26	0.634146341463415	
20	11	60	49	0	1.9033	49	1	
20	11	60	49	10	1.8069	41	0.836734693877551	
20	11	60	49	20	1.7785	37	0.755102040816326	
20	11	60	49	30	1.5911	34	0.693877551020408	
20	11	60	49	40	1.5295	33	0.673469387755102	
20	11	60	49	50	1.4821	33	0.673469387755102	
20	11	60	49	60	1.4895	33	0.673469387755102	
20	11	60	49	70	1.4917	33	0.673469387755102	
20	11	60	49	80	1.4373	32	0.653061224489796	
20	11	60	49	90	1.3583	30	0.612244897959184	
20	11	60	49	100	1.3857	29	0.591836734693878	
20	12	70	58	0	2.2193	58	1	
20	12	70	58	10	1.9005	44	0.758620689655172	
20	12	70	58	20	1.7201	41	0.706896551724138	
20	12	70	58	30	1.6733	39	0.672413793103448	
20	12	70	58	40	1.5383	35	0.603448275862069	
20	12	70	58	50	1.4705	33	0.568965517241379	
20	12	70	58	60	1.4997	33	0.568965517241379	
20	12	70	58	70	1.4921	33	0.568965517241379	
20	12	70	58	80	1.4705	33	0.568965517241379	
20	12	70	58	90	1.4685	33	0.568965517241379	
20	12	70	58	100	1.4849	33	0.568965517241379	
20	13	80	67	0	2.6262	67	1	
20	13	80	67	10	2.2485	52	0.776119402985075	
20	13	80	67	20	2.1651	51	0.761194029850746	
20	13	80	67	30	2.1061	48	0.716417910447761	
20	13	80	67	40	1.9639	46	0.686567164179104	
20	13	80	67	50	1.9501	46	0.686567164179104	
20	13	80	67	60	1.9181	45	0.671641791044776	
20	13	80	67	70	1.8877	45	0.671641791044776	
20	13	80	67	80	1.9199	45	0.671641791044776	
20	13	80	67	90	1.9835	45	0.671641791044776	
20	13	80	67	100	1.9199	45	0.671641791044776	
20	15	90	75	0	2.9173	75	1	
20	15	90	75	10	2.5547	63	0.84	
20	15	90	75	20	2.3193	55	0.733333333333333	
20	15	90	75	30	2.2953	54	0.72	
20	15	90	75	40	2.2049	51	0.68	
20	15	90	75	50	2.0721	47	0.626666666666667	
20	15	90	75	60	2.0281	46	0.613333333333333	
20	15	90	75	70	2.0585	44	0.586666666666667	
20	15	90	75	80	1.9969	44	0.586666666666667	
20	15	90	75	90	1.9181	44	0.586666666666667	
20	15	90	75	100	1.8877	44	0.586666666666667	
20	14	100	86	0	3.2663	86	1	
20	14	100	86	10	3.1105	76	0.883720930232558	
20	14	100	86	20	2.7353	70	0.813953488372093	
20	14	100	86	30	2.4971	67	0.779069767441861	
20	14	100	86	40	2.4213	62	0.720930232558139	
20	14	100	86	50	2.4035	61	0.709302325581395	
20	14	100	86	60	2.4329	59	0.686046511627907	
20	14	100	86	70	2.2319	56	0.651162790697674	
20	14	100	86	80	2.1813	56	0.651162790697674	
20	14	100	86	90	2.2475	56	0.651162790697674	
20	14	100	86	100	2.2155	56	0.651162790697674	
21	6	10	4	0	0.2204	4	1	
21	6	10	4	10	0.2028	3	0.75	
21	6	10	4	20	0.3744	3	0.75	
21	6	10	4	30	0.3432	3	0.75	
21	6	10	4	40	0.312	3	0.75	
21	6	10	4	50	0.2322	3	0.75	
21	6	10	4	60	0.2652	3	0.75	
21	6	10	4	70	0.3432	3	0.75	
21	6	10	4	80	0.3276	3	0.75	
21	6	10	4	90	0.3276	3	0.75	
21	6	10	4	100	0.2028	3	0.75	
21	8	20	12	0	0.4782	12	1	
21	8	20	12	10	0.5304	9	0.75	
21	8	20	12	20	0.5928	9	0.75	
21	8	20	12	30	0.546	9	0.75	
21	8	20	12	40	0.5304	9	0.75	
21	8	20	12	50	0.5148	9	0.75	
21	8	20	12	60	0.5304	9	0.75	
21	8	20	12	70	0.5306	9	0.75	
21	8	20	12	80	0.5304	9	0.75	
21	8	20	12	90	0.5002	8	0.666666666666667	
21	8	20	12	100	0.4992	8	0.666666666666667	
21	11	30	19	0	0.7508	19	1	
21	11	30	19	10	0.6718	11	0.578947368421053	
21	11	30	19	20	0.6552	10	0.526315789473684	
21	11	30	19	30	0.6096	9	0.473684210526316	
21	11	30	19	40	0.5772	9	0.473684210526316	
21	11	30	19	50	0.5928	9	0.473684210526316	
21	11	30	19	60	0.5616	9	0.473684210526316	
21	11	30	19	70	0.5616	9	0.473684210526316	
21	11	30	19	80	0.5616	9	0.473684210526316	
21	11	30	19	90	0.5782	9	0.473684210526316	
21	11	30	19	100	0.5936	9	0.473684210526316	
21	9	40	31	0	1.3738	31	1	
21	9	40	31	10	1.1663	25	0.806451612903226	
21	9	40	31	20	1.1856	25	0.806451612903226	
21	9	40	31	30	1.1232	25	0.806451612903226	
21	9	40	31	40	1.1076	25	0.806451612903226	
21	9	40	31	50	1.0913	24	0.774193548387097	
21	9	40	31	60	1.0764	24	0.774193548387097	
21	9	40	31	70	1.0764	24	0.774193548387097	
21	9	40	31	80	1.0764	24	0.774193548387097	
21	9	40	31	90	1.0631	24	0.774193548387097	
21	9	40	31	100	1.0462	24	0.774193548387097	
21	10	50	40	0	1.4674	40	1	
21	10	50	40	10	1.2155	27	0.675	
21	10	50	40	20	1.1076	24	0.6	
21	10	50	40	30	1.1866	24	0.6	
21	10	50	40	40	1.2658	24	0.6	
21	10	50	40	50	1.2178	24	0.6	
21	10	50	40	60	1.2812	24	0.6	
21	10	50	40	70	1.17	24	0.6	
21	10	50	40	80	1.1195	24	0.6	
21	10	50	40	90	1.0774	24	0.6	
21	10	50	40	100	1.0764	23	0.575	
21	12	60	48	0	1.6869	48	1	
21	12	60	48	10	1.8691	42	0.875	
21	12	60	48	20	1.6953	39	0.8125	
21	12	60	48	30	1.9345	39	0.8125	
21	12	60	48	40	1.5895	38	0.791666666666667	
21	12	60	48	50	1.5099	36	0.75	
21	12	60	48	60	1.4664	36	0.75	
21	12	60	48	70	1.4391	35	0.729166666666667	
21	12	60	48	80	1.4362	35	0.729166666666667	
21	12	60	48	90	1.4538	35	0.729166666666667	
21	12	60	48	100	1.4461	35	0.729166666666667	
21	12	70	58	0	2.0485	58	1	
21	12	70	58	10	1.9344	49	0.844827586206897	
21	12	70	58	20	1.8285	44	0.758620689655172	
21	12	70	58	30	1.8272	43	0.741379310344828	
21	12	70	58	40	1.8428	43	0.741379310344828	
21	12	70	58	50	1.8551	43	0.741379310344828	
21	12	70	58	60	1.872	41	0.706896551724138	
21	12	70	58	70	1.6997	40	0.689655172413793	
21	12	70	58	80	1.6848	40	0.689655172413793	
21	12	70	58	90	1.641	39	0.672413793103448	
21	12	70	58	100	1.6685	39	0.672413793103448	
21	13	80	67	0	2.4123	67	1	
21	13	80	67	10	2.184	54	0.805970149253731	
21	13	80	67	20	1.951	46	0.686567164179104	
21	13	80	67	30	1.912	46	0.686567164179104	
21	13	80	67	40	1.9072	46	0.686567164179104	
21	13	80	67	50	1.9237	45	0.671641791044776	
21	13	80	67	60	1.8876	45	0.671641791044776	
21	13	80	67	70	1.9649	43	0.641791044776119	
21	13	80	67	80	1.9032	43	0.641791044776119	
21	13	80	67	90	1.8564	42	0.626865671641791	
21	13	80	67	100	1.8743	42	0.626865671641791	
21	16	90	74	0	2.7505	74	1	
21	16	90	74	10	2.2932	56	0.756756756756757	
21	16	90	74	20	2.1423	53	0.716216216216216	
21	16	90	74	30	2.2962	54	0.72972972972973	
21	16	90	74	40	2.5541	52	0.702702702702703	
21	16	90	74	50	1.9188	43	0.581081081081081	
21	16	90	74	60	1.9812	43	0.581081081081081	
21	16	90	74	70	1.9497	43	0.581081081081081	
21	16	90	74	80	1.9042	43	0.581081081081081	
21	16	90	74	90	1.9649	43	0.581081081081081	
21	16	90	74	100	1.9968	43	0.581081081081081	
21	15	100	85	0	3.7871	85	1	
21	15	100	85	10	3.7297	77	0.905882352941176	
21	15	100	85	20	3.2841	67	0.788235294117647	
21	15	100	85	30	3.1825	65	0.764705882352941	
21	15	100	85	40	3.2265	64	0.752941176470588	
21	15	100	85	50	3.1671	62	0.729411764705882	
21	15	100	85	60	3.2137	62	0.729411764705882	
21	15	100	85	70	3.1817	61	0.717647058823529	
21	15	100	85	80	3.4493	60	0.705882352941177	
21	15	100	85	90	3.2801	59	0.694117647058824	
21	15	100	85	100	3.0699	58	0.682352941176471	
22	5	10	5	0	0.313	5	1	
22	5	10	5	10	0.4524	4	0.8	
22	5	10	5	20	0.468	4	0.8	
22	5	10	5	30	0.4542	4	0.8	
22	5	10	5	40	0.4056	4	0.8	
22	5	10	5	50	0.4368	4	0.8	
22	5	10	5	60	0.39	4	0.8	
22	5	10	5	70	0.4066	4	0.8	
22	5	10	5	80	0.4368	4	0.8	
22	5	10	5	90	0.4056	4	0.8	
22	5	10	5	100	0.4212	4	0.8	
22	9	20	11	0	0.5158	11	1	
22	9	20	11	10	0.6396	10	0.909090909090909	
22	9	20	11	20	0.7176	10	0.909090909090909	
22	9	20	11	30	0.6816	10	0.909090909090909	
22	9	20	11	40	0.6864	10	0.909090909090909	
22	9	20	11	50	0.6708	10	0.909090909090909	
22	9	20	11	60	0.702	10	0.909090909090909	
22	9	20	11	70	0.78	10	0.909090909090909	
22	9	20	11	80	0.646	10	0.909090909090909	
22	9	20	11	90	0.702	10	0.909090909090909	
22	9	20	11	100	0.7332	10	0.909090909090909	
22	9	30	21	0	1.015	21	1	
22	9	30	21	10	1.0838	16	0.761904761904762	
22	9	30	21	20	0.9672	15	0.714285714285714	
22	9	30	21	30	0.9526	15	0.714285714285714	
22	9	30	21	40	0.9672	14	0.666666666666667	
22	9	30	21	50	0.824	12	0.571428571428571	
22	9	30	21	60	0.8268	12	0.571428571428571	
22	9	30	21	70	0.8112	12	0.571428571428571	
22	9	30	21	80	0.781	12	0.571428571428571	
22	9	30	21	90	0.8424	12	0.571428571428571	
22	9	30	21	100	0.8376	12	0.571428571428571	
22	14	40	26	0	1.1028	26	1	
22	14	40	26	10	1.0774	20	0.769230769230769	
22	14	40	26	20	1.0024	19	0.730769230769231	
22	14	40	26	30	0.9516	17	0.653846153846154	
22	14	40	26	40	0.98	17	0.653846153846154	
22	14	40	26	50	0.9526	17	0.653846153846154	
22	14	40	26	60	1.0452	17	0.653846153846154	
22	14	40	26	70	1.0296	17	0.653846153846154	
22	14	40	26	80	0.9936	16	0.615384615384615	
22	14	40	26	90	0.9994	16	0.615384615384615	
22	14	40	26	100	0.938	16	0.615384615384615	
22	10	50	40	0	1.7102	40	1	
22	10	50	40	10	1.6692	31	0.775	
22	10	50	40	20	1.5756	30	0.75	
22	10	50	40	30	1.5114	26	0.65	
22	10	50	40	40	1.4352	26	0.65	
22	10	50	40	50	1.3572	26	0.65	
22	10	50	40	60	1.3106	25	0.625	
22	10	50	40	70	1.5756	25	0.625	
22	10	50	40	80	1.4518	25	0.625	
22	10	50	40	90	1.3876	25	0.625	
22	10	50	40	100	1.404	25	0.625	
22	12	60	48	0	1.7004	48	1	
22	12	60	48	10	1.6904	40	0.833333333333333	
22	12	60	48	20	1.5308	35	0.729166666666667	
22	12	60	48	30	1.6166	35	0.729166666666667	
22	12	60	48	40	1.5766	35	0.729166666666667	
22	12	60	48	50	1.3884	33	0.6875	
22	12	60	48	60	1.3376	32	0.666666666666667	
22	12	60	48	70	1.3728	32	0.666666666666667	
22	12	60	48	80	1.327	32	0.666666666666667	
22	12	60	48	90	1.3728	32	0.666666666666667	
22	12	60	48	100	1.4062	32	0.666666666666667	
22	14	70	56	0	1.9188	56	1	
22	14	70	56	10	1.9344	48	0.857142857142857	
22	14	70	56	20	1.8956	45	0.803571428571429	
22	14	70	56	30	1.8876	44	0.785714285714286	
22	14	70	56	40	1.8234	43	0.767857142857143	
22	14	70	56	50	1.7472	41	0.732142857142857	
22	14	70	56	60	1.8252	40	0.714285714285714	
22	14	70	56	70	1.8148	40	0.714285714285714	
22	14	70	56	80	1.6068	38	0.678571428571429	
22	14	70	56	90	1.6548	38	0.678571428571429	
22	14	70	56	100	1.64	38	0.678571428571429	
22	14	80	66	0	2.5272	66	1	
22	14	80	66	10	2.3781	59	0.893939393939394	
22	14	80	66	20	2.3772	55	0.833333333333333	
22	14	80	66	30	2.3795	55	0.833333333333333	
22	14	80	66	40	2.34	53	0.803030303030303	
22	14	80	66	50	2.2945	53	0.803030303030303	
22	14	80	66	60	2.1684	52	0.787878787878788	
22	14	80	66	70	2.0751	49	0.742424242424242	
22	14	80	66	80	2.028	47	0.712121212121212	
22	14	80	66	90	1.9659	47	0.712121212121212	
22	14	80	66	100	1.9812	46	0.696969696969697	
22	12	90	78	0	2.8925	78	1	
22	12	90	78	10	2.7157	64	0.82051282051282	
22	12	90	78	20	2.5896	62	0.794871794871795	
22	12	90	78	30	2.3403	58	0.743589743589744	
22	12	90	78	40	2.4925	52	0.666666666666667	
22	12	90	78	50	2.1551	51	0.653846153846154	
22	12	90	78	60	2.1216	51	0.653846153846154	
22	12	90	78	70	2.1083	50	0.641025641025641	
22	12	90	78	80	2.0904	50	0.641025641025641	
22	12	90	78	90	2.0944	48	0.615384615384615	
22	12	90	78	100	2.0124	48	0.615384615384615	
22	12	100	88	0	3.4048	88	1	
22	12	100	88	10	3.0705	77	0.875	
22	12	100	88	20	3.2421	74	0.840909090909091	
22	12	100	88	30	3.042	74	0.840909090909091	
22	12	100	88	40	2.8721	71	0.806818181818182	
22	12	100	88	50	2.6676	67	0.761363636363636	
22	12	100	88	60	2.7187	66	0.75	
22	12	100	88	70	2.6015	63	0.715909090909091	
22	12	100	88	80	2.6676	63	0.715909090909091	
22	12	100	88	90	2.6659	61	0.693181818181818	
22	12	100	88	100	2.6988	61	0.693181818181818	
23	6	10	4	0	0.201	4	1	
23	6	10	4	10	0.3296	3	0.75	
23	6	10	4	20	0.3276	3	0.75	
23	6	10	4	30	0.3296	3	0.75	
23	6	10	4	40	0.3432	3	0.75	
23	6	10	4	50	0.3608	3	0.75	
23	6	10	4	60	0.3276	3	0.75	
23	6	10	4	70	0.3296	3	0.75	
23	6	10	4	80	0.312	3	0.75	
23	6	10	4	90	0.3296	3	0.75	
23	6	10	4	100	0.3832	3	0.75	
23	8	20	12	0	0.469	12	1	
23	8	20	12	10	0.5772	11	0.916666666666667	
23	8	20	12	20	0.5786	10	0.833333333333333	
23	8	20	12	30	0.5968	10	0.833333333333333	
23	8	20	12	40	0.5636	10	0.833333333333333	
23	8	20	12	50	0.5616	10	0.833333333333333	
23	8	20	12	60	0.5616	10	0.833333333333333	
23	8	20	12	70	0.5324	10	0.833333333333333	
23	8	20	12	80	0.5314	10	0.833333333333333	
23	8	20	12	90	0.5282	10	0.833333333333333	
23	8	20	12	100	0.548	10	0.833333333333333	
23	11	30	19	0	0.6942	19	1	
23	11	30	19	10	0.6552	12	0.631578947368421	
23	11	30	19	20	0.6084	11	0.578947368421053	
23	11	30	19	30	0.5928	11	0.578947368421053	
23	11	30	19	40	0.5928	11	0.578947368421053	
23	11	30	19	50	0.5772	11	0.578947368421053	
23	11	30	19	60	0.5794	11	0.578947368421053	
23	11	30	19	70	0.6084	11	0.578947368421053	
23	11	30	19	80	0.5928	11	0.578947368421053	
23	11	30	19	90	0.6084	11	0.578947368421053	
23	11	30	19	100	0.5928	11	0.578947368421053	
23	8	40	32	0	1.0452	32	1	
23	8	40	32	10	1.1972	28	0.875	
23	8	40	32	20	1.2636	22	0.6875	
23	8	40	32	30	1.0308	20	0.625	
23	8	40	32	40	1.0608	20	0.625	
23	8	40	32	50	0.9672	20	0.625	
23	8	40	32	60	0.9516	20	0.625	
23	8	40	32	70	0.9238	20	0.625	
23	8	40	32	80	0.9516	20	0.625	
23	8	40	32	90	0.9204	20	0.625	
23	8	40	32	100	0.936	20	0.625	
23	10	50	40	0	1.4196	40	1	
23	10	50	40	10	1.2814	32	0.8	
23	10	50	40	20	1.2646	30	0.75	
23	10	50	40	30	1.1232	25	0.625	
23	10	50	40	40	1.17	25	0.625	
23	10	50	40	50	1.1682	25	0.625	
23	10	50	40	60	1.2968	23	0.575	
23	10	50	40	70	1.2032	23	0.575	
23	10	50	40	80	1.0774	23	0.575	
23	10	50	40	90	1.1024	22	0.55	
23	10	50	40	100	1.092	22	0.55	
23	10	60	50	0	1.717	50	1	
23	10	60	50	10	1.7816	44	0.88	
23	10	60	50	20	1.8282	41	0.82	
23	10	60	50	30	1.8194	39	0.78	
23	10	60	50	40	1.6702	38	0.76	
23	10	60	50	50	1.6878	34	0.68	
23	10	60	50	60	1.7882	34	0.68	
23	10	60	50	70	1.483	33	0.66	
23	10	60	50	80	1.5298	33	0.66	
23	10	60	50	90	1.527	33	0.66	
23	10	60	50	100	1.5132	32	0.64	
23	12	70	58	0	2.2338	58	1	
23	12	70	58	10	1.7796	44	0.758620689655172	
23	12	70	58	20	1.7472	41	0.706896551724138	
23	12	70	58	30	1.6536	39	0.672413793103448	
23	12	70	58	40	1.7152	40	0.689655172413793	
23	12	70	58	50	1.794	40	0.689655172413793	
23	12	70	58	60	1.716	40	0.689655172413793	
23	12	70	58	70	1.765	41	0.706896551724138	
23	12	70	58	80	1.7784	41	0.706896551724138	
23	12	70	58	90	1.8576	41	0.706896551724138	
23	12	70	58	100	1.6692	40	0.689655172413793	
23	14	80	66	0	2.3666	66	1	
23	14	80	66	10	2.185	56	0.848484848484849	
23	14	80	66	20	2.0446	51	0.772727272727273	
23	14	80	66	30	2.0584	50	0.757575757575758	
23	14	80	66	40	1.9822	49	0.742424242424242	
23	14	80	66	50	2.1521	49	0.742424242424242	
23	14	80	66	60	1.9822	45	0.681818181818182	
23	14	80	66	70	1.9482	45	0.681818181818182	
23	14	80	66	80	1.9042	44	0.666666666666667	
23	14	80	66	90	1.8886	42	0.636363636363636	
23	14	80	66	100	1.8372	42	0.636363636363636	
23	16	90	74	0	2.6291	74	1	
23	16	90	74	10	2.262	56	0.756756756756757	
23	16	90	74	20	2.0901	51	0.689189189189189	
23	16	90	74	30	2.0758	50	0.675675675675676	
23	16	90	74	40	2.0766	50	0.675675675675676	
23	16	90	74	50	2.0914	47	0.635135135135135	
23	16	90	74	60	1.9832	47	0.635135135135135	
23	16	90	74	70	2.1959	47	0.635135135135135	
23	16	90	74	80	2.0446	44	0.594594594594595	
23	16	90	74	90	1.8712	44	0.594594594594595	
23	16	90	74	100	1.873	44	0.594594594594595	
23	8	100	92	0	3.5013	92	1	
23	8	100	92	10	3.432	81	0.880434782608696	
23	8	100	92	20	2.9341	70	0.760869565217391	
23	8	100	92	30	3.0559	69	0.75	
23	8	100	92	40	2.7652	65	0.706521739130435	
23	8	100	92	50	2.6639	64	0.695652173913043	
23	8	100	92	60	2.8236	63	0.684782608695652	
23	8	100	92	70	2.5275	61	0.66304347826087	
23	8	100	92	80	2.5468	61	0.66304347826087	
23	8	100	92	90	2.5457	58	0.630434782608696	
23	8	100	92	100	2.4626	57	0.619565217391304	
24	4	10	6	0	0.2672	6	1	
24	4	10	6	10	0.39	5	0.833333333333333	
24	4	10	6	20	0.3744	4	0.666666666666667	
24	4	10	6	30	0.3588	4	0.666666666666667	
24	4	10	6	40	0.3588	4	0.666666666666667	
24	4	10	6	50	0.3588	4	0.666666666666667	
24	4	10	6	60	0.39	4	0.666666666666667	
24	4	10	6	70	0.3744	4	0.666666666666667	
24	4	10	6	80	0.3706	4	0.666666666666667	
24	4	10	6	90	0.3588	4	0.666666666666667	
24	4	10	6	100	0.3588	4	0.666666666666667	
24	9	20	11	0	0.4378	11	1	
24	9	20	11	10	0.5272	8	0.727272727272727	
24	9	20	11	20	0.4836	8	0.727272727272727	
24	9	20	11	30	0.5782	8	0.727272727272727	
24	9	20	11	40	0.5616	8	0.727272727272727	
24	9	20	11	50	0.5616	8	0.727272727272727	
24	9	20	11	60	0.468	8	0.727272727272727	
24	9	20	11	70	0.4836	8	0.727272727272727	
24	9	20	11	80	0.468	8	0.727272727272727	
24	9	20	11	90	0.4846	8	0.727272727272727	
24	9	20	11	100	0.4836	8	0.727272727272727	
24	11	30	19	0	0.702	19	1	
24	11	30	19	10	0.7176	15	0.789473684210526	
24	11	30	19	20	0.6396	12	0.631578947368421	
24	11	30	19	30	0.702	12	0.631578947368421	
24	11	30	19	40	0.5906	12	0.631578947368421	
24	11	30	19	50	0.624	12	0.631578947368421	
24	11	30	19	60	0.624	12	0.631578947368421	
24	11	30	19	70	0.5928	12	0.631578947368421	
24	11	30	19	80	0.6084	12	0.631578947368421	
24	11	30	19	90	0.6084	12	0.631578947368421	
24	11	30	19	100	0.624	12	0.631578947368421	
24	8	40	32	0	1.093	32	1	
24	8	40	32	10	1.088	26	0.8125	
24	8	40	32	20	1.1086	25	0.78125	
24	8	40	32	30	1.249	25	0.78125	
24	8	40	32	40	1.2734	25	0.78125	
24	8	40	32	50	1.1232	25	0.78125	
24	8	40	32	60	1.1232	24	0.75	
24	8	40	32	70	1.0452	24	0.75	
24	8	40	32	80	1.06	24	0.75	
24	8	40	32	90	0.9984	23	0.71875	
24	8	40	32	100	1.0452	22	0.6875	
24	12	50	38	0	1.4688	38	1	
24	12	50	38	10	1.248	30	0.789473684210526	
24	12	50	38	20	1.1856	28	0.736842105263158	
24	12	50	38	30	1.213	27	0.710526315789474	
24	12	50	38	40	1.1856	26	0.684210526315789	
24	12	50	38	50	1.092	25	0.657894736842105	
24	12	50	38	60	1.1232	25	0.657894736842105	
24	12	50	38	70	1.2794	25	0.657894736842105	
24	12	50	38	80	1.2012	25	0.657894736842105	
24	12	50	38	90	1.0608	23	0.605263157894737	
24	12	50	38	100	1.1076	23	0.605263157894737	
24	7	60	53	0	1.95	53	1	
24	7	60	53	10	2.1289	46	0.867924528301887	
24	7	60	53	20	1.872	41	0.773584905660377	
24	7	60	53	30	1.6692	38	0.716981132075472	
24	7	60	53	40	1.6548	38	0.716981132075472	
24	7	60	53	50	1.8428	38	0.716981132075472	
24	7	60	53	60	1.8068	38	0.716981132075472	
24	7	60	53	70	1.6244	37	0.69811320754717	
24	7	60	53	80	1.5932	36	0.679245283018868	
24	7	60	53	90	1.6206	34	0.641509433962264	
24	7	60	53	100	1.4986	33	0.622641509433962	
24	14	70	56	0	2.2308	56	1	
24	14	70	56	10	1.7062	38	0.678571428571429	
24	14	70	56	20	1.7004	38	0.678571428571429	
