seed	BD	V	I	N	t_sec	n_invisible	p_invisible	
1	6	10	4	0	0.2048	4	1	
1	6	10	4	10	0.2038	4	1	
1	6	10	4	20	0.2028	4	1	
1	6	10	4	30	0.3582	4	1	
1	6	10	4	40	0.313	4	1	
1	6	10	4	50	0.3296	4	1	
1	6	10	4	60	0.313	4	1	
1	6	10	4	70	0.3286	4	1	
1	6	10	4	80	0.4524	4	1	
1	6	10	4	90	0.3432	4	1	
1	6	10	4	100	0.4368	4	1	
1	8	20	12	0	0.4212	12	1	
1	8	20	12	10	0.5012	8	0.666666666666667	
1	8	20	12	20	0.4856	8	0.666666666666667	
1	8	20	12	30	0.4856	8	0.666666666666667	
1	8	20	12	40	0.4836	8	0.666666666666667	
1	8	20	12	50	0.4478	8	0.666666666666667	
1	8	20	12	60	0.5102	8	0.666666666666667	
1	8	20	12	70	0.4836	8	0.666666666666667	
1	8	20	12	80	0.6708	8	0.666666666666667	
1	8	20	12	90	0.5616	8	0.666666666666667	
1	8	20	12	100	0.4836	8	0.666666666666667	
1	10	30	20	0	0.6874	20	1	
1	10	30	20	10	0.8072	16	0.8	
1	10	30	20	20	0.8122	16	0.8	
1	10	30	20	30	0.7488	15	0.75	
1	10	30	20	40	0.7342	14	0.7	
1	10	30	20	50	0.7332	14	0.7	
1	10	30	20	60	0.7912	14	0.7	
1	10	30	20	70	0.702	13	0.65	
1	10	30	20	80	0.702	13	0.65	
1	10	30	20	90	0.9048	13	0.65	
1	10	30	20	100	0.7956	13	0.65	
1	10	40	30	0	1.0628	30	1	
1	10	40	30	10	1.0448	23	0.766666666666667	
1	10	40	30	20	1.0472	23	0.766666666666667	
1	10	40	30	30	1.016	23	0.766666666666667	
1	10	40	30	40	1.1564	20	0.666666666666667	
1	10	40	30	50	1.0188	20	0.666666666666667	
1	10	40	30	60	0.9984	20	0.666666666666667	
1	10	40	30	70	0.9672	20	0.666666666666667	
1	10	40	30	80	0.9828	20	0.666666666666667	
1	10	40	30	90	0.936	20	0.666666666666667	
1	10	40	30	100	0.9509	20	0.666666666666667	
1	14	50	36	0	1.1856	36	1	
1	14	50	36	10	1.3615	32	0.888888888888889	
1	14	50	36	20	1.1564	28	0.777777777777778	
1	14	50	36	30	1.1252	26	0.722222222222222	
1	14	50	36	40	1.1096	25	0.694444444444444	
1	14	50	36	50	1.0883	23	0.638888888888889	
1	14	50	36	60	1.1252	23	0.638888888888889	
1	14	50	36	70	1.094	23	0.638888888888889	
1	14	50	36	80	1.096	23	0.638888888888889	
1	14	50	36	90	1.1723	23	0.638888888888889	
1	14	50	36	100	1.2012	23	0.638888888888889	
1	13	60	47	0	1.6069	47	1	
1	13	60	47	10	1.4967	35	0.74468085106383	
1	13	60	47	20	1.404	34	0.723404255319149	
1	13	60	47	30	1.2802	30	0.638297872340426	
1	13	60	47	40	1.327	30	0.638297872340426	
1	13	60	47	50	1.4327	27	0.574468085106383	
1	13	60	47	60	1.5777	27	0.574468085106383	
1	13	60	47	70	1.2812	27	0.574468085106383	
1	13	60	47	80	1.2123	26	0.553191489361702	
1	13	60	47	90	1.2324	26	0.553191489361702	
1	13	60	47	100	1.17	26	0.553191489361702	
1	13	70	57	0	2.2661	57	1	
1	13	70	57	10	2.0263	46	0.807017543859649	
1	13	70	57	20	1.9969	44	0.771929824561403	
1	13	70	57	30	1.7923	41	0.719298245614035	
1	13	70	57	40	1.7473	40	0.701754385964912	
1	13	70	57	50	1.6537	38	0.666666666666667	
1	13	70	57	60	1.5759	36	0.631578947368421	
1	13	70	57	70	1.5756	36	0.631578947368421	
1	13	70	57	80	1.5288	36	0.631578947368421	
1	13	70	57	90	1.5285	34	0.596491228070175	
1	13	70	57	100	1.5162	34	0.596491228070175	
1	13	80	67	0	2.6249	67	1	
1	13	80	67	10	2.1919	54	0.805970149253731	
1	13	80	67	20	2.0905	48	0.716417910447761	
1	13	80	67	30	1.9849	46	0.686567164179104	
1	13	80	67	40	1.8897	45	0.671641791044776	
1	13	80	67	50	1.8543	45	0.671641791044776	
1	13	80	67	60	1.8575	44	0.656716417910448	
1	13	80	67	70	1.8263	43	0.641791044776119	
1	13	80	67	80	1.8391	43	0.641791044776119	
1	13	80	67	90	1.8721	42	0.626865671641791	
1	13	80	67	100	1.7841	42	0.626865671641791	
1	11	90	79	0	2.8403	79	1	
1	11	90	79	10	2.6523	65	0.822784810126582	
1	11	90	79	20	2.4659	58	0.734177215189873	
1	11	90	79	30	2.4133	58	0.734177215189873	
1	11	90	79	40	2.3421	56	0.708860759493671	
1	11	90	79	50	2.3257	56	0.708860759493671	
1	11	90	79	60	2.3723	56	0.708860759493671	
1	11	90	79	70	2.3695	55	0.69620253164557	
1	11	90	79	80	2.2163	53	0.670886075949367	
1	11	90	79	90	2.1863	53	0.670886075949367	
1	11	90	79	100	2.0915	52	0.658227848101266	
1	17	100	83	0	3.0421	83	1	
1	17	100	83	10	3.1063	72	0.867469879518072	
1	17	100	83	20	2.6951	68	0.819277108433735	
1	17	100	83	30	2.5669	61	0.734939759036145	
1	17	100	83	40	2.3801	57	0.686746987951807	
1	17	100	83	50	2.2308	53	0.63855421686747	
1	17	100	83	60	2.3559	52	0.626506024096386	
1	17	100	83	70	2.2786	52	0.626506024096386	
1	17	100	83	80	2.2305	52	0.626506024096386	
1	17	100	83	90	2.2162	52	0.626506024096386	
1	17	100	83	100	2.2145	52	0.626506024096386	
2	6	10	4	0	0.234	4	1	
2	6	10	4	10	0.3276	3	0.75	
2	6	10	4	20	0.313	3	0.75	
2	6	10	4	30	0.312	3	0.75	
2	6	10	4	40	0.312	3	0.75	
2	6	10	4	50	0.2028	3	0.75	
2	6	10	4	60	0.2028	3	0.75	
2	6	10	4	70	0.202	3	0.75	
2	6	10	4	80	0.2028	3	0.75	
2	6	10	4	90	0.1872	3	0.75	
2	6	10	4	100	0.314	3	0.75	
2	7	20	13	0	0.5782	13	1	
2	7	20	13	10	0.624	9	0.692307692307692	
2	7	20	13	20	0.5736	9	0.692307692307692	
2	7	20	13	30	0.546	9	0.692307692307692	
2	7	20	13	40	0.547	9	0.692307692307692	
2	7	20	13	50	0.5304	8	0.615384615384615	
2	7	20	13	60	0.4992	7	0.538461538461538	
2	7	20	13	70	0.4846	7	0.538461538461538	
2	7	20	13	80	0.546	7	0.538461538461538	
2	7	20	13	90	0.511	7	0.538461538461538	
2	7	20	13	100	0.4992	7	0.538461538461538	
2	7	30	23	0	0.9214	23	1	
2	7	30	23	10	0.9048	20	0.869565217391304	
2	7	30	23	20	0.8736	19	0.826086956521739	
2	7	30	23	30	0.8528	18	0.782608695652174	
2	7	30	23	40	0.9456	18	0.782608695652174	
2	7	30	23	50	0.8268	18	0.782608695652174	
2	7	30	23	60	0.7644	15	0.652173913043478	
2	7	30	23	70	0.7332	13	0.565217391304348	
2	7	30	23	80	0.7488	13	0.565217391304348	
2	7	30	23	90	0.7594	13	0.565217391304348	
2	7	30	23	100	0.7332	13	0.565217391304348	
2	12	40	28	0	0.9984	28	1	
2	12	40	28	10	0.9206	19	0.678571428571429	
2	12	40	28	20	0.8766	18	0.642857142857143	
2	12	40	28	30	0.859	18	0.642857142857143	
2	12	40	28	40	0.859	18	0.642857142857143	
2	12	40	28	50	0.8736	18	0.642857142857143	
2	12	40	28	60	0.8602	18	0.642857142857143	
2	12	40	28	70	0.858	17	0.607142857142857	
2	12	40	28	80	0.8434	17	0.607142857142857	
2	12	40	28	90	0.8288	17	0.607142857142857	
2	12	40	28	100	0.8288	17	0.607142857142857	
2	12	50	38	0	1.3894	38	1	
2	12	50	38	10	1.317	30	0.789473684210526	
2	12	50	38	20	1.2812	30	0.789473684210526	
2	12	50	38	30	1.2812	29	0.763157894736842	
2	12	50	38	40	1.2432	29	0.763157894736842	
2	12	50	38	50	1.1866	29	0.763157894736842	
2	12	50	38	60	1.1544	28	0.736842105263158	
2	12	50	38	70	1.1388	28	0.736842105263158	
2	12	50	38	80	1.136	28	0.736842105263158	
2	12	50	38	90	1.1544	28	0.736842105263158	
2	12	50	38	100	1.1398	28	0.736842105263158	
2	13	60	47	0	1.7004	47	1	
2	13	60	47	10	1.716	39	0.829787234042553	
2	13	60	47	20	1.5895	38	0.808510638297872	
2	13	60	47	30	1.5444	37	0.787234042553192	
2	13	60	47	40	1.5132	36	0.765957446808511	
2	13	60	47	50	1.5423	36	0.765957446808511	
2	13	60	47	60	1.5288	36	0.765957446808511	
2	13	60	47	70	1.5444	36	0.765957446808511	
2	13	60	47	80	1.5868	36	0.765957446808511	
2	13	60	47	90	1.56	36	0.765957446808511	
2	13	60	47	100	1.5014	35	0.74468085106383	
2	8	70	62	0	2.2719	62	1	
2	8	70	62	10	1.9812	49	0.790322580645161	
2	8	70	62	20	1.9	45	0.725806451612903	
2	8	70	62	30	2.0612	45	0.725806451612903	
2	8	70	62	40	1.9978	45	0.725806451612903	
2	8	70	62	50	1.8547	44	0.709677419354839	
2	8	70	62	60	1.8418	44	0.709677419354839	
2	8	70	62	70	1.8849	44	0.709677419354839	
2	8	70	62	80	1.7004	40	0.645161290322581	
2	8	70	62	90	1.7004	40	0.645161290322581	
2	8	70	62	100	1.7631	40	0.645161290322581	
2	11	80	69	0	2.5391	69	1	
2	11	80	69	10	2.0134	51	0.739130434782609	
2	11	80	69	20	1.9951	49	0.710144927536232	
2	11	80	69	30	2.0758	49	0.710144927536232	
2	11	80	69	40	1.9347	47	0.681159420289855	
2	11	80	69	50	1.9822	47	0.681159420289855	
2	11	80	69	60	1.8645	45	0.652173913043478	
2	11	80	69	70	1.8351	45	0.652173913043478	
2	11	80	69	80	1.8272	45	0.652173913043478	
2	11	80	69	90	1.8209	45	0.652173913043478	
2	11	80	69	100	1.8252	45	0.652173913043478	
2	10	90	80	0	3.0861	80	1	
2	10	90	80	10	2.5967	59	0.7375	
2	10	90	80	20	2.2408	49	0.6125	
2	10	90	80	30	2.2318	47	0.5875	
2	10	90	80	40	2.2007	47	0.5875	
2	10	90	80	50	2.2599	47	0.5875	
2	10	90	80	60	2.2633	47	0.5875	
2	10	90	80	70	2.1538	47	0.5875	
2	10	90	80	80	2.2603	46	0.575	
2	10	90	80	90	2.1684	46	0.575	
2	10	90	80	100	2.3257	45	0.5625	
2	14	100	86	0	3.0265	86	1	
2	14	100	86	10	2.8355	71	0.825581395348837	
2	14	100	86	20	2.6827	68	0.790697674418605	
2	14	100	86	30	2.7315	66	0.767441860465116	
2	14	100	86	40	2.6201	62	0.720930232558139	
2	14	100	86	50	2.6219	62	0.720930232558139	
2	14	100	86	60	2.5401	59	0.686046511627907	
2	14	100	86	70	2.5282	59	0.686046511627907	
2	14	100	86	80	2.6513	59	0.686046511627907	
2	14	100	86	90	2.6843	59	0.686046511627907	
2	14	100	86	100	2.6523	59	0.686046511627907	
3	8	10	2	0	0.1726	2	1	
3	8	10	2	10	0.2964	2	1	
3	8	10	2	20	0.1716	2	1	
3	8	10	2	30	0.1716	2	1	
3	8	10	2	40	0.1928	2	1	
3	8	10	2	50	0.2964	2	1	
3	8	10	2	60	0.1716	2	1	
3	8	10	2	70	0.1716	2	1	
3	8	10	2	80	0.1872	2	1	
3	8	10	2	90	0.1716	2	1	
3	8	10	2	100	0.1716	2	1	
3	10	20	10	0	0.391	10	1	
3	10	20	10	10	0.47	8	0.8	
3	10	20	10	20	0.468	8	0.8	
3	10	20	10	30	0.4836	8	0.8	
3	10	20	10	40	0.47	8	0.8	
3	10	20	10	50	0.468	8	0.8	
3	10	20	10	60	0.4856	8	0.8	
3	10	20	10	70	0.4874	8	0.8	
3	10	20	10	80	0.546	8	0.8	
3	10	20	10	90	0.4524	7	0.7	
3	10	20	10	100	0.4524	7	0.7	
3	11	30	19	0	0.625	19	1	
3	11	30	19	10	0.7956	19	1	
3	11	30	19	20	0.7186	17	0.894736842105263	
3	11	30	19	30	0.7274	17	0.894736842105263	
3	11	30	19	40	0.7176	17	0.894736842105263	
3	11	30	19	50	0.7176	17	0.894736842105263	
3	11	30	19	60	0.7176	17	0.894736842105263	
3	11	30	19	70	0.7488	17	0.894736842105263	
3	11	30	19	80	0.8202	17	0.894736842105263	
3	11	30	19	90	0.7176	17	0.894736842105263	
3	11	30	19	100	0.8268	17	0.894736842105263	
3	9	40	31	0	0.9848	31	1	
3	9	40	31	10	0.9986	24	0.774193548387097	
3	9	40	31	20	0.8912	21	0.67741935483871	
3	9	40	31	30	0.9068	21	0.67741935483871	
3	9	40	31	40	0.8912	21	0.67741935483871	
3	9	40	31	50	0.8842	20	0.645161290322581	
3	9	40	31	60	0.9062	20	0.645161290322581	
3	9	40	31	70	0.8736	20	0.645161290322581	
3	9	40	31	80	0.8892	19	0.612903225806452	
3	9	40	31	90	0.8736	19	0.612903225806452	
3	9	40	31	100	0.8572	18	0.580645161290323	
3	10	50	40	0	1.562	40	1	
3	10	50	40	10	1.2968	29	0.725	
3	10	50	40	20	1.3821	28	0.7	
3	10	50	40	30	1.3114	27	0.675	
3	10	50	40	40	1.2012	26	0.65	
3	10	50	40	50	1.2178	25	0.625	
3	10	50	40	60	1.1868	25	0.625	
3	10	50	40	70	1.2012	25	0.625	
3	10	50	40	80	1.2022	25	0.625	
3	10	50	40	90	1.1578	25	0.625	
3	10	50	40	100	1.248	25	0.625	
3	12	60	48	0	2.0338	48	1	
3	12	60	48	10	1.9998	43	0.895833333333333	
3	12	60	48	20	1.7374	39	0.8125	
3	12	60	48	30	1.5152	36	0.75	
3	12	60	48	40	1.484	35	0.729166666666667	
3	12	60	48	50	1.4402	35	0.729166666666667	
3	12	60	48	60	1.4352	34	0.708333333333333	
3	12	60	48	70	1.3572	32	0.666666666666667	
3	12	60	48	80	1.3728	32	0.666666666666667	
3	12	60	48	90	1.437	32	0.666666666666667	
3	12	60	48	100	1.4206	32	0.666666666666667	
3	11	70	59	0	2.0592	59	1	
3	11	70	59	10	1.9774	51	0.864406779661017	
3	11	70	59	20	1.872	45	0.76271186440678	
3	11	70	59	30	1.7316	40	0.677966101694915	
3	11	70	59	40	1.606	37	0.627118644067797	
3	11	70	59	50	1.56	37	0.627118644067797	
3	11	70	59	60	1.5756	36	0.610169491525424	
3	11	70	59	70	1.5914	36	0.610169491525424	
3	11	70	59	80	1.638	36	0.610169491525424	
3	11	70	59	90	1.56	36	0.610169491525424	
3	11	70	59	100	1.7586	34	0.576271186440678	
3	15	80	65	0	2.2962	65	1	
3	15	80	65	10	1.994	52	0.8	
3	15	80	65	20	1.9686	51	0.784615384615385	
3	15	80	65	30	1.992	49	0.753846153846154	
3	15	80	65	40	1.9207	47	0.723076923076923	
3	15	80	65	50	1.9024	47	0.723076923076923	
3	15	80	65	60	1.9344	46	0.707692307692308	
3	15	80	65	70	1.8564	46	0.707692307692308	
3	15	80	65	80	1.8868	46	0.707692307692308	
3	15	80	65	90	1.9968	46	0.707692307692308	
3	15	80	65	100	1.9346	46	0.707692307692308	
3	15	90	75	0	2.8033	75	1	
3	15	90	75	10	2.4359	58	0.773333333333333	
3	15	90	75	20	2.4593	54	0.72	
3	15	90	75	30	2.2753	53	0.706666666666667	
3	15	90	75	40	2.1684	52	0.693333333333333	
3	15	90	75	50	2.1438	50	0.666666666666667	
3	15	90	75	60	2.1762	49	0.653333333333333	
3	15	90	75	70	2.0748	49	0.653333333333333	
3	15	90	75	80	2.0751	48	0.64	
3	15	90	75	90	2.0446	47	0.626666666666667	
3	15	90	75	100	2.0751	47	0.626666666666667	
3	12	100	88	0	3.2955	88	1	
3	12	100	88	10	2.886	68	0.772727272727273	
3	12	100	88	20	2.5451	59	0.670454545454545	
3	12	100	88	30	2.497	59	0.670454545454545	
3	12	100	88	40	2.4455	57	0.647727272727273	
3	12	100	88	50	2.496	57	0.647727272727273	
3	12	100	88	60	2.4213	56	0.636363636363636	
3	12	100	88	70	2.424	56	0.636363636363636	
3	12	100	88	80	2.3635	55	0.625	
3	12	100	88	90	2.3556	55	0.625	
3	12	100	88	100	2.3695	54	0.613636363636364	
4	5	10	5	0	0.2506	5	1	
4	5	10	5	10	0.3432	4	0.8	
4	5	10	5	20	0.4056	4	0.8	
4	5	10	5	30	0.4368	4	0.8	
4	5	10	5	40	0.3744	4	0.8	
4	5	10	5	50	0.3356	3	0.6	
4	5	10	5	60	0.3744	3	0.6	
4	5	10	5	70	0.1872	3	0.6	
4	5	10	5	80	0.1872	3	0.6	
4	5	10	5	90	0.1872	3	0.6	
4	5	10	5	100	0.312	3	0.6	
4	8	20	12	0	0.4846	12	1	
4	8	20	12	10	0.5304	8	0.666666666666667	
4	8	20	12	20	0.468	7	0.583333333333333	
4	8	20	12	30	0.4524	7	0.583333333333333	
4	8	20	12	40	0.468	7	0.583333333333333	
4	8	20	12	50	0.546	7	0.583333333333333	
4	8	20	12	60	0.5512	7	0.583333333333333	
4	8	20	12	70	0.4544	7	0.583333333333333	
4	8	20	12	80	0.4524	7	0.583333333333333	
4	8	20	12	90	0.4524	7	0.583333333333333	
4	8	20	12	100	0.4524	7	0.583333333333333	
4	11	30	19	0	0.7674	19	1	
4	11	30	19	10	0.7352	13	0.684210526315789	
4	11	30	19	20	0.7158	13	0.684210526315789	
4	11	30	19	30	0.7196	13	0.684210526315789	
4	11	30	19	40	0.704	13	0.684210526315789	
4	11	30	19	50	0.7186	13	0.684210526315789	
4	11	30	19	60	0.703	12	0.631578947368421	
4	11	30	19	70	0.6864	12	0.631578947368421	
4	11	30	19	80	0.6962	12	0.631578947368421	
4	11	30	19	90	0.7654	12	0.631578947368421	
4	11	30	19	100	0.6874	12	0.631578947368421	
4	10	40	30	0	1.1236	30	1	
4	10	40	30	10	1.0452	23	0.766666666666667	
4	10	40	30	20	0.9984	22	0.733333333333333	
4	10	40	30	30	1.0764	20	0.666666666666667	
4	10	40	30	40	0.844	18	0.6	
4	10	40	30	50	0.8424	18	0.6	
4	10	40	30	60	0.858	18	0.6	
4	10	40	30	70	0.8424	18	0.6	
4	10	40	30	80	0.9214	18	0.6	
4	10	40	30	90	0.8658	18	0.6	
4	10	40	30	100	0.8268	18	0.6	
4	13	50	37	0	1.2636	37	1	
4	13	50	37	10	1.326	31	0.837837837837838	
4	13	50	37	20	1.3416	28	0.756756756756757	
4	13	50	37	30	1.2002	25	0.675675675675676	
4	13	50	37	40	1.092	25	0.675675675675676	
4	13	50	37	50	1.0784	25	0.675675675675676	
4	13	50	37	60	1.1312	25	0.675675675675676	
4	13	50	37	70	1.1856	25	0.675675675675676	
4	13	50	37	80	1.0306	24	0.648648648648649	
4	13	50	37	90	1.0462	24	0.648648648648649	
4	13	50	37	100	1.0022	23	0.621621621621622	
4	12	60	48	0	2.029	48	1	
4	12	60	48	10	1.6692	36	0.75	
4	12	60	48	20	1.6824	34	0.708333333333333	
4	12	60	48	30	1.5444	34	0.708333333333333	
4	12	60	48	40	1.5288	33	0.6875	
4	12	60	48	50	1.5768	32	0.666666666666667	
4	12	60	48	60	1.4508	32	0.666666666666667	
4	12	60	48	70	1.4664	32	0.666666666666667	
4	12	60	48	80	1.3866	29	0.604166666666667	
4	12	60	48	90	1.3884	29	0.604166666666667	
4	12	60	48	100	1.404	29	0.604166666666667	
4	12	70	58	0	2.2033	58	1	
4	12	70	58	10	2.0134	48	0.827586206896552	
4	12	70	58	20	1.7492	43	0.741379310344828	
4	12	70	58	30	1.7786	42	0.724137931034483	
4	12	70	58	40	1.8116	42	0.724137931034483	
4	12	70	58	50	1.8058	42	0.724137931034483	
4	12	70	58	60	1.6702	40	0.689655172413793	
4	12	70	58	70	1.7014	40	0.689655172413793	
4	12	70	58	80	1.7182	40	0.689655172413793	
4	12	70	58	90	1.718	40	0.689655172413793	
4	12	70	58	100	1.7014	40	0.689655172413793	
4	11	80	69	0	2.4556	69	1	
4	11	80	69	10	2.2776	57	0.826086956521739	
4	11	80	69	20	2.228	55	0.797101449275362	
4	11	80	69	30	2.0124	51	0.739130434782609	
4	11	80	69	40	2.0559	51	0.739130434782609	
4	11	80	69	50	2.1216	51	0.739130434782609	
4	11	80	69	60	1.9981	51	0.739130434782609	
4	11	80	69	70	1.951	49	0.710144927536232	
4	11	80	69	80	1.9628	49	0.710144927536232	
4	11	80	69	90	1.9198	49	0.710144927536232	
4	11	80	69	100	2.029	49	0.710144927536232	
4	15	90	75	0	3.4916	75	1	
4	15	90	75	10	2.933	62	0.826666666666667	
4	15	90	75	20	2.7761	59	0.786666666666667	
4	15	90	75	30	2.574	54	0.72	
4	15	90	75	40	2.5753	54	0.72	
4	15	90	75	50	2.4512	53	0.706666666666667	
4	15	90	75	60	2.5069	51	0.68	
4	15	90	75	70	2.496	49	0.653333333333333	
4	15	90	75	80	2.3871	49	0.653333333333333	
4	15	90	75	90	2.34	47	0.626666666666667	
4	15	90	75	100	2.3881	47	0.626666666666667	
4	14	100	86	0	3.8041	86	1	
4	14	100	86	10	3.3361	68	0.790697674418605	
4	14	100	86	20	3.1376	66	0.767441860465116	
4	14	100	86	30	3.6663	66	0.767441860465116	
4	14	100	86	40	2.9947	62	0.720930232558139	
4	14	100	86	50	3.0002	60	0.697674418604651	
4	14	100	86	60	2.9251	59	0.686046511627907	
4	14	100	86	70	3.1053	59	0.686046511627907	
4	14	100	86	80	2.965	59	0.686046511627907	
4	14	100	86	90	2.9009	59	0.686046511627907	
4	14	100	86	100	2.9182	59	0.686046511627907	
5	6	10	4	0	0.2204	4	1	
5	6	10	4	10	0.3432	4	1	
5	6	10	4	20	0.3588	4	1	
5	6	10	4	30	0.3442	4	1	
5	6	10	4	40	0.3432	4	1	
5	6	10	4	50	0.3432	4	1	
5	6	10	4	60	0.3432	4	1	
5	6	10	4	70	0.3598	4	1	
5	6	10	4	80	0.3432	4	1	
5	6	10	4	90	0.355	4	1	
5	6	10	4	100	0.3276	3	0.75	
5	9	20	11	0	0.5928	11	1	
5	9	20	11	10	0.5304	8	0.727272727272727	
5	9	20	11	20	0.4684	7	0.636363636363636	
5	9	20	11	30	0.4534	6	0.545454545454545	
5	9	20	11	40	0.468	6	0.545454545454545	
5	9	20	11	50	0.468	6	0.545454545454545	
5	9	20	11	60	0.469	6	0.545454545454545	
5	9	20	11	70	0.468	6	0.545454545454545	
5	9	20	11	80	0.4524	6	0.545454545454545	
5	9	20	11	90	0.4524	6	0.545454545454545	
5	9	20	11	100	0.4444	6	0.545454545454545	
5	7	30	23	0	0.8678	23	1	
5	7	30	23	10	0.7644	15	0.652173913043478	
5	7	30	23	20	0.7176	14	0.608695652173913	
5	7	30	23	30	0.6552	12	0.521739130434783	
5	7	30	23	40	0.6396	11	0.478260869565217	
5	7	30	23	50	0.6396	11	0.478260869565217	
5	7	30	23	60	0.6398	11	0.478260869565217	
5	7	30	23	70	0.625	11	0.478260869565217	
5	7	30	23	80	0.6552	11	0.478260869565217	
5	7	30	23	90	0.6572	11	0.478260869565217	
5	7	30	23	100	0.6552	11	0.478260869565217	
5	10	40	30	0	1.092	30	1	
5	10	40	30	10	0.8892	20	0.666666666666667	
5	10	40	30	20	0.936	20	0.666666666666667	
5	10	40	30	30	0.8964	20	0.666666666666667	
5	10	40	30	40	1.0452	19	0.633333333333333	
5	10	40	30	50	0.8424	19	0.633333333333333	
5	10	40	30	60	0.8892	18	0.6	
5	10	40	30	70	0.858	18	0.6	
5	10	40	30	80	0.8878	18	0.6	
5	10	40	30	90	0.858	18	0.6	
5	10	40	30	100	0.9214	18	0.6	
5	9	50	41	0	1.4988	41	1	
5	9	50	41	10	1.3592	32	0.780487804878049	
5	9	50	41	20	1.327	30	0.731707317073171	
5	9	50	41	30	1.1762	26	0.634146341463415	
5	9	50	41	40	1.1544	26	0.634146341463415	
5	9	50	41	50	1.1548	26	0.634146341463415	
5	9	50	41	60	1.1628	25	0.609756097560976	
5	9	50	41	70	1.135	25	0.609756097560976	
5	9	50	41	80	1.1388	25	0.609756097560976	
5	9	50	41	90	1.3592	25	0.609756097560976	
5	9	50	41	100	1.2344	24	0.585365853658537	
5	10	60	50	0	1.716	50	1	
5	10	60	50	10	1.6372	40	0.8	
5	10	60	50	20	1.6702	37	0.74	
5	10	60	50	30	1.5288	37	0.74	
5	10	60	50	40	1.5114	37	0.74	
5	10	60	50	50	1.4976	36	0.72	
5	10	60	50	60	1.5756	36	0.72	
5	10	60	50	70	1.5904	36	0.72	
5	10	60	50	80	1.56	36	0.72	
5	10	60	50	90	1.482	36	0.72	
5	10	60	50	100	1.4208	34	0.68	
5	16	70	54	0	1.8252	54	1	
5	16	70	54	10	1.761	45	0.833333333333333	
5	16	70	54	20	1.7326	41	0.759259259259259	
5	16	70	54	30	1.7343	40	0.740740740740741	
5	16	70	54	40	1.723	40	0.740740740740741	
5	16	70	54	50	1.6848	40	0.740740740740741	
5	16	70	54	60	1.6844	40	0.740740740740741	
5	16	70	54	70	1.6692	40	0.740740740740741	
5	16	70	54	80	1.6692	40	0.740740740740741	
5	16	70	54	90	1.6538	40	0.740740740740741	
5	16	70	54	100	1.638	39	0.722222222222222	
5	16	80	64	0	2.4893	64	1	
5	16	80	64	10	2.1216	53	0.828125	
5	16	80	64	20	1.9941	49	0.765625	
5	16	80	64	30	1.95	48	0.75	
5	16	80	64	40	1.8694	46	0.71875	
5	16	80	64	50	1.9408	46	0.71875	
5	16	80	64	60	1.9032	46	0.71875	
5	16	80	64	70	1.9492	46	0.71875	
5	16	80	64	80	1.9188	46	0.71875	
5	16	80	64	90	1.8888	46	0.71875	
5	16	80	64	100	1.8876	45	0.703125	
5	10	90	80	0	2.9497	80	1	
5	10	90	80	10	2.8365	67	0.8375	
5	10	90	80	20	2.574	62	0.775	
5	10	90	80	30	2.6377	60	0.75	
5	10	90	80	40	2.5584	59	0.7375	
5	10	90	80	50	2.3091	53	0.6625	
5	10	90	80	60	2.3244	53	0.6625	
5	10	90	80	70	2.2673	50	0.625	
5	10	90	80	80	2.2972	50	0.625	
5	10	90	80	90	2.2241	50	0.625	
5	10	90	80	100	2.1996	50	0.625	
5	10	100	90	0	3.1834	90	1	
5	10	100	90	10	3.1821	71	0.788888888888889	
5	10	100	90	20	2.5441	61	0.677777777777778	
5	10	100	90	30	2.4336	58	0.644444444444444	
5	10	100	90	40	2.3569	57	0.633333333333333	
5	10	100	90	50	2.4492	57	0.633333333333333	
5	10	100	90	60	2.3237	55	0.611111111111111	
5	10	100	90	70	2.3244	55	0.611111111111111	
5	10	100	90	80	2.3227	53	0.588888888888889	
5	10	100	90	90	2.3556	53	0.588888888888889	
5	10	100	90	100	2.2965	52	0.577777777777778	
6	6	10	4	0	0.235	4	1	
6	6	10	4	10	0.3276	3	0.75	
6	6	10	4	20	0.3276	3	0.75	
6	6	10	4	30	0.3276	3	0.75	
6	6	10	4	40	0.3588	3	0.75	
6	6	10	4	50	0.3276	3	0.75	
6	6	10	4	60	0.3184	3	0.75	
6	6	10	4	70	0.3276	3	0.75	
6	6	10	4	80	0.3276	3	0.75	
6	6	10	4	90	0.3276	3	0.75	
6	6	10	4	100	0.3276	3	0.75	
6	10	20	10	0	0.4918	10	1	
6	10	20	10	10	0.547	9	0.9	
6	10	20	10	20	0.468	7	0.7	
6	10	20	10	30	0.4524	7	0.7	
6	10	20	10	40	0.4524	7	0.7	
6	10	20	10	50	0.4524	7	0.7	
6	10	20	10	60	0.468	7	0.7	
6	10	20	10	70	0.4836	7	0.7	
6	10	20	10	80	0.4652	7	0.7	
6	10	20	10	90	0.468	7	0.7	
6	10	20	10	100	0.468	7	0.7	
6	9	30	21	0	0.7488	21	1	
6	9	30	21	10	0.858	19	0.904761904761905	
6	9	30	21	20	0.858	18	0.857142857142857	
6	9	30	21	30	0.8114	17	0.80952380952381	
6	9	30	21	40	0.7644	16	0.761904761904762	
6	9	30	21	50	0.7332	15	0.714285714285714	
6	9	30	21	60	0.7332	15	0.714285714285714	
6	9	30	21	70	0.7488	15	0.714285714285714	
