seed	BD	V	N	t_sec	n_invisible	p_invisible	
7	6	10	50	0.3432	0	0	
7	6	10	60	0.3432	0	0	
7	6	10	70	0.3588	1	0.1	
7	6	10	80	0.3588	0	0	
7	6	10	90	0.391	0	0	
7	6	10	100	0.4524	0	0	
7	6	20	0	0.702	20	1	
7	6	20	10	0.7498	11	0.55	
7	6	20	20	0.6874	7	0.35	
7	6	20	30	0.6922	8	0.4	
7	6	20	40	0.6572	5	0.25	
7	6	20	50	0.666	3	0.15	
7	6	20	60	0.7332	5	0.25	
7	6	20	70	0.624	3	0.15	
7	6	20	80	0.624	2	0.1	
7	6	20	90	0.6552	3	0.15	
7	6	20	100	0.7502	2	0.1	
7	6	30	0	1.2394	30	1	
7	6	30	10	1.014	14	0.466666666666667	
7	6	30	20	0.8112	6	0.2	
7	6	30	30	0.858	9	0.3	
7	6	30	40	0.8424	8	0.266666666666667	
7	6	30	50	0.8396	6	0.2	
7	6	30	60	0.8892	8	0.266666666666667	
7	6	30	70	0.9048	5	0.166666666666667	
7	6	30	80	0.9048	5	0.166666666666667	
7	6	30	90	0.8112	4	0.133333333333333	
7	6	30	100	0.8424	4	0.133333333333333	
7	6	40	0	1.5165	40	1	
7	6	40	10	1.2812	20	0.5	
7	6	40	20	1.171	17	0.425	
7	6	40	30	1.1408	18	0.45	
7	6	40	40	1.1497	11	0.275	
7	6	40	50	1.1856	14	0.35	
7	6	40	60	1.2012	9	0.225	
7	6	40	70	1.17	5	0.125	
7	6	40	80	1.0964	8	0.2	
7	6	40	90	1.1336	10	0.25	
7	6	40	100	1.1232	10	0.25	
7	6	50	0	2.0239	50	1	
7	6	50	10	1.9003	35	0.7	
7	6	50	20	1.8048	25	0.5	
7	6	50	30	1.5182	20	0.4	
7	6	50	40	1.4678	17	0.34	
7	6	50	50	1.4105	14	0.28	
7	6	50	60	1.4976	16	0.32	
7	6	50	70	1.5756	12	0.24	
7	6	50	80	1.4179	11	0.22	
7	6	50	90	1.4216	11	0.22	
7	6	50	100	1.3572	10	0.2	
7	6	60	0	2.0905	60	1	
7	6	60	10	1.9813	38	0.633333333333333	
7	6	60	20	2.5305	45	0.75	
7	6	60	30	1.8273	25	0.416666666666667	
7	6	60	40	1.8501	29	0.483333333333333	
7	6	60	50	1.8585	23	0.383333333333333	
7	6	60	60	1.8585	21	0.35	
7	6	60	70	1.8829	20	0.333333333333333	
7	6	60	80	1.8117	19	0.316666666666667	
7	6	60	90	1.7933	19	0.316666666666667	
7	6	60	100	1.8061	15	0.25	
7	6	70	0	2.7009	70	1	
7	6	70	10	2.4963	50	0.714285714285714	
7	6	70	20	2.1373	28	0.4	
7	6	70	30	2.0761	31	0.442857142857143	
7	6	70	40	1.9823	26	0.371428571428571	
7	6	70	50	2.0613	30	0.428571428571429	
7	6	70	60	2.4173	21	0.3	
7	6	70	70	1.9813	25	0.357142857142857	
7	6	70	80	2.0615	23	0.328571428571429	
7	6	70	90	2.1227	23	0.328571428571429	
7	6	70	100	2.1471	17	0.242857142857143	
7	6	80	0	3.0587	80	1	
7	6	80	10	2.7419	57	0.7125	
7	6	80	20	2.4211	44	0.55	
7	6	80	30	2.6347	37	0.4625	
7	6	80	40	2.6093	40	0.5	
7	6	80	50	2.3947	35	0.4375	
7	6	80	60	2.3577	31	0.3875	
7	6	80	70	2.2137	24	0.3	
7	6	80	80	2.4503	31	0.3875	
7	6	80	90	2.1365	22	0.275	
7	6	80	100	2.3869	28	0.35	
7	6	90	0	3.3073	90	1	
7	6	90	10	3.135	58	0.644444444444444	
7	6	90	20	2.6873	43	0.477777777777778	
7	6	90	30	3.127	48	0.533333333333333	
7	6	90	40	2.8239	39	0.433333333333333	
7	6	90	50	2.4835	29	0.322222222222222	
7	6	90	60	2.6347	30	0.333333333333333	
7	6	90	70	2.5273	27	0.3	
7	6	90	80	2.4193	22	0.244444444444444	
7	6	90	90	2.2943	18	0.2	
7	6	90	100	2.4601	22	0.244444444444444	
7	6	100	0	3.7929	100	1	
7	6	100	10	3.5043	68	0.68	
7	6	100	20	3.1651	53	0.53	
7	6	100	30	3.1241	59	0.59	
7	6	100	40	2.9447	42	0.42	
7	6	100	50	3.1807	49	0.49	
7	6	100	60	3.0909	44	0.44	
7	6	100	70	3.4884	43	0.43	
7	6	100	80	3.0037	42	0.42	
7	6	100	90	2.9121	33	0.33	
7	6	100	100	2.7781	30	0.3	
8	6	10	0	0.4076	10	1	
8	6	10	10	0.468	3	0.3	
8	6	10	20	0.4056	1	0.1	
8	6	10	30	0.3432	1	0.1	
8	6	10	40	0.312	0	0	
8	6	10	50	0.39	0	0	
8	6	10	60	0.3276	0	0	
8	6	10	70	0.358	0	0	
8	6	10	80	0.3432	0	0	
8	6	10	90	0.3276	0	0	
8	6	10	100	0.3744	0	0	
8	6	20	0	0.7752	20	1	
8	6	20	10	0.7956	13	0.65	
8	6	20	20	0.6708	10	0.5	
8	6	20	30	0.6552	6	0.3	
8	6	20	40	0.5928	7	0.35	
8	6	20	50	0.5772	6	0.3	
8	6	20	60	0.6084	5	0.25	
8	6	20	70	0.6076	4	0.2	
8	6	20	80	0.6658	6	0.3	
8	6	20	90	0.5928	4	0.2	
8	6	20	100	0.624	6	0.3	
8	6	30	0	1.014	30	1	
8	6	30	10	0.9831	19	0.633333333333333	
8	6	30	20	0.9048	12	0.4	
8	6	30	30	0.936	12	0.4	
8	6	30	40	1.0452	13	0.433333333333333	
8	6	30	50	0.9048	10	0.333333333333333	
8	6	30	60	0.9488	11	0.366666666666667	
8	6	30	70	0.8746	9	0.3	
8	6	30	80	0.8892	8	0.266666666666667	
8	6	30	90	0.9048	9	0.3	
8	6	30	100	0.858	5	0.166666666666667	
8	6	40	0	1.4431	40	1	
8	6	40	10	1.327	25	0.625	
8	6	40	20	1.249	16	0.4	
8	6	40	30	1.2042	9	0.225	
8	6	40	40	1.0093	8	0.2	
8	6	40	50	1.1554	13	0.325	
8	6	40	60	1.1096	9	0.225	
8	6	40	70	1.1554	7	0.175	
8	6	40	80	1.1682	7	0.175	
8	6	40	90	1.3855	11	0.275	
8	6	40	100	1.171	8	0.2	
8	6	50	0	1.8479	50	1	
8	6	50	10	1.6779	32	0.64	
8	6	50	20	1.5779	24	0.48	
8	6	50	30	1.5913	21	0.42	
8	6	50	40	1.4976	20	0.4	
8	6	50	50	1.3263	12	0.24	
8	6	50	60	1.326	11	0.22	
8	6	50	70	1.3582	11	0.22	
8	6	50	80	1.2956	11	0.22	
8	6	50	90	1.3517	7	0.14	
8	6	50	100	1.5298	11	0.22	
8	6	60	0	2.4649	60	1	
8	6	60	10	1.8805	33	0.55	
8	6	60	20	1.9997	30	0.5	
8	6	60	30	2.2933	23	0.383333333333333	
8	6	60	40	1.9815	19	0.316666666666667	
8	6	60	50	1.8721	16	0.266666666666667	
8	6	60	60	1.9815	17	0.283333333333333	
8	6	60	70	1.8721	12	0.2	
8	6	60	80	1.7327	15	0.25	
8	6	60	90	1.8391	12	0.2	
8	6	60	100	1.4976	7	0.116666666666667	
8	6	70	0	2.6279	70	1	
8	6	70	10	2.4037	46	0.657142857142857	
8	6	70	20	2.1257	36	0.514285714285714	
8	6	70	30	2.1647	33	0.471428571428571	
8	6	70	40	2.0925	29	0.414285714285714	
8	6	70	50	2.0077	27	0.385714285714286	
8	6	70	60	2.2183	29	0.414285714285714	
8	6	70	70	2.1997	27	0.385714285714286	
8	6	70	80	1.9941	22	0.314285714285714	
8	6	70	90	1.9501	19	0.271428571428571	
8	6	70	100	1.9805	17	0.242857142857143	
8	6	80	0	3.2487	80	1	
8	6	80	10	3.2185	51	0.6375	
8	6	80	20	2.8107	50	0.625	
8	6	80	30	3.1339	40	0.5	
8	6	80	40	2.9183	26	0.325	
8	6	80	50	2.5099	33	0.4125	
8	6	80	60	2.0446	21	0.2625	
8	6	80	70	2.1673	20	0.25	
8	6	80	80	2.1704	19	0.2375	
8	6	80	90	2.1833	21	0.2625	
8	6	80	100	2.4005	22	0.275	
8	6	90	0	3.2791	90	1	
8	6	90	10	3.0323	64	0.711111111111111	
8	6	90	20	2.4921	38	0.422222222222222	
8	6	90	30	2.7157	41	0.455555555555556	
8	6	90	40	2.6709	41	0.455555555555556	
8	6	90	50	2.8891	38	0.422222222222222	
8	6	90	60	2.5723	31	0.344444444444444	
8	6	90	70	2.421	25	0.277777777777778	
8	6	90	80	2.4289	26	0.288888888888889	
8	6	90	90	2.3722	24	0.266666666666667	
8	6	90	100	2.3841	21	0.233333333333333	
8	6	100	0	3.7795	100	1	
8	6	100	10	3.4157	73	0.73	
8	6	100	20	3.3541	67	0.67	
8	6	100	30	3.1193	56	0.56	
8	6	100	40	3.0443	49	0.49	
8	6	100	50	2.9943	49	0.49	
8	6	100	60	2.9769	43	0.43	
8	6	100	70	2.8871	40	0.4	
8	6	100	80	2.8395	37	0.37	
8	6	100	90	2.6833	32	0.32	
8	6	100	100	3.0413	28	0.28	
9	6	10	0	0.4992	10	1	
9	6	10	10	0.37	2	0.2	
9	6	10	20	0.395	1	0.1	
9	6	10	30	0.4124	2	0.2	
9	6	10	40	0.39	2	0.2	
9	6	10	50	0.39	2	0.2	
9	6	10	60	0.3452	0	0	
9	6	10	70	0.312	0	0	
9	6	10	80	0.3744	0	0	
9	6	10	90	0.3608	0	0	
9	6	10	100	0.312	0	0	
9	6	20	0	0.7966	20	1	
9	6	20	10	0.6552	8	0.4	
9	6	20	20	0.5772	2	0.1	
9	6	20	30	0.5928	3	0.15	
9	6	20	40	0.5772	2	0.1	
9	6	20	50	0.5616	1	0.05	
9	6	20	60	0.5724	2	0.1	
9	6	20	70	0.5616	1	0.05	
9	6	20	80	0.5616	1	0.05	
9	6	20	90	0.5616	1	0.05	
9	6	20	100	0.5304	0	0	
9	6	30	0	1.1672	30	1	
9	6	30	10	0.8268	9	0.3	
9	6	30	20	0.9204	11	0.366666666666667	
9	6	30	30	0.8424	6	0.2	
9	6	30	40	0.8112	6	0.2	
9	6	30	50	0.8424	6	0.2	
9	6	30	60	0.8728	8	0.266666666666667	
9	6	30	70	0.7332	1	0.0333333333333333	
9	6	30	80	0.8424	4	0.133333333333333	
9	6	30	90	0.9672	2	0.0666666666666667	
9	6	30	100	0.7176	0	0	
9	6	40	0	1.3564	40	1	
9	6	40	10	1.3884	24	0.6	
9	6	40	20	1.2324	19	0.475	
9	6	40	30	1.1544	15	0.375	
9	6	40	40	1.1546	14	0.35	
9	6	40	50	1.0452	6	0.15	
9	6	40	60	1.0764	5	0.125	
9	6	40	70	1.1544	8	0.2	
9	6	40	80	1.0214	5	0.125	
9	6	40	90	1.0994	7	0.175	
9	6	40	100	0.9984	4	0.1	
9	6	50	0	1.7978	50	1	
9	6	50	10	1.7604	34	0.68	
9	6	50	20	2.2492	23	0.46	
9	6	50	30	1.9487	21	0.42	
9	6	50	40	1.536	17	0.34	
9	6	50	50	1.6473	12	0.24	
9	6	50	60	1.6467	13	0.26	
9	6	50	70	1.4871	9	0.18	
9	6	50	80	1.8082	20	0.4	
9	6	50	90	1.6285	15	0.3	
9	6	50	100	1.5566	17	0.34	
9	6	60	0	1.9167	44	0.733333333333333	
9	6	60	10	1.8867	30	0.5	
9	6	60	20	1.8193	24	0.4	
9	6	60	30	2.336	21	0.35	
9	6	60	40	2.5073	22	0.366666666666667	
9	6	60	50	1.8632	20	0.333333333333333	
9	6	60	60	1.9942	23	0.383333333333333	
9	6	60	70	1.7232	15	0.25	
9	6	60	80	1.8398	19	0.316666666666667	
9	6	60	90	1.6434	14	0.233333333333333	
9	6	60	100	1.6061	13	0.216666666666667	
9	6	70	0	2.6553	70	1	
9	6	70	10	2.4144	47	0.671428571428571	
9	6	70	20	2.1375	32	0.457142857142857	
9	6	70	30	2.1416	29	0.414285714285714	
9	6	70	40	2.3525	27	0.385714285714286	
9	6	70	50	2.5523	24	0.342857142857143	
9	6	70	60	2.0282	21	0.3	
9	6	70	70	2.0171	22	0.314285714285714	
9	6	70	80	2.1923	20	0.285714285714286	
9	6	70	90	2.3567	16	0.228571428571429	
9	6	70	100	1.9822	18	0.257142857142857	
9	6	80	0	2.9117	80	1	
9	6	80	10	3.0363	62	0.775	
9	6	80	20	3.0313	47	0.5875	
9	6	80	30	2.8483	44	0.55	
9	6	80	40	2.6659	47	0.5875	
9	6	80	50	2.341	30	0.375	
9	6	80	60	2.1948	29	0.3625	
9	6	80	70	2.2827	31	0.3875	
9	6	80	80	2.2036	21	0.2625	
9	6	80	90	2.2453	19	0.2375	
9	6	80	100	2.3913	23	0.2875	
9	6	90	0	3.6882	90	1	
9	6	90	10	3.5725	59	0.655555555555556	
9	6	90	20	2.7137	42	0.466666666666667	
9	6	90	30	2.8175	48	0.533333333333333	
9	6	90	40	3.0619	38	0.422222222222222	
9	6	90	50	2.7495	37	0.411111111111111	
9	6	90	60	2.8368	29	0.322222222222222	
9	6	90	70	3.1978	35	0.388888888888889	
9	6	90	80	2.6733	31	0.344444444444444	
9	6	90	90	2.6941	25	0.277777777777778	
9	6	90	100	2.5205	23	0.255555555555556	
9	6	100	0	4.156	100	1	
9	6	100	10	3.5575	57	0.57	
9	6	100	20	3.2298	50	0.5	
9	6	100	30	3.4601	54	0.54	
9	6	100	40	2.9979	40	0.4	
9	6	100	50	3.1775	43	0.43	
9	6	100	60	2.9059	38	0.38	
9	6	100	70	3.2133	40	0.4	
9	6	100	80	3.1177	32	0.32	
9	6	100	90	2.7939	26	0.26	
9	6	100	100	2.9085	25	0.25	
10	6	10	0	0.4448	10	1	
10	6	10	10	0.3784	2	0.2	
10	6	10	20	0.453	3	0.3	
10	6	10	30	0.5872	2	0.2	
10	6	10	40	0.332	2	0.2	
10	6	10	50	0.4242	1	0.1	
10	6	10	60	0.392	2	0.2	
10	6	10	70	0.392	1	0.1	
10	6	10	80	0.3834	0	0	
10	6	10	90	0.393	1	0.1	
10	6	10	100	0.3706	0	0	
10	6	20	0	0.806	20	1	
10	6	20	10	1.0225	11	0.55	
10	6	20	20	0.803	7	0.35	
10	6	20	30	0.7197	3	0.15	
10	6	20	40	0.551	1	0.05	
10	6	20	50	0.6338	3	0.15	
10	6	20	60	0.5912	2	0.1	
10	6	20	70	0.8023	2	0.1	
10	6	20	80	0.8439	3	0.15	
10	6	20	90	0.5754	0	0	
10	6	20	100	0.6524	0	0	
10	6	30	0	1.2776	30	1	
10	6	30	10	1.1605	12	0.4	
10	6	30	20	1.4009	12	0.4	
10	6	30	30	1.0417	11	0.366666666666667	
10	6	30	40	0.8478	4	0.133333333333333	
10	6	30	50	0.9242	6	0.2	
10	6	30	60	0.8564	5	0.166666666666667	
10	6	30	70	0.7438	3	0.1	
10	6	30	80	0.859	3	0.1	
10	6	30	90	0.8064	3	0.1	
10	6	30	100	0.7718	2	0.0666666666666667	
10	6	40	0	1.4446	40	1	
10	6	40	10	1.3961	22	0.55	
10	6	40	20	1.0134	7	0.175	
10	6	40	30	1.1992	11	0.275	
10	6	40	40	1.1018	8	0.2	
10	6	40	50	1.0804	6	0.15	
10	6	40	60	1.2275	6	0.15	
10	6	40	70	1.1605	6	0.15	
10	6	40	80	1.4877	4	0.1	
10	6	40	90	1.4347	4	0.1	
10	6	40	100	1.357	5	0.125	
10	6	50	0	2.0091	50	1	
10	6	50	10	1.8448	30	0.6	
10	6	50	20	1.718	22	0.44	
10	6	50	30	1.6137	19	0.38	
10	6	50	40	1.5992	23	0.46	
10	6	50	50	1.4206	17	0.34	
10	6	50	60	1.3468	13	0.26	
10	6	50	70	1.406	14	0.28	
10	6	50	80	1.5776	14	0.28	
10	6	50	90	1.4418	7	0.14	
10	6	50	100	1.4862	13	0.26	
10	6	60	0	2.3454	60	1	
10	6	60	10	2.7339	42	0.7	
10	6	60	20	2.8359	34	0.566666666666667	
10	6	60	30	2.1783	24	0.4	
10	6	60	40	2.202	20	0.333333333333333	
10	6	60	50	2.3861	22	0.366666666666667	
10	6	60	60	2.5027	19	0.316666666666667	
10	6	60	70	2.2201	17	0.283333333333333	
10	6	60	80	1.6294	11	0.183333333333333	
10	6	60	90	1.7688	15	0.25	
10	6	60	100	1.9241	14	0.233333333333333	
10	6	70	0	2.6835	70	1	
10	6	70	10	2.2685	36	0.514285714285714	
10	6	70	20	2.5023	35	0.5	
10	6	70	30	2.2551	33	0.471428571428571	
10	6	70	40	2.1563	26	0.371428571428571	
10	6	70	50	1.8743	21	0.3	
10	6	70	60	2.2627	27	0.385714285714286	
10	6	70	70	1.9213	20	0.285714285714286	
10	6	70	80	2.133	19	0.271428571428571	
10	6	70	90	1.9393	15	0.214285714285714	
10	6	70	100	1.7329	12	0.171428571428571	
10	6	80	0	3.0689	80	1	
10	6	80	10	2.8549	57	0.7125	
10	6	80	20	2.9809	42	0.525	
10	6	80	30	2.5438	36	0.45	
10	6	80	40	2.5683	37	0.4625	
10	6	80	50	2.5817	34	0.425	
10	6	80	60	2.6633	38	0.475	
10	6	80	70	2.4667	33	0.4125	
10	6	80	80	2.6349	33	0.4125	
10	6	80	90	2.4767	29	0.3625	
10	6	80	100	2.1714	19	0.2375	
10	6	90	0	3.3249	90	1	
10	6	90	10	3.3275	70	0.777777777777778	
10	6	90	20	3.0265	57	0.633333333333333	
10	6	90	30	2.7287	42	0.466666666666667	
10	6	90	40	3.0115	41	0.455555555555556	
10	6	90	50	2.7809	35	0.388888888888889	
10	6	90	60	2.5245	27	0.3	
10	6	90	70	2.5897	30	0.333333333333333	
10	6	90	80	2.5919	30	0.333333333333333	
10	6	90	90	2.6209	28	0.311111111111111	
10	6	90	100	2.4611	21	0.233333333333333	
10	6	100	0	4.0835	100	1	
10	6	100	10	3.5425	70	0.7	
10	6	100	20	3.1855	52	0.52	
10	6	100	30	3.1409	53	0.53	
10	6	100	40	3.2107	50	0.5	
10	6	100	50	2.9807	41	0.41	
10	6	100	60	3.2371	52	0.52	
10	6	100	70	2.8549	33	0.33	
10	6	100	80	2.9673	39	0.39	
10	6	100	90	3.1173	36	0.36	
10	6	100	100	3.0013	35	0.35	
