seed	BD	V	I	N	t_sec	n_invisible	p_invisible	
13	15	130	115	90	3.1856	77	0.669565217391304	
13	15	130	115	100	3.244	77	0.669565217391304	
13	16	140	124	0	4.9747	124	1	
13	16	140	124	10	4.7729	105	0.846774193548387	
13	16	140	124	20	4.2757	96	0.774193548387097	
13	16	140	124	30	3.978	92	0.741935483870968	
13	16	140	124	40	3.8223	90	0.725806451612903	
13	16	140	124	50	3.7463	89	0.717741935483871	
13	16	140	124	60	3.7745	87	0.701612903225806	
13	16	140	124	70	3.6632	85	0.685483870967742	
13	16	140	124	80	3.432	84	0.67741935483871	
13	16	140	124	90	3.4322	82	0.661290322580645	
13	16	140	124	100	3.5434	81	0.653225806451613	
13	19	150	131	0	5.3555	131	1	
13	19	150	131	10	4.5339	109	0.83206106870229	
13	19	150	131	20	4.1227	101	0.770992366412214	
13	19	150	131	30	3.9445	97	0.740458015267176	
13	19	150	131	40	3.6351	89	0.679389312977099	
13	19	150	131	50	3.7022	88	0.67175572519084	
13	19	150	131	60	3.546	86	0.656488549618321	
13	19	150	131	70	3.8545	85	0.648854961832061	
13	19	150	131	80	3.7277	83	0.633587786259542	
13	19	150	131	90	3.3398	80	0.610687022900763	
13	19	150	131	100	3.4632	80	0.610687022900763	
13	17	160	143	0	5.6455	143	1	
13	17	160	143	10	5.1981	130	0.909090909090909	
13	17	160	143	20	4.8655	124	0.867132867132867	
13	17	160	143	30	4.7885	118	0.825174825174825	
13	17	160	143	40	4.3839	114	0.797202797202797	
13	17	160	143	50	4.3547	114	0.797202797202797	
13	17	160	143	60	4.4755	111	0.776223776223776	
13	17	160	143	70	4.3401	110	0.769230769230769	
13	17	160	143	80	4.2561	108	0.755244755244755	
13	17	160	143	90	4.1957	106	0.741258741258741	
13	17	160	143	100	4.0831	101	0.706293706293706	
13	16	170	154	0	6.7231	154	1	
13	16	170	154	10	6.6293	136	0.883116883116883	
13	16	170	154	20	5.8201	121	0.785714285714286	
13	16	170	154	30	6.3283	120	0.779220779220779	
13	16	170	154	40	5.7793	117	0.75974025974026	
13	16	170	154	50	5.5393	113	0.733766233766234	
13	16	170	154	60	5.3471	111	0.720779220779221	
13	16	170	154	70	4.9601	108	0.701298701298701	
13	16	170	154	80	5.6923	107	0.694805194805195	
13	16	170	154	90	5.1971	106	0.688311688311688	
13	16	170	154	100	4.9519	106	0.688311688311688	
13	16	180	164	0	6.4579	164	1	
13	16	180	164	10	5.8941	139	0.847560975609756	
13	16	180	164	20	5.4915	134	0.817073170731707	
13	16	180	164	30	5.4311	133	0.810975609756098	
13	16	180	164	40	5.4603	126	0.768292682926829	
13	16	180	164	50	4.9913	124	0.75609756097561	
13	16	180	164	60	5.2273	121	0.73780487804878	
13	16	180	164	70	5.0225	120	0.731707317073171	
13	16	180	164	80	5.1811	119	0.725609756097561	
13	16	180	164	90	4.9549	118	0.719512195121951	
13	16	180	164	100	5.1161	117	0.713414634146341	
13	17	190	173	0	6.742	173	1	
13	17	190	173	10	6.2235	150	0.867052023121387	
13	17	190	173	20	6.1331	140	0.809248554913295	
13	17	190	173	30	5.8561	135	0.780346820809249	
13	17	190	173	40	6.1737	131	0.757225433526012	
13	17	190	173	50	5.4773	130	0.751445086705202	
13	17	190	173	60	5.459	131	0.757225433526012	
13	17	190	173	70	5.6027	131	0.757225433526012	
13	17	190	173	80	5.4444	125	0.722543352601156	
13	17	190	173	90	5.1334	123	0.710982658959538	
13	17	190	173	100	5.2562	122	0.705202312138728	
13	15	200	185	0	7.1784	185	1	
13	15	200	185	10	6.6528	156	0.843243243243243	
13	15	200	185	20	6.2278	148	0.8	
13	15	200	185	30	6.0698	144	0.778378378378378	
13	15	200	185	40	5.8758	138	0.745945945945946	
13	15	200	185	50	5.9908	135	0.72972972972973	
13	15	200	185	60	5.9742	134	0.724324324324324	
13	15	200	185	70	6.1176	131	0.708108108108108	
13	15	200	185	80	5.6144	130	0.702702702702703	
13	15	200	185	90	5.6156	127	0.686486486486486	
13	15	200	185	100	5.631	127	0.686486486486486	
14	7	10	3	0	0.2028	3	1	
14	7	10	3	10	0.2496	2	0.666666666666667	
14	7	10	3	20	0.1872	2	0.666666666666667	
14	7	10	3	30	0.1872	2	0.666666666666667	
14	7	10	3	40	0.2964	2	0.666666666666667	
14	7	10	3	50	0.196	2	0.666666666666667	
14	7	10	3	60	0.2028	2	0.666666666666667	
14	7	10	3	70	0.156	2	0.666666666666667	
14	7	10	3	80	0.1716	2	0.666666666666667	
14	7	10	3	90	0.1404	2	0.666666666666667	
14	7	10	3	100	0.2652	2	0.666666666666667	
14	8	20	12	0	0.515	12	1	
14	8	20	12	10	0.4212	9	0.75	
14	8	20	12	20	0.4056	7	0.583333333333333	
14	8	20	12	30	0.4388	7	0.583333333333333	
14	8	20	12	40	0.3588	7	0.583333333333333	
14	8	20	12	50	0.3588	7	0.583333333333333	
14	8	20	12	60	0.3608	7	0.583333333333333	
14	8	20	12	70	0.3782	7	0.583333333333333	
14	8	20	12	80	0.468	7	0.583333333333333	
14	8	20	12	90	0.3588	7	0.583333333333333	
14	8	20	12	100	0.3744	7	0.583333333333333	
14	9	30	21	0	0.8278	21	1	
14	9	30	21	10	0.6718	18	0.857142857142857	
14	9	30	21	20	0.7518	17	0.80952380952381	
14	9	30	21	30	0.6352	17	0.80952380952381	
14	9	30	21	40	0.6084	15	0.714285714285714	
14	9	30	21	50	0.5928	15	0.714285714285714	
14	9	30	21	60	0.6084	15	0.714285714285714	
14	9	30	21	70	0.6084	15	0.714285714285714	
14	9	30	21	80	0.6864	14	0.666666666666667	
14	9	30	21	90	0.5578	13	0.619047619047619	
14	9	30	21	100	0.5782	13	0.619047619047619	
14	11	40	29	0	1.1408	29	1	
14	11	40	29	10	1.1096	24	0.827586206896552	
14	11	40	29	20	1.0472	24	0.827586206896552	
14	11	40	29	30	0.987	24	0.827586206896552	
14	11	40	29	40	0.8902	23	0.793103448275862	
14	11	40	29	50	0.7956	20	0.689655172413793	
14	11	40	29	60	0.8268	20	0.689655172413793	
14	11	40	29	70	0.7304	19	0.655172413793103	
14	11	40	29	80	0.7488	19	0.655172413793103	
14	11	40	29	90	0.7488	19	0.655172413793103	
14	11	40	29	100	0.7332	19	0.655172413793103	
14	11	50	39	0	1.5288	39	1	
14	11	50	39	10	1.2911	34	0.871794871794872	
14	11	50	39	20	1.3104	33	0.846153846153846	
14	11	50	39	30	1.17	31	0.794871794871795	
14	11	50	39	40	1.1056	31	0.794871794871795	
14	11	50	39	50	1.1388	30	0.769230769230769	
14	11	50	39	60	1.092	29	0.743589743589744	
14	11	50	39	70	1.092	28	0.717948717948718	
14	11	50	39	80	1.0776	28	0.717948717948718	
14	11	50	39	90	1.092	28	0.717948717948718	
14	11	50	39	100	1.0608	28	0.717948717948718	
14	12	60	48	0	1.64	48	1	
14	12	60	48	10	1.7183	38	0.791666666666667	
14	12	60	48	20	1.482	36	0.75	
14	12	60	48	30	1.417	35	0.729166666666667	
14	12	60	48	40	1.5508	35	0.729166666666667	
14	12	60	48	50	1.3416	32	0.666666666666667	
14	12	60	48	60	1.3164	32	0.666666666666667	
14	12	60	48	70	1.356	31	0.645833333333333	
14	12	60	48	80	1.2958	31	0.645833333333333	
14	12	60	48	90	1.3104	31	0.645833333333333	
14	12	60	48	100	1.2745	31	0.645833333333333	
14	14	70	56	0	2.0097	56	1	
14	14	70	56	10	1.8408	46	0.821428571428571	
14	14	70	56	20	1.6343	43	0.767857142857143	
14	14	70	56	30	1.5484	42	0.75	
14	14	70	56	40	1.7668	40	0.714285714285714	
14	14	70	56	50	1.4869	40	0.714285714285714	
14	14	70	56	60	1.4196	38	0.678571428571429	
14	14	70	56	70	1.482	36	0.642857142857143	
14	14	70	56	80	1.4134	36	0.642857142857143	
14	14	70	56	90	1.3884	36	0.642857142857143	
14	14	70	56	100	1.3728	36	0.642857142857143	
14	13	80	67	0	2.5272	67	1	
14	13	80	67	10	2.4475	58	0.865671641791045	
14	13	80	67	20	2.2338	53	0.791044776119403	
14	13	80	67	30	2.0419	48	0.716417910447761	
14	13	80	67	40	2.0748	47	0.701492537313433	
14	13	80	67	50	1.7516	42	0.626865671641791	
14	13	80	67	60	1.8564	42	0.626865671641791	
14	13	80	67	70	1.7316	42	0.626865671641791	
14	13	80	67	80	1.7308	42	0.626865671641791	
14	13	80	67	90	1.7316	42	0.626865671641791	
14	13	80	67	100	1.6952	42	0.626865671641791	
14	13	90	77	0	2.7038	77	1	
14	13	90	77	10	2.7721	65	0.844155844155844	
14	13	90	77	20	2.3148	60	0.779220779220779	
14	13	90	77	30	2.2855	57	0.74025974025974	
14	13	90	77	40	2.1256	55	0.714285714285714	
14	13	90	77	50	2.0897	53	0.688311688311688	
14	13	90	77	60	2.2182	53	0.688311688311688	
14	13	90	77	70	2.1315	50	0.649350649350649	
14	13	90	77	80	1.9968	50	0.649350649350649	
14	13	90	77	90	2.0243	50	0.649350649350649	
14	13	90	77	100	2.1216	50	0.649350649350649	
14	13	100	87	0	3.3201	87	1	
14	13	100	87	10	3.0403	73	0.839080459770115	
14	13	100	87	20	2.6998	68	0.781609195402299	
14	13	100	87	30	2.5577	64	0.735632183908046	
14	13	100	87	40	2.6062	62	0.71264367816092	
14	13	100	87	50	2.2809	60	0.689655172413793	
14	13	100	87	60	2.2464	58	0.666666666666667	
14	13	100	87	70	2.3051	58	0.666666666666667	
14	13	100	87	80	2.2464	58	0.666666666666667	
14	13	100	87	90	2.2155	58	0.666666666666667	
14	13	100	87	100	2.262	58	0.666666666666667	
14	13	110	97	0	3.6088	97	1	
14	13	110	97	10	3.246	79	0.814432989690722	
14	13	110	97	20	2.693	74	0.762886597938144	
14	13	110	97	30	2.6988	73	0.752577319587629	
14	13	110	97	40	2.7156	73	0.752577319587629	
14	13	110	97	50	2.6228	70	0.721649484536082	
14	13	110	97	60	2.5158	69	0.711340206185567	
14	13	110	97	70	2.6062	69	0.711340206185567	
14	13	110	97	80	2.4248	68	0.701030927835051	
14	13	110	97	90	2.34	64	0.65979381443299	
14	13	110	97	100	2.5688	63	0.649484536082474	
14	13	120	107	0	4.1967	107	1	
14	13	120	107	10	3.4828	82	0.766355140186916	
14	13	120	107	20	3.0342	77	0.719626168224299	
14	13	120	107	30	2.9974	75	0.700934579439252	
14	13	120	107	40	3.1044	75	0.700934579439252	
14	13	120	107	50	3.1514	73	0.682242990654206	
14	13	120	107	60	2.9778	72	0.672897196261682	
14	13	120	107	70	2.8764	72	0.672897196261682	
14	13	120	107	80	2.8324	70	0.654205607476635	
14	13	120	107	90	2.7924	70	0.654205607476635	
14	13	120	107	100	2.8532	69	0.644859813084112	
14	14	130	116	0	4.4101	116	1	
14	14	130	116	10	4.2455	104	0.896551724137931	
14	14	130	116	20	3.6398	93	0.801724137931034	
14	14	130	116	30	3.5052	90	0.775862068965517	
14	14	130	116	40	3.323	88	0.758620689655172	
14	14	130	116	50	3.2	85	0.732758620689655	
14	14	130	116	60	3.0732	82	0.706896551724138	
14	14	130	116	70	3.1036	79	0.681034482758621	
14	14	130	116	80	2.965	77	0.663793103448276	
14	14	130	116	90	3.2344	76	0.655172413793103	
14	14	130	116	100	3.009	75	0.646551724137931	
14	16	140	124	0	4.528	124	1	
14	16	140	124	10	4.7319	110	0.887096774193548	
14	16	140	124	20	4.0045	103	0.830645161290323	
14	16	140	124	30	4.0065	98	0.790322580645161	
14	16	140	124	40	4.0573	97	0.782258064516129	
14	16	140	124	50	3.9305	97	0.782258064516129	
14	16	140	124	60	4.1383	95	0.766129032258065	
14	16	140	124	70	3.8074	92	0.741935483870968	
14	16	140	124	80	3.546	89	0.717741935483871	
14	16	140	124	90	3.5394	88	0.709677419354839	
14	16	140	124	100	3.5092	88	0.709677419354839	
14	12	150	138	0	5.1523	138	1	
14	12	150	138	10	4.9395	120	0.869565217391304	
14	12	150	138	20	4.2757	109	0.789855072463768	
14	12	150	138	30	4.0095	99	0.717391304347826	
14	12	150	138	40	4.0407	98	0.710144927536232	
14	12	150	138	50	3.8223	95	0.688405797101449	
14	12	150	138	60	3.901	89	0.644927536231884	
14	12	150	138	70	3.4386	84	0.608695652173913	
14	12	150	138	80	3.3668	82	0.594202898550725	
14	12	150	138	90	3.4956	82	0.594202898550725	
14	12	150	138	100	3.4788	82	0.594202898550725	
14	17	160	143	0	5.3555	143	1	
14	17	160	143	10	4.7142	119	0.832167832167832	
14	17	160	143	20	4.3222	111	0.776223776223776	
14	17	160	143	30	4.3879	104	0.727272727272727	
14	17	160	143	40	4.0357	101	0.706293706293706	
14	17	160	143	50	3.9139	101	0.706293706293706	
14	17	160	143	60	4.0175	101	0.706293706293706	
14	17	160	143	70	3.8953	97	0.678321678321678	
14	17	160	143	80	3.8426	97	0.678321678321678	
14	17	160	143	90	4.0238	96	0.671328671328671	
14	17	160	143	100	3.9355	93	0.65034965034965	
14	14	170	156	0	5.8961	156	1	
14	14	170	156	10	5.5529	141	0.903846153846154	
14	14	170	156	20	5.3677	134	0.858974358974359	
14	14	170	156	30	5.2711	132	0.846153846153846	
14	14	170	156	40	5.3385	126	0.807692307692308	
14	14	170	156	50	5.0829	124	0.794871794871795	
14	14	170	156	60	5.2087	124	0.794871794871795	
14	14	170	156	70	4.9707	121	0.775641025641026	
14	14	170	156	80	4.9833	119	0.762820512820513	
14	14	170	156	90	4.6627	116	0.743589743589744	
14	14	170	156	100	4.4629	112	0.717948717948718	
14	16	180	164	0	6.3797	164	1	
14	16	180	164	10	6.1789	150	0.914634146341463	
14	16	180	164	20	5.8037	140	0.853658536585366	
14	16	180	164	30	5.5831	133	0.810975609756098	
14	16	180	164	40	5.6641	131	0.798780487804878	
14	16	180	164	50	5.4427	130	0.792682926829268	
14	16	180	164	60	5.4321	129	0.786585365853659	
14	16	180	164	70	5.3531	126	0.768292682926829	
14	16	180	164	80	5.3169	126	0.768292682926829	
14	16	180	164	90	5.4117	124	0.75609756097561	
14	16	180	164	100	5.4915	123	0.75	
14	17	190	173	0	6.6871	173	1	
14	17	190	173	10	5.9725	150	0.867052023121387	
14	17	190	173	20	5.3525	140	0.809248554913295	
14	17	190	173	30	5.5529	136	0.786127167630058	
14	17	190	173	40	5.5227	133	0.76878612716763	
14	17	190	173	50	5.3959	128	0.739884393063584	
14	17	190	173	60	5.1175	126	0.728323699421965	
14	17	190	173	70	5.2575	126	0.728323699421965	
14	17	190	173	80	4.8227	122	0.705202312138728	
14	17	190	173	90	4.8977	121	0.699421965317919	
14	17	190	173	100	4.7573	118	0.682080924855491	
14	17	200	183	0	7.0801	183	1	
14	17	200	183	10	6.6313	159	0.868852459016393	
14	17	200	183	20	5.9429	144	0.786885245901639	
14	17	200	183	30	5.8717	140	0.765027322404372	
14	17	200	183	40	5.7587	135	0.737704918032787	
14	17	200	183	50	5.3325	131	0.715846994535519	
14	17	200	183	60	5.1951	129	0.704918032786885	
14	17	200	183	70	5.3999	129	0.704918032786885	
14	17	200	183	80	5.2731	128	0.699453551912568	
14	17	200	183	90	5.5665	128	0.699453551912568	
14	17	200	183	100	5.3963	127	0.693989071038251	
15	6	10	4	0	0.313	4	1	
15	6	10	4	10	0.2652	3	0.75	
15	6	10	4	20	0.2496	3	0.75	
15	6	10	4	30	0.2184	3	0.75	
15	6	10	4	40	0.2496	3	0.75	
15	6	10	4	50	0.3432	3	0.75	
15	6	10	4	60	0.2184	3	0.75	
15	6	10	4	70	0.2558	3	0.75	
15	6	10	4	80	0.234	3	0.75	
15	6	10	4	90	0.2184	3	0.75	
15	6	10	4	100	0.234	3	0.75	
15	8	20	12	0	0.4222	12	1	
15	8	20	12	10	0.4986	10	0.833333333333333	
15	8	20	12	20	0.4836	10	0.833333333333333	
15	8	20	12	30	0.39	8	0.666666666666667	
15	8	20	12	40	0.4212	8	0.666666666666667	
15	8	20	12	50	0.39	8	0.666666666666667	
15	8	20	12	60	0.3588	7	0.583333333333333	
15	8	20	12	70	0.3744	7	0.583333333333333	
15	8	20	12	80	0.3596	7	0.583333333333333	
15	8	20	12	90	0.3588	7	0.583333333333333	
15	8	20	12	100	0.3754	7	0.583333333333333	
15	12	30	18	0	0.7332	18	1	
15	12	30	18	10	0.625	14	0.777777777777778	
15	12	30	18	20	0.7244	14	0.777777777777778	
15	12	30	18	30	0.7644	14	0.777777777777778	
15	12	30	18	40	0.624	14	0.777777777777778	
15	12	30	18	50	0.6396	14	0.777777777777778	
15	12	30	18	60	0.5928	14	0.777777777777778	
15	12	30	18	70	0.5424	13	0.722222222222222	
15	12	30	18	80	0.546	13	0.722222222222222	
15	12	30	18	90	0.546	13	0.722222222222222	
15	12	30	18	100	0.5616	13	0.722222222222222	
15	10	40	30	0	1.0628	30	1	
15	10	40	30	10	0.9048	22	0.733333333333333	
15	10	40	30	20	1.0398	22	0.733333333333333	
15	10	40	30	30	0.8902	21	0.7	
15	10	40	30	40	1.0306	21	0.7	
15	10	40	30	50	0.8424	20	0.666666666666667	
15	10	40	30	60	0.8572	20	0.666666666666667	
15	10	40	30	70	0.8424	20	0.666666666666667	
15	10	40	30	80	0.9828	20	0.666666666666667	
15	10	40	30	90	0.8112	19	0.633333333333333	
15	10	40	30	100	0.8062	19	0.633333333333333	
15	11	50	39	0	1.3728	39	1	
15	11	50	39	10	1.2792	31	0.794871794871795	
15	11	50	39	20	1.3524	30	0.769230769230769	
15	11	50	39	30	1.1866	29	0.743589743589744	
15	11	50	39	40	1.093	27	0.692307692307692	
15	11	50	39	50	1.0726	26	0.666666666666667	
15	11	50	39	60	1.0452	26	0.666666666666667	
15	11	50	39	70	1.0296	25	0.641025641025641	
15	11	50	39	80	1.0608	24	0.615384615384615	
15	11	50	39	90	0.9976	23	0.58974358974359	
15	11	50	39	100	0.9682	22	0.564102564102564	
15	11	60	49	0	2.0768	49	1	
15	11	60	49	10	1.7444	35	0.714285714285714	
15	11	60	49	20	1.4362	33	0.673469387755102	
15	11	60	49	30	1.3426	31	0.63265306122449	
15	11	60	49	40	1.4164	30	0.612244897959184	
15	11	60	49	50	1.2802	30	0.612244897959184	
15	11	60	49	60	1.2636	30	0.612244897959184	
15	11	60	49	70	1.2578	30	0.612244897959184	
15	11	60	49	80	1.2012	29	0.591836734693878	
15	11	60	49	90	1.2168	29	0.591836734693878	
15	11	60	49	100	1.217	29	0.591836734693878	
15	11	70	59	0	2.4132	59	1	
15	11	70	59	10	2.1026	50	0.847457627118644	
15	11	70	59	20	1.8752	45	0.76271186440678	
15	11	70	59	30	1.638	43	0.728813559322034	
15	11	70	59	40	1.6068	42	0.711864406779661	
15	11	70	59	50	1.6226	39	0.661016949152542	
15	11	70	59	60	1.482	38	0.644067796610169	
15	11	70	59	70	1.4138	37	0.627118644067797	
15	11	70	59	80	1.4976	36	0.610169491525424	
15	11	70	59	90	1.4352	36	0.610169491525424	
15	11	70	59	100	1.4686	36	0.610169491525424	
15	15	80	65	0	2.54	65	1	
15	15	80	65	10	1.95	53	0.815384615384615	
15	15	80	65	20	2.2496	49	0.753846153846154	
15	15	80	65	30	2.2182	47	0.723076923076923	
15	15	80	65	40	1.7424	44	0.676923076923077	
15	15	80	65	50	1.6546	43	0.661538461538462	
15	15	80	65	60	1.759	43	0.661538461538462	
15	15	80	65	70	1.718	43	0.661538461538462	
15	15	80	65	80	1.745	43	0.661538461538462	
15	15	80	65	90	1.6226	41	0.630769230769231	
15	15	80	65	100	1.6068	41	0.630769230769231	
15	17	90	73	0	2.695	73	1	
15	17	90	73	10	2.5584	59	0.808219178082192	
15	17	90	73	20	2.312	58	0.794520547945205	
15	17	90	73	30	2.4376	57	0.780821917808219	
15	17	90	73	40	2.2741	56	0.767123287671233	
15	17	90	73	50	2.106	55	0.753424657534247	
15	17	90	73	60	2.0096	53	0.726027397260274	
15	17	90	73	70	2.029	53	0.726027397260274	
15	17	90	73	80	2.149	53	0.726027397260274	
15	17	90	73	90	1.9842	52	0.712328767123288	
15	17	90	73	100	1.9812	52	0.712328767123288	
15	14	100	86	0	3.4574	86	1	
15	14	100	86	10	3.1668	74	0.86046511627907	
15	14	100	86	20	2.6874	66	0.767441860465116	
15	14	100	86	30	2.5896	66	0.767441860465116	
15	14	100	86	40	2.5722	61	0.709302325581395	
15	14	100	86	50	2.3712	60	0.697674418604651	
15	14	100	86	60	2.4858	58	0.674418604651163	
15	14	100	86	70	2.3258	57	0.662790697674419	
15	14	100	86	80	2.266	56	0.651162790697674	
15	14	100	86	90	2.29	56	0.651162790697674	
15	14	100	86	100	2.2494	56	0.651162790697674	
15	14	110	96	0	3.6154	96	1	
15	14	110	96	10	3.7589	80	0.833333333333333	
15	14	110	96	20	3.042	75	0.78125	
15	14	110	96	30	2.9954	74	0.770833333333333	
15	14	110	96	40	2.9243	68	0.708333333333333	
15	14	110	96	50	2.7768	66	0.6875	
15	14	110	96	60	2.7056	66	0.6875	
15	14	110	96	70	2.7144	64	0.666666666666667	
15	14	110	96	80	2.7156	62	0.645833333333333	
15	14	110	96	90	2.6688	59	0.614583333333333	
15	14	110	96	100	2.3712	59	0.614583333333333	
15	15	120	105	0	3.8688	105	1	
15	15	120	105	10	3.8701	90	0.857142857142857	
15	15	120	105	20	3.1945	78	0.742857142857143	
15	15	120	105	30	2.8958	71	0.676190476190476	
15	15	120	105	40	2.9251	69	0.657142857142857	
15	15	120	105	50	2.7534	67	0.638095238095238	
15	15	120	105	60	2.7964	66	0.628571428571429	
15	15	120	105	70	2.7272	66	0.628571428571429	
15	15	120	105	80	2.7302	65	0.619047619047619	
15	15	120	105	90	2.5584	64	0.60952380952381	
15	15	120	105	100	2.7146	62	0.59047619047619	
15	14	130	116	0	4.2269	116	1	
15	14	130	116	10	3.7619	96	0.827586206896552	
15	14	130	116	20	3.8077	97	0.836206896551724	
15	14	130	116	30	3.3818	86	0.741379310344828	
15	14	130	116	40	3.123	81	0.698275862068966	
15	14	130	116	50	3.2586	79	0.681034482758621	
15	14	130	116	60	3.166	79	0.681034482758621	
15	14	130	116	70	3.1044	79	0.681034482758621	
15	14	130	116	80	3.2314	79	0.681034482758621	
15	14	130	116	90	3.1212	77	0.663793103448276	
15	14	130	116	100	3.2926	76	0.655172413793103	
15	17	140	123	0	4.7561	123	1	
15	17	140	123	10	4.4307	105	0.853658536585366	
15	17	140	123	20	4.0417	104	0.845528455284553	
15	17	140	123	30	4.0543	101	0.821138211382114	
15	17	140	123	40	3.8037	95	0.772357723577236	
15	17	140	123	50	3.9166	94	0.764227642276423	
15	17	140	123	60	3.6708	90	0.731707317073171	
15	17	140	123	70	3.5394	90	0.731707317073171	
15	17	140	123	80	4.2903	87	0.707317073170732	
15	17	140	123	90	4.1675	88	0.715447154471545	
15	17	140	123	100	4.1483	86	0.699186991869919	
15	16	150	134	0	5.3199	134	1	
15	16	150	134	10	5.1619	117	0.873134328358209	
15	16	150	134	20	4.8021	113	0.843283582089552	
15	16	150	134	30	4.8041	112	0.835820895522388	
15	16	150	134	40	4.6999	109	0.813432835820896	
15	16	150	134	50	4.3497	106	0.791044776119403	
15	16	150	134	60	4.2893	105	0.783582089552239	
15	16	150	134	70	4.1811	98	0.73134328358209	
15	16	150	134	80	4.0251	95	0.708955223880597	
15	16	150	134	90	4.136	94	0.701492537313433	
15	16	150	134	100	3.9526	93	0.694029850746269	
15	15	160	145	0	5.0643	145	1	
15	15	160	145	10	5.0069	128	0.882758620689655	
15	15	160	145	20	4.4181	120	0.827586206896552	
15	15	160	145	30	4.7105	118	0.813793103448276	
15	15	160	145	40	4.2883	110	0.758620689655172	
15	15	160	145	50	4.1323	109	0.751724137931034	
15	15	160	145	60	4.094	107	0.737931034482759	
15	15	160	145	70	4.1672	105	0.724137931034483	
15	15	160	145	80	4.0865	103	0.710344827586207	
15	15	160	145	90	4.1041	102	0.703448275862069	
15	15	160	145	100	4.2445	98	0.675862068965517	
15	15	170	155	0	6.0667	155	1	
15	15	170	155	10	5.3511	126	0.812903225806452	
15	15	170	155	20	4.6461	118	0.761290322580645	
15	15	170	155	30	4.7769	109	0.703225806451613	
15	15	170	155	40	4.2229	99	0.638709677419355	
15	15	170	155	50	4.2933	99	0.638709677419355	
15	15	170	155	60	4.1937	99	0.638709677419355	
15	15	170	155	70	4.1805	98	0.632258064516129	
15	15	170	155	80	3.957	96	0.619354838709677	
15	15	170	155	90	4.139	97	0.625806451612903	
15	15	170	155	100	4.1811	96	0.619354838709677	
15	15	180	165	0	6.0531	165	1	
15	15	180	165	10	5.8473	147	0.890909090909091	
15	15	180	165	20	5.3531	136	0.824242424242424	
15	15	180	165	30	4.7563	126	0.763636363636364	
15	15	180	165	40	4.9329	124	0.751515151515151	
15	15	180	165	50	4.8665	123	0.745454545454545	
15	15	180	165	60	5.0309	123	0.745454545454545	
15	15	180	165	70	5.0391	116	0.703030303030303	
15	15	180	165	80	4.5174	116	0.703030303030303	
15	15	180	165	90	4.5788	115	0.696969696969697	
15	15	180	165	100	4.7144	115	0.696969696969697	
15	19	190	171	0	6.6983	171	1	
15	19	190	171	10	6.4446	152	0.888888888888889	
15	19	190	171	20	5.7922	140	0.818713450292398	
15	19	190	171	30	5.5031	130	0.760233918128655	
15	19	190	171	40	5.2273	124	0.725146198830409	
15	19	190	171	50	5.1201	124	0.725146198830409	
15	19	190	171	60	5.2167	123	0.719298245614035	
15	19	190	171	70	4.8966	118	0.690058479532164	
15	19	190	171	80	4.8226	115	0.672514619883041	
15	19	190	171	90	4.9318	115	0.672514619883041	
15	19	190	171	100	4.9161	115	0.672514619883041	
15	13	200	187	0	7.5686	187	1	
15	13	200	187	10	6.501	160	0.855614973262032	
15	13	200	187	20	6.228	150	0.802139037433155	
15	13	200	187	30	6.068	145	0.775401069518717	
15	13	200	187	40	6.2768	139	0.74331550802139	
15	13	200	187	50	6.0788	138	0.737967914438503	
15	13	200	187	60	6.0212	135	0.72192513368984	
15	13	200	187	70	5.9608	134	0.716577540106952	
15	13	200	187	80	5.8173	131	0.700534759358289	
15	13	200	187	90	6.0546	131	0.700534759358289	
15	13	200	187	100	5.6633	127	0.679144385026738	
16	6	10	4	0	0.2964	4	1	
16	6	10	4	10	0.2184	2	0.5	
16	6	10	4	20	0.1872	2	0.5	
16	6	10	4	30	0.1872	2	0.5	
16	6	10	4	40	0.168	2	0.5	
16	6	10	4	50	0.1872	2	0.5	
16	6	10	4	60	0.1872	2	0.5	
16	6	10	4	70	0.1872	2	0.5	
16	6	10	4	80	0.1872	2	0.5	
16	6	10	4	90	0.1872	2	0.5	
16	6	10	4	100	0.2028	2	0.5	
16	9	20	11	0	0.4388	11	1	
16	9	20	11	10	0.468	9	0.818181818181818	
16	9	20	11	20	0.3286	8	0.727272727272727	
16	9	20	11	30	0.4212	7	0.636363636363636	
16	9	20	11	40	0.3276	7	0.636363636363636	
16	9	20	11	50	0.3286	7	0.636363636363636	
16	9	20	11	60	0.3276	7	0.636363636363636	
16	9	20	11	70	0.3276	7	0.636363636363636	
16	9	20	11	80	0.3432	7	0.636363636363636	
16	9	20	11	90	0.3432	7	0.636363636363636	
16	9	20	11	100	0.314	7	0.636363636363636	
16	8	30	22	0	0.8288	22	1	
16	8	30	22	10	1.0141	18	0.818181818181818	
16	8	30	22	20	0.8815	18	0.818181818181818	
16	8	30	22	30	0.7488	17	0.772727272727273	
16	8	30	22	40	0.78	17	0.772727272727273	
16	8	30	22	50	0.702	17	0.772727272727273	
16	8	30	22	60	0.702	17	0.772727272727273	
16	8	30	22	70	0.7411	17	0.772727272727273	
16	8	30	22	80	0.7176	17	0.772727272727273	
16	8	30	22	90	0.8268	17	0.772727272727273	
16	8	30	22	100	0.702	17	0.772727272727273	
16	8	40	32	0	1.2023	32	1	
16	8	40	32	10	0.9829	23	0.71875	
16	8	40	32	20	1.1673	21	0.65625	
16	8	40	32	30	1.1545	21	0.65625	
