seed	k	n	survive_bf	edges_bf	survive_pad	edges_pad	
9	50	20	19	26	18	28	
9	50	30	21	33	20	34	
9	50	40	22	35	21	39	
9	50	50	22	37	21	43	
9	50	60	22	37	21	46	
9	50	70	22	37	21	46	
9	50	80	22	38	21	47	
9	50	90	23	39	22	47	
9	50	100	23	40	22	48	
9	60	0	12	12	12	12	
9	60	12	19	27	18	25	
9	60	24	20	32	19	31	
9	60	36	24	39	23	39	
9	60	48	25	45	24	44	
9	60	60	27	46	26	47	
9	60	72	27	46	26	48	
9	60	84	28	48	26	50	
9	60	96	28	49	26	50	
9	60	108	28	49	26	53	
9	60	120	28	49	26	53	
9	70	0	13	13	13	13	
9	70	14	23	28	22	28	
9	70	28	25	34	25	35	
9	70	42	26	36	25	39	
9	70	56	29	43	26	41	
9	70	70	30	45	27	44	
9	70	84	31	48	28	51	
9	70	98	31	48	28	51	
9	70	112	31	49	28	52	
9	70	126	34	55	31	61	
9	70	140	34	55	33	65	
9	80	0	12	12	12	12	
9	80	16	20	29	19	29	
9	80	32	25	38	22	39	
9	80	48	28	45	25	44	
9	80	64	28	46	25	46	
9	80	80	30	50	27	50	
9	80	96	31	52	27	53	
9	80	112	34	55	27	54	
9	80	128	35	56	28	54	
9	80	144	35	58	28	58	
9	80	160	36	62	29	64	
9	90	0	14	14	14	14	
9	90	18	31	47	31	46	
9	90	36	34	52	33	50	
9	90	54	37	58	35	57	
9	90	72	39	60	35	58	
9	90	90	40	62	36	64	
9	90	108	40	62	36	64	
9	90	126	39	63	37	68	
9	90	144	39	64	37	67	
9	90	162	39	64	37	68	
9	90	180	39	64	37	70	
9	100	0	13	13	13	13	
9	100	20	22	33	21	30	
9	100	40	26	43	25	40	
9	100	60	28	48	25	47	
9	100	80	29	50	26	49	
9	100	100	33	58	29	59	
9	100	120	34	61	29	63	
9	100	140	38	66	31	64	
9	100	160	40	72	33	69	
9	100	180	41	76	36	75	
9	100	200	41	76	37	77	
10	10	0	7	7	7	7	
10	10	2	7	9	7	10	
10	10	4	8	10	8	12	
10	10	6	8	10	8	12	
10	10	8	8	10	8	13	
10	10	10	8	10	8	13	
10	10	12	8	10	8	14	
10	10	14	8	10	8	14	
10	10	16	8	10	8	14	
10	10	18	8	10	8	16	
10	10	20	8	10	8	16	
10	20	0	11	11	11	11	
10	20	4	11	16	11	18	
10	20	8	12	19	12	23	
10	20	12	12	19	12	23	
10	20	16	12	20	12	25	
10	20	20	12	20	12	25	
10	20	24	12	20	12	28	
10	20	28	12	20	12	28	
10	20	32	12	20	12	30	
10	20	36	12	20	12	31	
10	20	40	12	20	12	31	
10	30	0	10	10	10	10	
10	30	6	11	16	11	16	
10	30	12	12	19	12	21	
10	30	18	13	22	13	24	
10	30	24	13	22	13	26	
10	30	30	15	25	15	32	
10	30	36	15	25	15	31	
10	30	42	15	25	15	34	
10	30	48	15	25	15	34	
10	30	54	15	25	15	34	
10	30	60	15	25	15	34	
10	40	0	10	10	10	10	
10	40	8	15	22	14	20	
10	40	16	20	31	19	31	
10	40	24	21	35	19	34	
10	40	32	23	38	19	38	
10	40	40	23	38	19	43	
10	40	48	23	38	21	42	
10	40	56	23	38	21	43	
10	40	64	23	39	21	47	
10	40	72	23	39	21	48	
10	40	80	23	39	21	52	
10	50	0	12	12	12	12	
10	50	10	23	32	20	29	
10	50	20	24	35	20	34	
10	50	30	25	37	21	37	
10	50	40	25	41	21	41	
10	50	50	26	44	22	44	
10	50	60	26	44	22	47	
10	50	70	27	47	23	54	
10	50	80	27	47	23	58	
10	50	90	27	48	23	57	
10	50	100	27	48	23	59	
10	60	0	8	8	8	8	
10	60	12	20	27	17	24	
10	60	24	23	33	19	31	
10	60	36	23	36	20	36	
10	60	48	23	37	20	38	
10	60	60	23	38	20	40	
10	60	72	23	39	21	43	
10	60	84	24	42	23	48	
10	60	96	24	43	23	51	
10	60	108	25	45	23	53	
10	60	120	25	45	23	55	
10	70	0	10	10	10	10	
10	70	14	22	33	19	28	
10	70	28	25	43	23	38	
10	70	42	28	48	25	44	
10	70	56	29	50	26	49	
10	70	70	32	54	27	52	
10	70	84	33	57	28	56	
10	70	98	33	57	28	57	
10	70	112	33	57	29	58	
10	70	126	34	58	30	60	
10	70	140	35	59	31	62	
10	80	0	15	15	15	15	
10	80	16	28	39	30	41	
10	80	32	33	50	34	50	
10	80	48	35	54	35	57	
10	80	64	35	55	35	61	
10	80	80	38	61	35	64	
10	80	96	39	63	37	68	
10	80	112	40	65	39	73	
10	80	128	42	68	41	76	
10	80	144	42	68	41	77	
10	80	160	42	68	41	78	
10	90	0	13	13	13	13	
10	90	18	24	34	24	36	
10	90	36	30	45	29	45	
10	90	54	31	50	30	52	
10	90	72	33	55	31	56	
10	90	90	34	57	32	58	
10	90	108	35	60	31	60	
10	90	126	40	67	35	65	
10	90	144	40	67	36	68	
10	90	162	41	70	37	70	
10	90	180	41	71	37	73	
10	100	0	16	16	16	16	
10	100	20	26	37	26	36	
10	100	40	33	47	33	46	
10	100	60	36	54	36	56	
10	100	80	39	62	38	65	
10	100	100	42	70	39	72	
10	100	120	44	74	43	80	
10	100	140	45	77	44	85	
10	100	160	46	79	44	86	
10	100	180	47	80	45	88	
10	100	200	47	82	45	91	
11	10	0	6	6	6	6	
11	10	2	6	9	6	12	
11	10	4	6	9	6	12	
11	10	6	6	9	6	12	
11	10	8	6	9	6	11	
11	10	10	6	9	6	13	
11	10	12	6	9	6	13	
11	10	14	6	10	6	14	
11	10	16	6	10	6	12	
11	10	18	6	10	6	12	
11	10	20	6	10	6	12	
11	20	0	7	7	7	7	
11	20	4	11	15	11	16	
11	20	8	11	16	11	19	
11	20	12	11	19	11	23	
11	20	16	11	19	11	22	
11	20	20	11	19	11	24	
11	20	24	11	19	11	26	
11	20	28	11	19	11	26	
11	20	32	11	19	11	26	
11	20	36	11	19	11	26	
11	20	40	11	19	11	25	
11	30	0	12	12	12	12	
11	30	6	15	19	15	18	
11	30	12	15	20	15	21	
11	30	18	15	20	15	23	
11	30	24	15	21	15	24	
11	30	30	16	23	15	25	
11	30	36	16	23	15	24	
11	30	42	16	24	15	26	
11	30	48	16	25	15	27	
11	30	54	16	25	15	27	
11	30	60	16	26	15	29	
11	40	0	10	10	10	10	
11	40	8	18	24	17	23	
11	40	16	19	28	19	28	
11	40	24	19	29	19	29	
11	40	32	19	30	19	31	
11	40	40	20	32	19	34	
11	40	48	20	33	19	37	
11	40	56	20	33	19	39	
11	40	64	20	33	19	40	
11	40	72	20	33	19	39	
11	40	80	20	33	19	39	
11	50	0	10	10	10	10	
11	50	10	23	32	19	28	
11	50	20	25	35	22	37	
11	50	30	26	38	23	40	
11	50	40	26	39	23	42	
11	50	50	26	40	23	46	
11	50	60	27	42	24	48	
11	50	70	27	42	24	49	
11	50	80	27	42	24	48	
11	50	90	27	43	24	50	
11	50	100	27	43	25	52	
11	60	0	11	11	11	11	
11	60	12	25	33	19	29	
11	60	24	26	37	23	37	
11	60	36	28	40	26	41	
11	60	48	29	43	27	44	
11	60	60	30	45	29	49	
11	60	72	30	46	29	51	
11	60	84	30	50	29	55	
11	60	96	30	50	29	58	
11	60	108	30	50	29	58	
11	60	120	31	53	30	60	
11	70	0	13	13	13	13	
11	70	14	26	37	21	30	
11	70	28	27	39	22	36	
11	70	42	29	43	23	40	
11	70	56	29	44	24	42	
11	70	70	29	44	24	47	
11	70	84	29	46	24	50	
11	70	98	29	46	24	51	
11	70	112	29	48	24	52	
11	70	126	30	51	26	57	
11	70	140	31	52	27	58	
11	80	0	12	12	12	12	
11	80	16	26	38	26	37	
11	80	32	30	48	29	47	
11	80	48	32	51	29	51	
11	80	64	34	54	30	55	
11	80	80	35	58	30	59	
11	80	96	37	63	31	64	
11	80	112	38	66	33	68	
11	80	128	38	66	33	68	
11	80	144	38	66	33	68	
11	80	160	38	67	34	70	
11	90	0	13	13	13	13	
11	90	18	27	38	26	36	
11	90	36	30	47	28	42	
11	90	54	31	49	28	45	
11	90	72	34	56	30	54	
11	90	90	36	60	32	60	
11	90	108	36	60	32	64	
11	90	126	39	64	33	63	
11	90	144	39	66	33	65	
11	90	162	38	65	34	70	
11	90	180	39	68	35	72	
11	100	0	14	14	14	14	
11	100	20	29	45	27	39	
11	100	40	36	56	32	49	
11	100	60	40	63	35	57	
11	100	80	42	67	36	60	
11	100	100	44	70	37	64	
11	100	120	45	75	40	70	
11	100	140	46	77	42	74	
11	100	160	46	77	42	77	
11	100	180	46	77	42	78	
11	100	200	46	77	42	78	
12	10	0	6	6	6	6	
12	10	2	8	10	7	11	
12	10	4	8	10	7	10	
12	10	6	8	10	7	11	
12	10	8	8	10	7	12	
12	10	10	8	10	7	12	
12	10	12	8	10	7	12	
12	10	14	8	10	7	12	
12	10	16	8	10	7	13	
12	10	18	8	10	7	13	
12	10	20	8	10	7	13	
12	20	0	12	12	12	12	
12	20	4	14	17	14	19	
12	20	8	14	19	14	22	
12	20	12	14	19	14	23	
12	20	16	14	19	14	24	
12	20	20	14	19	14	24	
12	20	24	14	19	14	24	
12	20	28	14	20	14	26	
12	20	32	14	20	14	26	
12	20	36	14	20	14	26	
12	20	40	14	20	14	27	
12	30	0	9	9	9	9	
12	30	6	10	15	10	15	
12	30	12	11	21	11	21	
12	30	18	12	22	11	21	
12	30	24	13	24	12	22	
12	30	30	14	26	13	26	
12	30	36	15	27	13	27	
12	30	42	16	28	13	28	
12	30	48	16	28	13	32	
12	30	54	16	28	14	34	
12	30	60	16	28	14	35	
12	40	0	9	9	9	9	
12	40	8	15	21	14	21	
12	40	16	18	26	16	27	
12	40	24	20	30	16	29	
12	40	32	20	33	16	34	
12	40	40	20	34	16	36	
12	40	48	20	35	17	39	
12	40	56	20	36	18	41	
12	40	64	20	36	18	43	
12	40	72	20	36	18	43	
12	40	80	20	36	18	44	
12	50	0	10	10	10	10	
12	50	10	16	23	15	22	
12	50	20	20	28	18	26	
12	50	30	21	31	18	31	
12	50	40	23	36	19	36	
12	50	50	23	36	19	38	
12	50	60	23	37	19	37	
12	50	70	23	37	19	39	
12	50	80	24	38	19	40	
12	50	90	24	39	19	42	
12	50	100	24	39	19	43	
12	60	0	7	7	7	7	
12	60	12	17	25	17	26	
12	60	24	18	29	17	29	
12	60	36	19	32	18	32	
12	60	48	19	32	18	33	
12	60	60	23	39	21	39	
12	60	72	24	41	21	40	
12	60	84	25	45	22	46	
12	60	96	27	50	25	51	
12	60	108	29	53	25	51	
12	60	120	31	56	26	56	
12	70	0	10	10	10	10	
12	70	14	20	29	18	26	
12	70	28	27	41	24	35	
12	70	42	27	45	24	41	
12	70	56	27	48	24	42	
12	70	70	27	48	24	45	
12	70	84	28	51	25	50	
12	70	98	28	53	25	52	
12	70	112	30	56	26	57	
12	70	126	30	56	26	58	
12	70	140	30	56	26	57	
12	80	0	15	15	15	15	
12	80	16	30	41	25	36	
12	80	32	32	48	28	45	
12	80	48	33	52	29	50	
12	80	64	38	62	33	59	
12	80	80	39	63	33	61	
12	80	96	40	64	35	62	
12	80	112	40	65	36	64	
12	80	128	40	65	36	66	
12	80	144	42	70	37	71	
12	80	160	44	73	39	75	
12	90	0	13	13	13	13	
12	90	18	23	35	22	34	
12	90	36	26	41	24	40	
12	90	54	29	48	27	48	
12	90	72	35	56	33	57	
12	90	90	37	59	33	61	
12	90	108	40	63	35	63	
12	90	126	40	63	35	64	
12	90	144	40	63	35	66	
12	90	162	42	67	37	70	
12	90	180	43	69	37	74	
12	100	0	11	11	11	11	
12	100	20	31	44	29	42	
12	100	40	36	56	34	51	
12	100	60	40	64	37	58	
12	100	80	44	70	40	67	
12	100	100	44	71	41	69	
12	100	120	44	72	41	72	
12	100	140	45	76	42	75	
12	100	160	46	78	42	76	
12	100	180	47	81	42	79	
12	100	200	47	81	42	79	
13	10	0	7	7	7	7	
13	10	2	7	10	7	9	
13	10	4	7	10	7	12	
13	10	6	7	10	7	13	
13	10	8	7	10	7	14	
13	10	10	7	10	7	14	
13	10	12	7	10	7	15	
13	10	14	7	10	7	16	
13	10	16	7	10	7	17	
13	10	18	7	10	7	17	
13	10	20	7	10	7	15	
13	20	0	8	8	8	8	
13	20	4	11	15	9	13	
13	20	8	11	15	9	15	
13	20	12	11	16	9	16	
13	20	16	11	16	9	15	
13	20	20	11	17	9	16	
13	20	24	11	17	9	18	
13	20	28	11	18	9	21	
13	20	32	11	18	9	21	
13	20	36	11	18	9	21	
13	20	40	11	18	9	22	
13	30	0	7	7	7	7	
13	30	6	11	17	11	18	
13	30	12	11	17	11	20	
13	30	18	11	19	11	22	
13	30	24	12	20	11	22	
13	30	30	12	22	11	27	
13	30	36	12	22	11	29	
13	30	42	12	24	11	32	
13	30	48	12	24	11	30	
13	30	54	12	24	11	30	
13	30	60	12	24	11	31	
13	40	0	10	10	10	10	
13	40	8	15	21	14	22	
13	40	16	18	27	17	32	
13	40	24	19	30	18	34	
13	40	32	21	34	19	40	
13	40	40	22	35	19	39	
13	40	48	22	36	21	41	
13	40	56	22	36	21	43	
13	40	64	22	36	21	43	
13	40	72	23	38	21	43	
13	40	80	23	38	21	43	
13	50	0	11	11	11	11	
13	50	10	21	30	19	27	
13	50	20	21	32	19	32	
13	50	30	22	34	20	35	
13	50	40	24	40	21	40	
13	50	50	24	40	22	40	
13	50	60	26	42	23	44	
13	50	70	27	45	25	49	
13	50	80	27	45	25	50	
13	50	90	27	46	25	52	
13	50	100	28	48	26	56	
13	60	0	11	11	11	11	
13	60	12	21	30	19	29	
13	60	24	23	38	21	36	
13	60	36	26	43	22	39	
13	60	48	26	44	24	45	
13	60	60	26	49	25	48	
13	60	72	26	49	25	49	
13	60	84	26	49	25	51	
13	60	96	26	49	25	51	
13	60	108	26	49	25	52	
13	60	120	26	49	25	53	
13	70	0	11	11	11	11	
13	70	14	29	39	26	36	
13	70	28	30	43	27	42	
13	70	42	30	44	27	41	
13	70	56	30	44	27	44	
13	70	70	32	50	28	51	
13	70	84	34	53	30	57	
13	70	98	34	54	30	59	
13	70	112	34	54	30	58	
13	70	126	36	58	32	60	
13	70	140	36	58	32	60	
13	80	0	13	13	13	13	
13	80	16	25	37	24	34	
13	80	32	28	42	26	41	
13	80	48	37	55	30	48	
13	80	64	37	55	30	49	
13	80	80	37	55	32	53	
13	80	96	38	58	32	55	
13	80	112	43	65	39	63	
13	80	128	43	65	39	65	
13	80	144	44	67	40	67	
13	80	160	45	71	41	70	
13	90	0	14	14	14	14	
13	90	18	26	39	25	39	
13	90	36	30	48	29	49	
13	90	54	30	48	29	50	
13	90	72	31	49	29	53	
13	90	90	35	56	33	58	
13	90	108	36	59	34	61	
13	90	126	39	64	35	64	
13	90	144	39	64	37	67	
13	90	162	39	64	37	68	
13	90	180	40	65	37	69	
13	100	0	14	14	14	14	
13	100	20	31	44	31	43	
