seed	k	n	survive_bf	edges_bf	survive_pad	edges_pad	
3	100	100	43	65	35	61	
3	100	120	44	68	39	67	
3	100	140	44	68	40	70	
3	100	160	45	72	41	74	
3	100	180	45	72	41	75	
3	100	200	46	74	43	76	
4	10	0	5	5	5	5	
4	10	2	6	8	6	9	
4	10	4	6	8	6	10	
4	10	6	6	8	6	12	
4	10	8	6	8	6	12	
4	10	10	7	10	6	10	
4	10	12	7	10	6	11	
4	10	14	7	10	6	11	
4	10	16	7	10	6	12	
4	10	18	7	10	6	12	
4	10	20	7	10	6	13	
4	20	0	8	8	8	8	
4	20	4	12	15	10	14	
4	20	8	13	19	11	17	
4	20	12	13	20	11	19	
4	20	16	13	20	11	19	
4	20	20	13	20	12	21	
4	20	24	13	20	12	21	
4	20	28	13	20	12	21	
4	20	32	13	20	12	21	
4	20	36	13	20	12	23	
4	20	40	13	20	12	23	
4	30	0	11	11	11	11	
4	30	6	17	23	16	22	
4	30	12	17	24	16	26	
4	30	18	17	24	16	27	
4	30	24	17	24	16	27	
4	30	30	17	24	16	27	
4	30	36	18	25	16	27	
4	30	42	18	25	17	28	
4	30	48	18	25	17	29	
4	30	54	18	25	17	29	
4	30	60	18	25	17	30	
4	40	0	10	10	10	10	
4	40	8	17	24	16	25	
4	40	16	18	27	17	28	
4	40	24	20	32	18	32	
4	40	32	22	37	19	35	
4	40	40	22	38	19	38	
4	40	48	22	38	19	40	
4	40	56	22	38	20	42	
4	40	64	22	38	20	44	
4	40	72	22	39	20	47	
4	40	80	22	39	20	47	
4	50	0	13	13	13	13	
4	50	10	19	29	17	26	
4	50	20	22	33	20	31	
4	50	30	25	38	23	37	
4	50	40	25	41	23	43	
4	50	50	25	41	23	46	
4	50	60	25	41	23	46	
4	50	70	25	41	23	47	
4	50	80	26	44	23	49	
4	50	90	26	44	23	52	
4	50	100	27	46	25	55	
4	60	0	12	12	12	12	
4	60	12	24	34	22	32	
4	60	24	26	38	24	38	
4	60	36	26	38	24	41	
4	60	48	27	40	26	43	
4	60	60	28	41	26	44	
4	60	72	28	43	26	45	
4	60	84	28	43	26	51	
4	60	96	31	46	29	52	
4	60	108	31	46	29	54	
4	60	120	31	47	29	56	
4	70	0	12	12	12	12	
4	70	14	22	34	20	31	
4	70	28	27	44	24	43	
4	70	42	28	47	25	45	
4	70	56	28	49	25	48	
4	70	70	28	49	25	50	
4	70	84	30	53	25	55	
4	70	98	30	53	25	51	
4	70	112	30	53	26	54	
4	70	126	30	53	26	54	
4	70	140	30	54	26	55	
4	80	0	11	11	11	11	
4	80	16	23	35	22	34	
4	80	32	25	42	24	41	
4	80	48	29	53	26	49	
4	80	64	29	54	26	53	
4	80	80	29	55	26	55	
4	80	96	29	56	26	56	
4	80	112	31	62	27	61	
4	80	128	31	63	29	66	
4	80	144	31	63	29	71	
4	80	160	31	63	29	72	
4	90	0	15	15	15	15	
4	90	18	28	38	22	33	
4	90	36	31	46	26	43	
4	90	54	36	55	32	52	
4	90	72	36	58	34	60	
4	90	90	37	60	35	64	
4	90	108	39	63	35	65	
4	90	126	41	66	37	68	
4	90	144	41	69	37	71	
4	90	162	43	74	39	76	
4	90	180	43	76	39	79	
4	100	0	14	14	14	14	
4	100	20	32	52	30	47	
4	100	40	34	55	32	49	
4	100	60	34	55	32	51	
4	100	80	38	62	36	57	
4	100	100	40	67	37	64	
4	100	120	41	69	39	72	
4	100	140	41	71	39	74	
4	100	160	41	71	39	75	
4	100	180	41	72	39	77	
4	100	200	41	72	39	81	
5	10	0	6	6	6	6	
5	10	2	6	8	6	9	
5	10	4	6	8	6	10	
5	10	6	6	8	6	10	
5	10	8	6	8	6	11	
5	10	10	6	8	6	10	
5	10	12	6	8	6	10	
5	10	14	6	8	6	10	
5	10	16	6	8	6	11	
5	10	18	6	8	6	12	
5	10	20	7	9	7	12	
5	20	0	9	9	9	9	
5	20	4	12	16	11	15	
5	20	8	13	18	12	19	
5	20	12	14	19	13	20	
5	20	16	14	20	13	22	
5	20	20	14	20	13	22	
5	20	24	14	20	13	23	
5	20	28	14	20	13	23	
5	20	32	14	20	13	23	
5	20	36	14	20	13	25	
5	20	40	14	20	13	26	
5	30	0	7	7	7	7	
5	30	6	15	21	15	21	
5	30	12	16	24	15	25	
5	30	18	18	28	15	27	
5	30	24	19	29	16	30	
5	30	30	19	29	16	32	
5	30	36	19	29	17	35	
5	30	42	19	29	17	36	
5	30	48	19	29	17	36	
5	30	54	19	29	17	37	
5	30	60	19	29	17	39	
5	40	0	10	10	10	10	
5	40	8	20	29	20	29	
5	40	16	20	30	20	32	
5	40	24	20	31	20	36	
5	40	32	21	33	21	39	
5	40	40	21	33	21	39	
5	40	48	22	34	21	40	
5	40	56	22	34	21	42	
5	40	64	22	35	21	46	
5	40	72	22	35	21	45	
5	40	80	22	35	21	45	
5	50	0	9	9	9	9	
5	50	10	18	27	15	23	
5	50	20	20	32	17	29	
5	50	30	24	37	21	35	
5	50	40	24	37	21	35	
5	50	50	24	38	21	37	
5	50	60	25	42	22	41	
5	50	70	25	42	22	42	
5	50	80	25	42	22	44	
5	50	90	25	42	22	44	
5	50	100	26	43	22	44	
5	60	0	10	10	10	10	
5	60	12	20	28	17	23	
5	60	24	23	35	22	31	
5	60	36	23	38	22	35	
5	60	48	23	38	22	37	
5	60	60	24	40	22	41	
5	60	72	24	42	23	44	
5	60	84	24	42	23	46	
5	60	96	24	42	23	49	
5	60	108	24	42	23	50	
5	60	120	26	46	24	54	
5	70	0	16	16	16	16	
5	70	14	25	35	23	30	
5	70	28	29	43	26	39	
5	70	42	30	45	27	43	
5	70	56	30	45	28	46	
5	70	70	30	46	28	49	
5	70	84	30	46	28	49	
5	70	98	30	47	28	50	
5	70	112	30	48	28	51	
5	70	126	30	48	28	52	
5	70	140	31	50	29	55	
5	80	0	16	16	16	16	
5	80	16	27	43	25	39	
5	80	32	31	51	27	47	
5	80	48	32	54	28	50	
5	80	64	34	57	28	53	
5	80	80	34	58	29	55	
5	80	96	34	59	29	57	
5	80	112	34	59	29	59	
5	80	128	34	60	30	62	
5	80	144	34	61	30	65	
5	80	160	35	62	30	65	
5	90	0	10	10	10	10	
5	90	18	23	33	21	32	
5	90	36	28	44	24	42	
5	90	54	30	47	27	50	
5	90	72	31	49	29	54	
5	90	90	37	57	33	62	
5	90	108	37	57	33	64	
5	90	126	40	63	36	69	
5	90	144	40	65	36	72	
5	90	162	40	65	36	72	
5	90	180	40	66	36	72	
5	100	0	10	10	10	10	
5	100	20	29	41	27	37	
5	100	40	39	56	32	47	
5	100	60	42	63	38	57	
5	100	80	43	68	39	63	
5	100	100	43	70	39	67	
5	100	120	45	72	41	71	
5	100	140	45	74	41	77	
5	100	160	47	76	42	78	
5	100	180	47	76	42	81	
5	100	200	48	77	42	84	
6	10	0	6	6	6	6	
6	10	2	7	10	7	10	
6	10	4	7	10	7	10	
6	10	6	7	10	7	12	
6	10	8	7	10	7	13	
6	10	10	7	10	7	12	
6	10	12	7	10	7	12	
6	10	14	7	10	7	14	
6	10	16	7	10	7	14	
6	10	18	7	10	7	16	
6	10	20	7	10	7	16	
6	20	0	10	10	10	10	
6	20	4	11	15	10	16	
6	20	8	13	19	12	20	
6	20	12	13	19	12	21	
6	20	16	13	19	13	23	
6	20	20	13	19	13	24	
6	20	24	13	19	13	23	
6	20	28	13	19	13	26	
6	20	32	13	19	13	26	
6	20	36	13	19	13	27	
6	20	40	13	19	13	28	
6	30	0	9	9	9	9	
6	30	6	11	17	11	18	
6	30	12	12	20	12	22	
6	30	18	13	22	13	27	
6	30	24	14	24	13	30	
6	30	30	15	26	14	31	
6	30	36	15	26	14	30	
6	30	42	15	26	14	32	
6	30	48	15	26	14	33	
6	30	54	15	27	14	33	
6	30	60	15	27	14	33	
6	40	0	12	12	12	12	
6	40	8	20	28	16	24	
6	40	16	20	30	18	28	
6	40	24	21	31	18	31	
6	40	32	21	32	18	33	
6	40	40	21	32	18	35	
6	40	48	22	34	19	36	
6	40	56	22	34	19	36	
6	40	64	22	35	19	36	
6	40	72	22	35	20	37	
6	40	80	23	38	20	39	
6	50	0	11	11	11	11	
6	50	10	19	30	15	24	
6	50	20	21	35	17	29	
6	50	30	23	38	18	33	
6	50	40	24	40	19	39	
6	50	50	24	41	19	41	
6	50	60	24	41	19	43	
6	50	70	24	42	19	45	
6	50	80	24	42	19	47	
6	50	90	24	42	19	48	
6	50	100	24	42	19	47	
6	60	0	13	13	13	13	
6	60	12	25	35	24	33	
6	60	24	28	40	27	40	
6	60	36	28	44	28	47	
6	60	48	28	45	28	48	
6	60	60	29	50	29	53	
6	60	72	29	50	29	54	
6	60	84	30	51	29	56	
6	60	96	30	51	29	59	
6	60	108	30	51	29	60	
6	60	120	30	51	29	59	
6	70	0	11	11	11	11	
6	70	14	25	37	22	31	
6	70	28	28	45	23	39	
6	70	42	29	47	25	43	
6	70	56	30	52	27	48	
6	70	70	30	52	27	49	
6	70	84	30	52	27	52	
6	70	98	31	53	27	54	
6	70	112	32	56	27	55	
6	70	126	35	60	29	58	
6	70	140	36	62	29	59	
6	80	0	14	14	14	14	
6	80	16	28	42	24	37	
6	80	32	34	51	31	50	
6	80	48	36	57	32	52	
6	80	64	37	61	34	57	
6	80	80	40	64	34	56	
6	80	96	40	66	35	64	
6	80	112	40	67	35	66	
6	80	128	40	67	37	70	
6	80	144	40	67	37	72	
6	80	160	41	68	40	76	
6	90	0	13	13	13	13	
6	90	18	30	43	26	40	
6	90	36	31	50	26	46	
6	90	54	31	51	28	50	
6	90	72	33	57	30	58	
6	90	90	35	59	31	62	
6	90	108	38	64	34	67	
6	90	126	37	65	35	71	
6	90	144	38	66	35	72	
6	90	162	39	69	36	78	
6	90	180	40	71	36	80	
6	100	0	14	14	14	14	
6	100	20	30	43	28	40	
6	100	40	32	47	29	42	
6	100	60	37	56	34	51	
6	100	80	37	57	34	55	
6	100	100	38	60	34	56	
6	100	120	39	61	34	57	
6	100	140	39	61	34	59	
6	100	160	44	69	37	62	
6	100	180	45	71	38	66	
6	100	200	45	72	36	71	
7	10	0	5	5	5	5	
7	10	2	6	8	6	9	
7	10	4	6	8	6	8	
7	10	6	6	9	6	9	
7	10	8	6	9	6	13	
7	10	10	6	9	6	14	
7	10	12	6	9	6	16	
7	10	14	7	10	6	16	
7	10	16	7	10	6	16	
7	10	18	7	10	6	16	
7	10	20	7	10	6	16	
7	20	0	8	8	8	8	
7	20	4	11	15	11	15	
7	20	8	11	16	11	17	
7	20	12	11	16	11	17	
7	20	16	11	17	11	18	
7	20	20	11	17	11	18	
7	20	24	11	18	11	21	
7	20	28	11	18	11	22	
7	20	32	11	19	11	24	
7	20	36	11	19	11	24	
7	20	40	11	19	11	26	
7	30	0	11	11	11	11	
7	30	6	17	23	16	22	
7	30	12	18	26	16	25	
7	30	18	18	26	17	28	
7	30	24	18	27	17	29	
7	30	30	18	28	17	31	
7	30	36	18	28	18	34	
7	30	42	19	29	19	35	
7	30	48	19	29	19	34	
7	30	54	19	29	19	35	
7	30	60	19	29	19	36	
7	40	0	10	10	10	10	
7	40	8	17	23	13	20	
7	40	16	18	27	15	26	
7	40	24	19	29	16	30	
7	40	32	19	30	16	31	
7	40	40	20	31	16	33	
7	40	48	20	31	16	35	
7	40	56	20	31	16	36	
7	40	64	20	32	17	38	
7	40	72	20	32	17	38	
7	40	80	21	33	19	38	
7	50	0	11	11	11	11	
7	50	10	18	28	18	28	
7	50	20	19	31	19	30	
7	50	30	20	35	20	33	
7	50	40	20	36	20	35	
7	50	50	20	37	20	38	
7	50	60	21	38	20	38	
7	50	70	22	39	20	39	
7	50	80	23	40	21	42	
7	50	90	23	41	21	44	
7	50	100	23	41	21	46	
7	60	0	11	11	11	11	
7	60	12	18	25	18	24	
7	60	24	21	32	21	33	
7	60	36	22	39	21	37	
7	60	48	24	41	22	39	
7	60	60	25	42	23	40	
7	60	72	26	43	23	40	
7	60	84	27	44	24	43	
7	60	96	27	46	24	46	
7	60	108	29	50	26	50	
7	60	120	29	50	26	51	
7	70	0	13	13	13	13	
7	70	14	21	31	21	29	
7	70	28	26	40	25	38	
7	70	42	26	42	25	40	
7	70	56	30	48	27	43	
7	70	70	31	49	28	46	
7	70	84	31	49	28	48	
7	70	98	34	52	29	51	
7	70	112	34	53	30	55	
7	70	126	34	53	30	58	
7	70	140	34	53	30	58	
7	80	0	11	11	11	11	
7	80	16	26	35	25	34	
7	80	32	28	41	26	39	
7	80	48	31	47	29	45	
7	80	64	31	49	29	48	
7	80	80	33	51	30	52	
7	80	96	36	57	33	56	
7	80	112	36	58	34	59	
7	80	128	36	60	34	63	
7	80	144	38	62	35	69	
7	80	160	38	62	35	69	
7	90	0	10	10	10	10	
7	90	18	23	33	21	32	
7	90	36	25	41	23	41	
7	90	54	26	43	24	45	
7	90	72	29	51	28	54	
7	90	90	30	53	29	57	
7	90	108	30	53	29	60	
7	90	126	32	57	30	63	
7	90	144	32	58	30	64	
7	90	162	33	59	30	66	
7	90	180	33	60	30	69	
7	100	0	13	13	13	13	
7	100	20	31	45	30	42	
7	100	40	33	49	30	45	
7	100	60	37	59	35	55	
7	100	80	40	63	36	60	
7	100	100	40	64	36	62	
7	100	120	46	73	36	64	
7	100	140	47	76	36	68	
7	100	160	48	77	37	69	
7	100	180	48	77	37	70	
7	100	200	48	80	37	74	
8	10	0	5	5	5	5	
8	10	2	5	8	5	10	
8	10	4	6	9	6	10	
8	10	6	6	9	6	10	
8	10	8	6	9	6	11	
8	10	10	6	9	6	11	
8	10	12	6	9	6	11	
8	10	14	6	9	6	12	
8	10	16	6	9	6	12	
8	10	18	6	9	6	12	
8	10	20	6	9	6	12	
8	20	0	8	8	8	8	
8	20	4	10	13	9	13	
8	20	8	10	14	9	17	
8	20	12	10	16	9	18	
8	20	16	10	16	9	17	
8	20	20	10	17	9	18	
8	20	24	10	18	9	21	
8	20	28	10	18	9	22	
8	20	32	10	19	9	22	
8	20	36	10	19	9	26	
8	20	40	10	19	9	25	
8	30	0	7	7	7	7	
8	30	6	8	13	8	16	
8	30	12	11	18	10	20	
8	30	18	11	20	11	24	
8	30	24	12	22	11	26	
8	30	30	12	22	11	27	
8	30	36	14	24	11	28	
8	30	42	14	24	11	28	
8	30	48	14	24	11	29	
8	30	54	14	24	11	29	
8	30	60	14	24	11	30	
8	40	0	11	11	11	11	
8	40	8	13	20	13	20	
8	40	16	17	27	17	29	
8	40	24	18	29	18	33	
8	40	32	18	30	18	36	
8	40	40	18	31	18	36	
8	40	48	18	33	18	37	
8	40	56	18	33	18	39	
8	40	64	18	33	18	40	
8	40	72	18	34	18	42	
8	40	80	18	34	18	42	
8	50	0	12	12	12	12	
8	50	10	20	28	19	28	
8	50	20	23	37	23	37	
8	50	30	23	38	23	40	
8	50	40	23	40	23	42	
8	50	50	24	41	24	45	
8	50	60	24	43	24	49	
8	50	70	24	43	24	50	
8	50	80	24	44	24	55	
8	50	90	25	44	24	55	
8	50	100	25	44	24	55	
8	60	0	11	11	11	11	
8	60	12	19	28	19	26	
8	60	24	20	34	20	32	
8	60	36	22	40	22	36	
8	60	48	23	43	22	39	
8	60	60	26	46	22	41	
8	60	72	27	49	23	47	
8	60	84	26	50	25	53	
8	60	96	26	50	25	55	
8	60	108	26	50	25	53	
8	60	120	27	52	26	55	
8	70	0	12	12	12	12	
8	70	14	28	37	26	38	
8	70	28	29	42	27	43	
8	70	42	30	44	28	44	
8	70	56	32	49	29	49	
8	70	70	32	50	30	52	
8	70	84	34	54	30	53	
8	70	98	34	54	30	54	
8	70	112	34	54	32	57	
8	70	126	34	55	32	57	
8	70	140	35	56	33	63	
8	80	0	14	14	14	14	
8	80	16	28	38	26	34	
8	80	32	32	47	27	42	
8	80	48	35	50	26	43	
8	80	64	36	55	28	52	
8	80	80	37	58	31	57	
8	80	96	38	62	33	64	
8	80	112	39	63	33	66	
8	80	128	40	65	34	68	
8	80	144	40	66	34	71	
8	80	160	40	66	34	72	
8	90	0	18	18	18	18	
8	90	18	30	42	27	39	
8	90	36	32	47	27	44	
8	90	54	33	52	27	49	
8	90	72	37	56	31	54	
8	90	90	37	58	33	58	
8	90	108	38	62	35	62	
8	90	126	38	63	35	64	
8	90	144	39	65	35	66	
8	90	162	40	67	35	69	
8	90	180	41	70	35	71	
8	100	0	14	14	14	14	
8	100	20	25	38	24	35	
8	100	40	29	47	28	42	
8	100	60	38	60	34	53	
8	100	80	38	61	35	59	
8	100	100	43	69	37	65	
8	100	120	43	73	39	68	
8	100	140	44	77	39	70	
8	100	160	45	78	39	72	
8	100	180	48	82	42	78	
8	100	200	48	82	42	81	
9	10	0	7	7	7	7	
9	10	2	8	10	8	10	
9	10	4	8	10	8	12	
9	10	6	8	10	8	11	
9	10	8	8	10	8	11	
9	10	10	8	10	8	11	
9	10	12	8	10	8	11	
9	10	14	8	10	8	11	
9	10	16	8	10	8	11	
9	10	18	8	10	8	11	
9	10	20	8	10	8	11	
9	20	0	10	10	10	10	
9	20	4	11	16	11	16	
9	20	8	12	18	12	18	
9	20	12	12	19	12	20	
9	20	16	12	20	12	21	
9	20	20	12	20	12	22	
9	20	24	12	20	12	23	
9	20	28	12	20	12	23	
9	20	32	12	20	12	23	
9	20	36	12	20	12	24	
9	20	40	12	20	12	25	
9	30	0	9	9	9	9	
9	30	6	16	24	16	24	
9	30	12	17	27	17	28	
9	30	18	17	28	17	30	
9	30	24	17	28	17	32	
9	30	30	17	28	17	33	
9	30	36	17	28	17	33	
9	30	42	17	28	17	34	
9	30	48	17	28	17	35	
9	30	54	17	28	17	35	
9	30	60	17	29	17	36	
9	40	0	8	8	8	8	
9	40	8	18	25	15	23	
9	40	16	20	27	15	23	
9	40	24	20	28	16	25	
9	40	32	21	29	18	28	
9	40	40	21	30	20	31	
9	40	48	23	34	22	35	
9	40	56	23	34	22	35	
9	40	64	23	34	22	36	
9	40	72	23	34	22	37	
9	40	80	23	34	22	39	
9	50	0	11	11	11	11	
9	50	10	19	26	17	24	
