seed	vertices	directions	virtual_terminals	
9	60	L2_10	47	
9	60	L2_20	48	
9	60	L2_30	50	
9	60	L2_40	50	
9	60	L2_50	51	
9	60	L2_60	52	
9	60	L2_70	53	
9	60	L2_80	55	
9	60	L2_90	48	
9	70	L2_10	53	
9	70	L2_20	53	
9	70	L2_30	54	
9	70	L2_40	56	
9	70	L2_50	56	
9	70	L2_60	59	
9	70	L2_70	61	
9	70	L2_80	60	
9	70	L2_90	57	
9	80	L2_10	67	
9	80	L2_20	67	
9	80	L2_30	67	
9	80	L2_40	68	
9	80	L2_50	70	
9	80	L2_60	71	
9	80	L2_70	73	
9	80	L2_80	75	
9	80	L2_90	69	
9	90	L2_10	73	
9	90	L2_20	73	
9	90	L2_30	73	
9	90	L2_40	74	
9	90	L2_50	74	
9	90	L2_60	76	
9	90	L2_70	78	
9	90	L2_80	76	
9	90	L2_90	69	
9	100	L2_10	78	
9	100	L2_20	81	
9	100	L2_30	80	
9	100	L2_40	80	
9	100	L2_50	82	
9	100	L2_60	82	
9	100	L2_70	85	
9	100	L2_80	86	
9	100	L2_90	79	
10	10	L2_10	7	
10	10	L2_20	7	
10	10	L2_30	7	
10	10	L2_40	7	
10	10	L2_50	9	
10	10	L2_60	9	
10	10	L2_70	7	
10	10	L2_80	7	
10	10	L2_90	7	
10	20	L2_10	17	
10	20	L2_20	17	
10	20	L2_30	17	
10	20	L2_40	17	
10	20	L2_50	17	
10	20	L2_60	18	
10	20	L2_70	17	
10	20	L2_80	17	
10	20	L2_90	16	
10	30	L2_10	23	
10	30	L2_20	24	
10	30	L2_30	25	
10	30	L2_40	27	
10	30	L2_50	26	
10	30	L2_60	27	
10	30	L2_70	27	
10	30	L2_80	27	
10	30	L2_90	25	
10	40	L2_10	27	
10	40	L2_20	30	
10	40	L2_30	31	
10	40	L2_40	30	
10	40	L2_50	30	
10	40	L2_60	30	
10	40	L2_70	31	
10	40	L2_80	32	
10	40	L2_90	30	
10	50	L2_10	36	
10	50	L2_20	37	
10	50	L2_30	36	
10	50	L2_40	38	
10	50	L2_50	41	
10	50	L2_60	41	
10	50	L2_70	40	
10	50	L2_80	39	
10	50	L2_90	35	
10	60	L2_10	49	
10	60	L2_20	49	
10	60	L2_30	50	
10	60	L2_40	51	
10	60	L2_50	53	
10	60	L2_60	54	
10	60	L2_70	52	
10	60	L2_80	49	
10	60	L2_90	49	
10	70	L2_10	56	
10	70	L2_20	56	
10	70	L2_30	57	
10	70	L2_40	57	
10	70	L2_50	60	
10	70	L2_60	62	
10	70	L2_70	59	
10	70	L2_80	58	
10	70	L2_90	56	
10	80	L2_10	65	
10	80	L2_20	67	
10	80	L2_30	69	
10	80	L2_40	70	
10	80	L2_50	70	
10	80	L2_60	68	
10	80	L2_70	66	
10	80	L2_80	66	
10	80	L2_90	66	
10	90	L2_10	71	
10	90	L2_20	73	
10	90	L2_30	74	
10	90	L2_40	76	
10	90	L2_50	77	
10	90	L2_60	77	
10	90	L2_70	80	
10	90	L2_80	77	
10	90	L2_90	75	
10	100	L2_10	74	
10	100	L2_20	75	
10	100	L2_30	76	
10	100	L2_40	79	
10	100	L2_50	81	
10	100	L2_60	84	
10	100	L2_70	87	
10	100	L2_80	83	
10	100	L2_90	77	
11	10	L2_10	9	
11	10	L2_20	9	
11	10	L2_30	9	
11	10	L2_40	10	
11	10	L2_50	10	
11	10	L2_60	9	
11	10	L2_70	9	
11	10	L2_80	9	
11	10	L2_90	9	
11	20	L2_10	16	
11	20	L2_20	16	
11	20	L2_30	16	
11	20	L2_40	16	
11	20	L2_50	16	
11	20	L2_60	17	
11	20	L2_70	17	
11	20	L2_80	17	
11	20	L2_90	15	
11	30	L2_10	27	
11	30	L2_20	29	
11	30	L2_30	29	
11	30	L2_40	29	
11	30	L2_50	29	
11	30	L2_60	29	
11	30	L2_70	28	
11	30	L2_80	29	
11	30	L2_90	28	
11	40	L2_10	36	
11	40	L2_20	36	
11	40	L2_30	37	
11	40	L2_40	37	
11	40	L2_50	37	
11	40	L2_60	37	
11	40	L2_70	35	
11	40	L2_80	35	
11	40	L2_90	33	
11	50	L2_10	37	
11	50	L2_20	39	
11	50	L2_30	42	
11	50	L2_40	43	
11	50	L2_50	42	
11	50	L2_60	43	
11	50	L2_70	42	
11	50	L2_80	43	
11	50	L2_90	40	
11	60	L2_10	50	
11	60	L2_20	50	
11	60	L2_30	54	
11	60	L2_40	55	
11	60	L2_50	55	
11	60	L2_60	56	
11	60	L2_70	55	
11	60	L2_80	53	
11	60	L2_90	50	
11	70	L2_10	60	
11	70	L2_20	61	
11	70	L2_30	61	
11	70	L2_40	61	
11	70	L2_50	61	
11	70	L2_60	63	
11	70	L2_70	60	
11	70	L2_80	58	
11	70	L2_90	58	
11	80	L2_10	64	
11	80	L2_20	71	
11	80	L2_30	71	
11	80	L2_40	71	
11	80	L2_50	71	
11	80	L2_60	72	
11	80	L2_70	72	
11	80	L2_80	70	
11	80	L2_90	70	
11	90	L2_10	73	
11	90	L2_20	76	
11	90	L2_30	75	
11	90	L2_40	75	
11	90	L2_50	74	
11	90	L2_60	75	
11	90	L2_70	75	
11	90	L2_80	77	
11	90	L2_90	72	
11	100	L2_10	86	
11	100	L2_20	90	
11	100	L2_30	89	
11	100	L2_40	89	
11	100	L2_50	90	
11	100	L2_60	90	
11	100	L2_70	85	
11	100	L2_80	85	
11	100	L2_90	84	
12	10	L2_10	6	
12	10	L2_20	6	
12	10	L2_30	8	
12	10	L2_40	8	
12	10	L2_50	8	
12	10	L2_60	9	
12	10	L2_70	9	
12	10	L2_80	8	
12	10	L2_90	7	
12	20	L2_10	15	
12	20	L2_20	15	
12	20	L2_30	16	
12	20	L2_40	16	
12	20	L2_50	17	
12	20	L2_60	17	
12	20	L2_70	16	
12	20	L2_80	16	
12	20	L2_90	16	
12	30	L2_10	26	
12	30	L2_20	25	
12	30	L2_30	26	
12	30	L2_40	26	
12	30	L2_50	26	
12	30	L2_60	26	
12	30	L2_70	26	
12	30	L2_80	26	
12	30	L2_90	24	
12	40	L2_10	33	
12	40	L2_20	33	
12	40	L2_30	35	
12	40	L2_40	35	
12	40	L2_50	37	
12	40	L2_60	38	
12	40	L2_70	36	
12	40	L2_80	34	
12	40	L2_90	32	
12	50	L2_10	45	
12	50	L2_20	45	
12	50	L2_30	45	
12	50	L2_40	45	
12	50	L2_50	46	
12	50	L2_60	45	
12	50	L2_70	45	
12	50	L2_80	46	
12	50	L2_90	45	
12	60	L2_10	48	
12	60	L2_20	51	
12	60	L2_30	52	
12	60	L2_40	52	
12	60	L2_50	54	
12	60	L2_60	54	
12	60	L2_70	54	
12	60	L2_80	53	
12	60	L2_90	50	
12	70	L2_10	58	
12	70	L2_20	55	
12	70	L2_30	57	
12	70	L2_40	55	
12	70	L2_50	54	
12	70	L2_60	56	
12	70	L2_70	56	
12	70	L2_80	55	
12	70	L2_90	53	
12	80	L2_10	70	
12	80	L2_20	69	
12	80	L2_30	70	
12	80	L2_40	73	
12	80	L2_50	72	
12	80	L2_60	68	
12	80	L2_70	68	
12	80	L2_80	68	
12	80	L2_90	67	
12	90	L2_10	69	
12	90	L2_20	73	
12	90	L2_30	75	
12	90	L2_40	73	
12	90	L2_50	73	
12	90	L2_60	70	
12	90	L2_70	73	
12	90	L2_80	72	
12	90	L2_90	68	
12	100	L2_10	80	
12	100	L2_20	81	
12	100	L2_30	84	
12	100	L2_40	85	
12	100	L2_50	82	
12	100	L2_60	82	
12	100	L2_70	84	
12	100	L2_80	82	
12	100	L2_90	79	
13	10	L2_10	7	
13	10	L2_20	8	
13	10	L2_30	8	
13	10	L2_40	8	
13	10	L2_50	8	
13	10	L2_60	8	
13	10	L2_70	8	
13	10	L2_80	8	
13	10	L2_90	8	
13	20	L2_10	11	
13	20	L2_20	12	
13	20	L2_30	13	
13	20	L2_40	13	
13	20	L2_50	18	
13	20	L2_60	15	
13	20	L2_70	16	
13	20	L2_80	15	
13	20	L2_90	14	
13	30	L2_10	21	
13	30	L2_20	22	
13	30	L2_30	22	
13	30	L2_40	22	
13	30	L2_50	25	
13	30	L2_60	25	
13	30	L2_70	26	
13	30	L2_80	26	
13	30	L2_90	26	
13	40	L2_10	30	
13	40	L2_20	32	
13	40	L2_30	32	
13	40	L2_40	32	
13	40	L2_50	32	
13	40	L2_60	32	
13	40	L2_70	32	
13	40	L2_80	33	
13	40	L2_90	29	
13	50	L2_10	39	
13	50	L2_20	41	
13	50	L2_30	42	
13	50	L2_40	42	
13	50	L2_50	45	
13	50	L2_60	45	
13	50	L2_70	46	
13	50	L2_80	40	
13	50	L2_90	39	
13	60	L2_10	42	
13	60	L2_20	44	
13	60	L2_30	45	
13	60	L2_40	46	
13	60	L2_50	47	
13	60	L2_60	49	
13	60	L2_70	50	
13	60	L2_80	48	
13	60	L2_90	46	
13	70	L2_10	50	
13	70	L2_20	53	
13	70	L2_30	56	
13	70	L2_40	58	
13	70	L2_50	59	
13	70	L2_60	59	
13	70	L2_70	55	
13	70	L2_80	54	
13	70	L2_90	53	
13	80	L2_10	62	
13	80	L2_20	62	
13	80	L2_30	66	
13	80	L2_40	67	
13	80	L2_50	69	
13	80	L2_60	69	
13	80	L2_70	70	
13	80	L2_80	68	
13	80	L2_90	60	
13	90	L2_10	76	
13	90	L2_20	79	
13	90	L2_30	82	
13	90	L2_40	82	
13	90	L2_50	79	
13	90	L2_60	78	
13	90	L2_70	77	
13	90	L2_80	76	
13	90	L2_90	76	
