seed	vertices	directions	virtual_terminals	
21	20	L5	17	
21	30	L2	25	
21	30	L3	28	
21	30	L4	28	
21	30	L5	30	
21	40	L2	31	
21	40	L3	34	
21	40	L4	37	
21	40	L5	38	
21	50	L2	41	
21	50	L3	42	
21	50	L4	42	
21	50	L5	45	
21	60	L2	55	
21	60	L3	55	
21	60	L4	56	
21	60	L5	56	
21	70	L2	61	
21	70	L3	60	
21	70	L4	66	
21	70	L5	67	
21	80	L2	69	
21	80	L3	73	
21	80	L4	71	
21	80	L5	75	
21	90	L2	78	
21	90	L3	82	
21	90	L4	86	
21	90	L5	85	
21	100	L2	83	
21	100	L3	88	
21	100	L4	91	
21	100	L5	90	
22	10	L2	9	
22	10	L3	9	
22	10	L4	10	
22	10	L5	10	
22	20	L2	19	
22	20	L3	19	
22	20	L4	19	
22	20	L5	19	
22	30	L2	26	
22	30	L3	28	
22	30	L4	29	
22	30	L5	29	
22	40	L2	29	
22	40	L3	32	
22	40	L4	30	
22	40	L5	31	
22	50	L2	38	
22	50	L3	45	
22	50	L4	46	
22	50	L5	48	
22	60	L2	50	
22	60	L3	50	
22	60	L4	55	
22	60	L5	53	
22	70	L2	59	
22	70	L3	62	
22	70	L4	64	
22	70	L5	64	
22	80	L2	64	
22	80	L3	64	
22	80	L4	67	
22	80	L5	71	
22	90	L2	74	
22	90	L3	79	
22	90	L4	83	
22	90	L5	85	
22	100	L2	84	
22	100	L3	90	
22	100	L4	90	
22	100	L5	92	
23	10	L2	8	
23	10	L3	9	
23	10	L4	8	
23	10	L5	9	
23	20	L2	18	
23	20	L3	18	
23	20	L4	19	
23	20	L5	18	
23	30	L2	25	
23	30	L3	26	
23	30	L4	28	
23	30	L5	28	
23	40	L2	36	
23	40	L3	36	
23	40	L4	38	
23	40	L5	38	
23	50	L2	34	
23	50	L3	39	
23	50	L4	41	
23	50	L5	44	
23	60	L2	43	
23	60	L3	52	
23	60	L4	47	
23	60	L5	47	
23	70	L2	61	
23	70	L3	62	
23	70	L4	64	
23	70	L5	63	
23	80	L2	65	
23	80	L3	69	
23	80	L4	71	
23	80	L5	74	
23	90	L2	74	
23	90	L3	80	
23	90	L4	82	
23	90	L5	82	
23	100	L2	86	
23	100	L3	86	
23	100	L4	87	
23	100	L5	87	
24	10	L2	9	
24	10	L3	9	
24	10	L4	10	
24	10	L5	10	
24	20	L2	16	
24	20	L3	18	
24	20	L4	19	
24	20	L5	19	
24	30	L2	27	
24	30	L3	27	
24	30	L4	27	
24	30	L5	28	
24	40	L2	35	
24	40	L3	35	
24	40	L4	36	
24	40	L5	36	
24	50	L2	45	
24	50	L3	45	
24	50	L4	48	
24	50	L5	47	
24	60	L2	51	
24	60	L3	55	
24	60	L4	54	
24	60	L5	55	
24	70	L2	57	
24	70	L3	63	
24	70	L4	65	
24	70	L5	62	
24	80	L2	62	
24	80	L3	68	
24	80	L4	72	
24	80	L5	72	
24	90	L2	74	
24	90	L3	74	
24	90	L4	77	
24	90	L5	80	
24	100	L2	81	
24	100	L3	80	
24	100	L4	86	
24	100	L5	91	
25	10	L2	7	
25	10	L3	8	
25	10	L4	9	
25	10	L5	10	
25	20	L2	18	
25	20	L3	15	
25	20	L4	19	
25	20	L5	19	
25	30	L2	24	
25	30	L3	25	
25	30	L4	26	
25	30	L5	26	
25	40	L2	32	
25	40	L3	33	
25	40	L4	33	
25	40	L5	35	
25	50	L2	40	
25	50	L3	43	
25	50	L4	45	
25	50	L5	46	
25	60	L2	50	
25	60	L3	48	
25	60	L4	52	
25	60	L5	48	
25	70	L2	54	
25	70	L3	61	
25	70	L4	62	
25	70	L5	64	
25	80	L2	66	
25	80	L3	70	
25	80	L4	69	
25	80	L5	72	
25	90	L2	76	
25	90	L3	78	
25	90	L4	79	
25	90	L5	82	
25	100	L2	85	
25	100	L3	88	
25	100	L4	89	
25	100	L5	93	
26	10	L2	6	
26	10	L3	7	
26	10	L4	8	
26	10	L5	7	
26	20	L2	15	
26	20	L3	17	
26	20	L4	18	
26	20	L5	19	
26	30	L2	25	
26	30	L3	26	
26	30	L4	28	
26	30	L5	29	
26	40	L2	34	
26	40	L3	37	
26	40	L4	38	
26	40	L5	39	
26	50	L2	40	
26	50	L3	42	
26	50	L4	45	
26	50	L5	46	
26	60	L2	52	
26	60	L3	53	
26	60	L4	53	
26	60	L5	54	
26	70	L2	59	
26	70	L3	62	
26	70	L4	64	
26	70	L5	65	
26	80	L2	66	
26	80	L3	73	
26	80	L4	75	
26	80	L5	76	
26	90	L2	79	
26	90	L3	81	
26	90	L4	82	
26	90	L5	82	
26	100	L2	82	
26	100	L3	90	
26	100	L4	89	
26	100	L5	93	
27	10	L2	6	
27	10	L3	6	
27	10	L4	7	
27	10	L5	8	
27	20	L2	17	
27	20	L3	17	
27	20	L4	18	
27	20	L5	19	
27	30	L2	24	
27	30	L3	24	
27	30	L4	24	
27	30	L5	28	
27	40	L2	33	
27	40	L3	33	
27	40	L4	33	
27	40	L5	33	
27	50	L2	41	
27	50	L3	42	
27	50	L4	44	
27	50	L5	44	
27	60	L2	50	
27	60	L3	52	
27	60	L4	53	
27	60	L5	54	
27	70	L2	60	
27	70	L3	64	
27	70	L4	65	
27	70	L5	65	
27	80	L2	73	
27	80	L3	74	
27	80	L4	75	
27	80	L5	74	
27	90	L2	69	
27	90	L3	76	
27	90	L4	82	
27	90	L5	81	
27	100	L2	85	
27	100	L3	85	
27	100	L4	89	
27	100	L5	90	
28	10	L2	7	
28	10	L3	8	
28	10	L4	9	
28	10	L5	9	
28	20	L2	16	
28	20	L3	17	
28	20	L4	16	
28	20	L5	16	
28	30	L2	26	
28	30	L3	27	
28	30	L4	26	
28	30	L5	29	
28	40	L2	32	
28	40	L3	33	
28	40	L4	36	
28	40	L5	35	
28	50	L2	41	
28	50	L3	42	
28	50	L4	44	
28	50	L5	43	
28	60	L2	48	
28	60	L3	49	
28	60	L4	53	
28	60	L5	54	
28	70	L2	56	
28	70	L3	61	
28	70	L4	62	
28	70	L5	66	
28	80	L2	64	
28	80	L3	71	
28	80	L4	70	
28	80	L5	70	
28	90	L2	76	
28	90	L3	83	
28	90	L4	78	
28	90	L5	77	
28	100	L2	76	
28	100	L3	82	
28	100	L4	88	
28	100	L5	87	
29	10	L2	9	
29	10	L3	8	
29	10	L4	9	
29	10	L5	10	
29	20	L2	17	
29	20	L3	17	
29	20	L4	18	
29	20	L5	19	
29	30	L2	21	
29	30	L3	25	
29	30	L4	26	
29	30	L5	26	
29	40	L2	34	
29	40	L3	37	
29	40	L4	37	
29	40	L5	36	
29	50	L2	41	
29	50	L3	44	
29	50	L4	46	
29	50	L5	46	
29	60	L2	47	
29	60	L3	50	
29	60	L4	53	
29	60	L5	50	
29	70	L2	57	
29	70	L3	59	
29	70	L4	61	
29	70	L5	62	
29	80	L2	66	
29	80	L3	69	
29	80	L4	73	
29	80	L5	74	
29	90	L2	75	
29	90	L3	79	
29	90	L4	82	
29	90	L5	84	
29	100	L2	81	
29	100	L3	86	
29	100	L4	91	
29	100	L5	91	
30	10	L2	8	
30	10	L3	8	
30	10	L4	8	
30	10	L5	8	
30	20	L2	18	
30	20	L3	18	
30	20	L4	18	
30	20	L5	18	
30	30	L2	24	
30	30	L3	27	
30	30	L4	27	
30	30	L5	27	
30	40	L2	31	
30	40	L3	32	
30	40	L4	31	
30	40	L5	31	
30	50	L2	41	
30	50	L3	41	
30	50	L4	45	
30	50	L5	44	
30	60	L2	51	
30	60	L3	53	
30	60	L4	54	
30	60	L5	53	
30	70	L2	57	
30	70	L3	60	
30	70	L4	62	
30	70	L5	62	
30	80	L2	61	
30	80	L3	67	
30	80	L4	68	
30	80	L5	68	
30	90	L2	67	
30	90	L3	70	
30	90	L4	72	
30	90	L5	73	
30	100	L2	88	
30	100	L3	89	
30	100	L4	91	
30	100	L5	92	
31	10	L2	10	
31	10	L3	10	
31	10	L4	10	
31	10	L5	10	
31	20	L2	15	
31	20	L3	17	
31	20	L4	16	
31	20	L5	16	
31	30	L2	27	
31	30	L3	27	
31	30	L4	29	
31	30	L5	28	
31	40	L2	33	
31	40	L3	36	
31	40	L4	38	
31	40	L5	39	
31	50	L2	41	
31	50	L3	41	
31	50	L4	42	
31	50	L5	42	
31	60	L2	53	
31	60	L3	57	
31	60	L4	58	
31	60	L5	60	
31	70	L2	62	
31	70	L3	64	
31	70	L4	64	
31	70	L5	64	
31	80	L2	62	
31	80	L3	65	
31	80	L4	69	
31	80	L5	74	
31	90	L2	74	
31	90	L3	79	
31	90	L4	82	
31	90	L5	82	
31	100	L2	81	
31	100	L3	84	
31	100	L4	86	
31	100	L5	88	
32	10	L2	8	
32	10	L3	8	
32	10	L4	8	
32	10	L5	9	
32	20	L2	16	
32	20	L3	18	
32	20	L4	18	
32	20	L5	18	
32	30	L2	25	
32	30	L3	24	
32	30	L4	25	
32	30	L5	26	
32	40	L2	33	
32	40	L3	37	
32	40	L4	37	
32	40	L5	37	
32	50	L2	36	
32	50	L3	43	
32	50	L4	39	
32	50	L5	45	
32	60	L2	48	
32	60	L3	52	
32	60	L4	53	
32	60	L5	53	
32	70	L2	60	
32	70	L3	61	
32	70	L4	63	
32	70	L5	62	
32	80	L2	62	
32	80	L3	61	
32	80	L4	65	
32	80	L5	66	
32	90	L2	77	
32	90	L3	80	
32	90	L4	81	
32	90	L5	82	
32	100	L2	90	
32	100	L3	88	
32	100	L4	94	
32	100	L5	91	
33	10	L2	10	
33	10	L3	10	
33	10	L4	10	
33	10	L5	10	
33	20	L2	14	
33	20	L3	15	
33	20	L4	17	
33	20	L5	17	
33	30	L2	26	
33	30	L3	26	
33	30	L4	26	
33	30	L5	27	
33	40	L2	33	
33	40	L3	36	
33	40	L4	35	
33	40	L5	36	
33	50	L2	40	
33	50	L3	45	
33	50	L4	41	
33	50	L5	46	
33	60	L2	51	
33	60	L3	53	
33	60	L4	52	
33	60	L5	53	
33	70	L2	63	
33	70	L3	68	
33	70	L4	66	
33	70	L5	68	
33	80	L2	62	
33	80	L3	68	
33	80	L4	70	
33	80	L5	72	
33	90	L2	70	
33	90	L3	71	
33	90	L4	74	
33	90	L5	76	
33	100	L2	81	
33	100	L3	86	
33	100	L4	90	
33	100	L5	88	
34	10	L2	6	
34	10	L3	9	
34	10	L4	8	
34	10	L5	10	
34	20	L2	17	
34	20	L3	18	
34	20	L4	20	
34	20	L5	20	
34	30	L2	27	
34	30	L3	29	
34	30	L4	28	
34	30	L5	28	
34	40	L2	31	
34	40	L3	31	
34	40	L4	31	
34	40	L5	35	
34	50	L2	41	
34	50	L3	42	
34	50	L4	45	
34	50	L5	46	
34	60	L2	49	
34	60	L3	52	
34	60	L4	52	
34	60	L5	57	
34	70	L2	57	
34	70	L3	61	
34	70	L4	64	
34	70	L5	66	
34	80	L2	70	
34	80	L3	73	
34	80	L4	75	
34	80	L5	78	
34	90	L2	73	
34	90	L3	81	
34	90	L4	81	
34	90	L5	85	
34	100	L2	75	
34	100	L3	82	
34	100	L4	85	
34	100	L5	84	
35	10	L2	7	
35	10	L3	7	
35	10	L4	7	
35	10	L5	7	
35	20	L2	19	
35	20	L3	17	
35	20	L4	20	
35	20	L5	20	
35	30	L2	26	
35	30	L3	26	
35	30	L4	26	
35	30	L5	27	
35	40	L2	32	
35	40	L3	32	
35	40	L4	32	
35	40	L5	37	
35	50	L2	45	
35	50	L3	46	
35	50	L4	47	
35	50	L5	47	
35	60	L2	50	
35	60	L3	50	
35	60	L4	55	
35	60	L5	53	
35	70	L2	60	
35	70	L3	62	
35	70	L4	63	
35	70	L5	67	
35	80	L2	70	
35	80	L3	75	
35	80	L4	75	
35	80	L5	76	
35	90	L2	73	
35	90	L3	76	
35	90	L4	82	
35	90	L5	83	
