seed	V	N	B	n_invisible	
35	70	70	16	38	
35	70	84	16	38	
35	70	98	16	37	
35	70	112	16	37	
35	70	126	16	37	
35	70	140	16	37	
35	80	0	12	68	
35	80	16	12	56	
35	80	32	12	49	
35	80	48	12	49	
35	80	64	12	48	
35	80	80	12	47	
35	80	96	12	47	
35	80	112	12	47	
35	80	128	12	47	
35	80	144	12	45	
35	80	160	12	45	
35	90	0	13	77	
35	90	18	13	63	
35	90	36	13	55	
35	90	54	13	53	
35	90	72	13	53	
35	90	90	13	53	
35	90	108	13	50	
35	90	126	13	48	
35	90	144	13	46	
35	90	162	13	46	
35	90	180	13	46	
35	100	0	16	84	
35	100	20	16	68	
35	100	40	16	65	
35	100	60	16	63	
35	100	80	16	63	
35	100	100	16	63	
35	100	120	16	63	
35	100	140	16	59	
35	100	160	16	55	
35	100	180	16	53	
35	100	200	16	52	
36	10	0	6	4	
36	10	2	6	3	
36	10	4	6	3	
36	10	6	6	3	
36	10	8	6	3	
36	10	10	6	3	
36	10	12	6	3	
36	10	14	6	3	
36	10	16	6	3	
36	10	18	6	3	
36	10	20	6	3	
36	20	0	6	14	
36	20	4	6	9	
36	20	8	6	9	
36	20	12	6	9	
36	20	16	6	9	
36	20	20	6	9	
36	20	24	6	9	
36	20	28	6	9	
36	20	32	6	9	
36	20	36	6	9	
36	20	40	6	9	
36	30	0	12	18	
36	30	6	12	15	
36	30	12	12	15	
36	30	18	12	13	
36	30	24	12	13	
36	30	30	12	13	
36	30	36	12	13	
36	30	42	12	13	
36	30	48	12	13	
36	30	54	12	13	
36	30	60	12	11	
36	40	0	9	31	
36	40	8	9	25	
36	40	16	9	22	
36	40	24	9	21	
36	40	32	9	21	
36	40	40	9	21	
36	40	48	9	21	
36	40	56	9	21	
36	40	64	9	20	
36	40	72	9	20	
36	40	80	9	20	
36	50	0	14	36	
36	50	10	14	31	
36	50	20	14	29	
36	50	30	14	28	
36	50	40	14	28	
36	50	50	14	28	
36	50	60	14	28	
36	50	70	14	28	
36	50	80	14	28	
36	50	90	14	28	
36	50	100	14	28	
36	60	0	12	48	
36	60	12	12	40	
36	60	24	12	38	
36	60	36	12	37	
36	60	48	12	34	
36	60	60	12	34	
36	60	72	12	33	
36	60	84	12	33	
36	60	96	12	30	
36	60	108	12	30	
36	60	120	12	29	
36	70	0	8	62	
36	70	14	8	45	
36	70	28	8	42	
36	70	42	8	41	
36	70	56	8	39	
36	70	70	8	39	
36	70	84	8	39	
36	70	98	8	38	
36	70	112	8	38	
36	70	126	8	38	
36	70	140	8	38	
36	80	0	10	70	
36	80	16	10	58	
36	80	32	10	57	
36	80	48	10	53	
36	80	64	10	53	
36	80	80	10	50	
36	80	96	10	49	
36	80	112	10	48	
36	80	128	10	47	
36	80	144	10	47	
36	80	160	10	47	
36	90	0	13	77	
36	90	18	13	65	
36	90	36	13	61	
36	90	54	13	59	
36	90	72	13	58	
36	90	90	13	55	
36	90	108	13	54	
36	90	126	13	53	
36	90	144	13	53	
36	90	162	13	52	
36	90	180	13	52	
36	100	0	12	88	
36	100	20	12	72	
36	100	40	12	67	
36	100	60	12	67	
36	100	80	12	64	
36	100	100	12	60	
36	100	120	12	60	
36	100	140	12	60	
36	100	160	12	56	
36	100	180	12	55	
36	100	200	12	55	
37	10	0	6	4	
37	10	2	6	4	
37	10	4	6	4	
37	10	6	6	4	
37	10	8	6	4	
37	10	10	6	4	
37	10	12	6	4	
37	10	14	6	4	
37	10	16	6	4	
37	10	18	6	4	
37	10	20	6	4	
37	20	0	7	13	
37	20	4	7	10	
37	20	8	7	10	
37	20	12	7	10	
37	20	16	7	10	
37	20	20	7	10	
37	20	24	7	10	
37	20	28	7	10	
37	20	32	7	10	
37	20	36	7	10	
37	20	40	7	10	
37	30	0	11	19	
37	30	6	11	13	
37	30	12	11	12	
37	30	18	11	12	
37	30	24	11	12	
37	30	30	11	12	
37	30	36	11	12	
37	30	42	11	12	
37	30	48	11	12	
37	30	54	11	12	
37	30	60	11	12	
37	40	0	8	32	
37	40	8	8	24	
37	40	16	8	23	
37	40	24	8	22	
37	40	32	8	22	
37	40	40	8	22	
37	40	48	8	21	
37	40	56	8	21	
37	40	64	8	21	
37	40	72	8	21	
37	40	80	8	21	
37	50	0	10	40	
37	50	10	10	33	
37	50	20	10	31	
37	50	30	10	31	
37	50	40	10	31	
37	50	50	10	30	
37	50	60	10	29	
37	50	70	10	25	
37	50	80	10	25	
37	50	90	10	25	
37	50	100	10	24	
37	60	0	11	49	
37	60	12	11	41	
37	60	24	11	36	
37	60	36	11	33	
37	60	48	11	33	
37	60	60	11	33	
37	60	72	11	33	
37	60	84	11	32	
37	60	96	11	32	
37	60	108	11	32	
37	60	120	11	32	
37	70	0	15	55	
37	70	14	15	49	
37	70	28	15	41	
37	70	42	15	39	
37	70	56	15	38	
37	70	70	15	36	
37	70	84	15	36	
37	70	98	15	35	
37	70	112	15	35	
37	70	126	15	35	
37	70	140	15	35	
37	80	0	13	67	
37	80	16	13	56	
37	80	32	13	53	
37	80	48	13	50	
37	80	64	13	47	
37	80	80	13	45	
37	80	96	13	45	
37	80	112	13	45	
37	80	128	13	45	
37	80	144	13	45	
37	80	160	13	45	
37	90	0	15	75	
37	90	18	15	62	
37	90	36	15	56	
37	90	54	15	52	
37	90	72	15	50	
37	90	90	15	46	
37	90	108	15	46	
37	90	126	15	46	
37	90	144	15	46	
37	90	162	15	46	
37	90	180	15	46	
37	100	0	16	84	
37	100	20	16	68	
37	100	40	16	62	
37	100	60	16	62	
37	100	80	16	57	
37	100	100	16	57	
37	100	120	16	56	
37	100	140	16	54	
37	100	160	16	54	
37	100	180	16	53	
37	100	200	16	53	
38	10	0	4	6	
38	10	2	4	5	
38	10	4	4	5	
38	10	6	4	4	
38	10	8	4	4	
38	10	10	4	4	
38	10	12	4	4	
38	10	14	4	4	
38	10	16	4	4	
38	10	18	4	4	
38	10	20	4	4	
38	20	0	9	11	
38	20	4	9	9	
38	20	8	9	9	
38	20	12	9	9	
38	20	16	9	9	
38	20	20	9	9	
38	20	24	9	9	
38	20	28	9	9	
38	20	32	9	9	
38	20	36	9	9	
38	20	40	9	9	
38	30	0	10	20	
38	30	6	10	13	
38	30	12	10	13	
38	30	18	10	13	
38	30	24	10	13	
38	30	30	10	13	
38	30	36	10	13	
38	30	42	10	13	
38	30	48	10	13	
38	30	54	10	13	
38	30	60	10	13	
38	40	0	8	32	
38	40	8	8	27	
38	40	16	8	26	
38	40	24	8	26	
38	40	32	8	22	
38	40	40	8	19	
38	40	48	8	19	
38	40	56	8	19	
38	40	64	8	19	
38	40	72	8	19	
38	40	80	8	19	
38	50	0	11	39	
38	50	10	11	31	
38	50	20	11	30	
38	50	30	11	25	
38	50	40	11	25	
38	50	50	11	25	
38	50	60	11	25	
38	50	70	11	25	
38	50	80	11	25	
38	50	90	11	25	
38	50	100	11	25	
38	60	0	12	48	
38	60	12	12	40	
38	60	24	12	36	
38	60	36	12	33	
38	60	48	12	32	
38	60	60	12	29	
38	60	72	12	29	
38	60	84	12	29	
38	60	96	12	29	
38	60	108	12	29	
38	60	120	12	29	
38	70	0	11	59	
38	70	14	11	43	
38	70	28	11	38	
38	70	42	11	37	
38	70	56	11	37	
38	70	70	11	33	
38	70	84	11	32	
38	70	98	11	32	
38	70	112	11	32	
38	70	126	11	32	
38	70	140	11	32	
38	80	0	14	66	
38	80	16	14	55	
38	80	32	14	52	
38	80	48	14	49	
38	80	64	14	47	
38	80	80	14	47	
38	80	96	14	46	
38	80	112	14	45	
38	80	128	14	45	
38	80	144	14	45	
38	80	160	14	45	
38	90	0	15	75	
38	90	18	15	62	
38	90	36	15	61	
38	90	54	15	58	
38	90	72	15	57	
38	90	90	15	53	
38	90	108	15	53	
38	90	126	15	50	
38	90	144	15	49	
38	90	162	15	49	
38	90	180	15	49	
38	100	0	14	86	
38	100	20	14	71	
38	100	40	14	71	
38	100	60	14	69	
38	100	80	14	64	
38	100	100	14	59	
38	100	120	14	57	
38	100	140	14	56	
38	100	160	14	54	
38	100	180	14	54	
38	100	200	14	52	
39	10	0	6	4	
39	10	2	6	4	
39	10	4	6	4	
39	10	6	6	4	
39	10	8	6	4	
39	10	10	6	4	
39	10	12	6	4	
39	10	14	6	4	
39	10	16	6	4	
39	10	18	6	4	
39	10	20	6	4	
39	20	0	9	11	
39	20	4	9	9	
39	20	8	9	9	
39	20	12	9	9	
39	20	16	9	9	
39	20	20	9	9	
39	20	24	9	9	
39	20	28	9	9	
39	20	32	9	9	
39	20	36	9	9	
39	20	40	9	9	
39	30	0	9	21	
39	30	6	9	17	
39	30	12	9	15	
39	30	18	9	15	
39	30	24	9	15	
39	30	30	9	15	
39	30	36	9	15	
39	30	42	9	15	
39	30	48	9	15	
39	30	54	9	15	
39	30	60	9	15	
39	40	0	12	28	
39	40	8	12	22	
39	40	16	12	22	
39	40	24	12	22	
39	40	32	12	21	
39	40	40	12	21	
39	40	48	12	21	
39	40	56	12	21	
39	40	64	12	19	
39	40	72	12	19	
39	40	80	12	19	
39	50	0	10	40	
39	50	10	10	33	
39	50	20	10	32	
39	50	30	10	30	
39	50	40	10	29	
39	50	50	10	27	
39	50	60	10	25	
39	50	70	10	25	
39	50	80	10	25	
39	50	90	10	25	
39	50	100	10	25	
39	60	0	12	48	
39	60	12	12	39	
39	60	24	12	35	
39	60	36	12	34	
39	60	48	12	32	
39	60	60	12	32	
39	60	72	12	32	
39	60	84	12	32	
39	60	96	12	31	
39	60	108	12	30	
39	60	120	12	30	
39	70	0	11	59	
39	70	14	11	48	
39	70	28	11	47	
39	70	42	11	42	
39	70	56	11	40	
39	70	70	11	40	
39	70	84	11	39	
39	70	98	11	39	
39	70	112	11	39	
39	70	126	11	39	
39	70	140	11	39	
39	80	0	12	68	
39	80	16	12	63	
39	80	32	12	56	
39	80	48	12	53	
39	80	64	12	48	
39	80	80	12	47	
39	80	96	12	45	
39	80	112	12	45	
39	80	128	12	42	
39	80	144	12	42	
39	80	160	12	41	
39	90	0	16	74	
39	90	18	16	54	
39	90	36	16	49	
39	90	54	16	49	
39	90	72	16	49	
39	90	90	16	49	
39	90	108	16	49	
39	90	126	16	48	
39	90	144	16	48	
39	90	162	16	48	
39	90	180	16	47	
39	100	0	15	85	
39	100	20	15	73	
39	100	40	15	63	
39	100	60	15	59	
39	100	80	15	56	
39	100	100	15	55	
39	100	120	15	54	
39	100	140	15	53	
39	100	160	15	53	
39	100	180	15	52	
39	100	200	15	52	
40	10	0	5	5	
40	10	2	5	3	
40	10	4	5	3	
40	10	6	5	3	
40	10	8	5	3	
40	10	10	5	3	
40	10	12	5	3	
40	10	14	5	3	
40	10	16	5	3	
40	10	18	5	3	
40	10	20	5	3	
40	20	0	6	14	
40	20	4	6	10	
40	20	8	6	8	
40	20	12	6	7	
40	20	16	6	7	
40	20	20	6	7	
40	20	24	6	7	
40	20	28	6	7	
40	20	32	6	7	
40	20	36	6	7	
40	20	40	6	7	
40	30	0	8	22	
40	30	6	8	15	
40	30	12	8	14	
40	30	18	8	13	
40	30	24	8	13	
40	30	30	8	12	
40	30	36	8	12	
40	30	42	8	12	
40	30	48	8	12	
40	30	54	8	12	
40	30	60	8	12	
40	40	0	11	29	
40	40	8	11	22	
40	40	16	11	22	
40	40	24	11	22	
40	40	32	11	22	
40	40	40	11	21	
40	40	48	11	21	
40	40	56	11	21	
40	40	64	11	21	
40	40	72	11	21	
40	40	80	11	21	
40	50	0	9	41	
40	50	10	9	32	
40	50	20	9	31	
40	50	30	9	29	
40	50	40	9	29	
40	50	50	9	29	
40	50	60	9	27	
40	50	70	9	26	
40	50	80	9	25	
40	50	90	9	24	
40	50	100	9	24	
40	60	0	10	50	
40	60	12	10	39	
40	60	24	10	38	
40	60	36	10	37	
40	60	48	10	34	
40	60	60	10	32	
40	60	72	10	29	
40	60	84	10	29	
40	60	96	10	28	
40	60	108	10	28	
40	60	120	10	28	
40	70	0	16	54	
40	70	14	16	44	
40	70	28	16	41	
40	70	42	16	39	
40	70	56	16	36	
40	70	70	16	34	
40	70	84	16	33	
40	70	98	16	33	
40	70	112	16	33	
40	70	126	16	33	
40	70	140	16	32	
40	80	0	12	68	
40	80	16	12	56	
40	80	32	12	51	
40	80	48	12	51	
40	80	64	12	51	
40	80	80	12	48	
40	80	96	12	45	
40	80	112	12	45	
40	80	128	12	44	
40	80	144	12	43	
40	80	160	12	40	
40	90	0	14	76	
40	90	18	14	63	
40	90	36	14	60	
40	90	54	14	58	
40	90	72	14	54	
40	90	90	14	54	
40	90	108	14	54	
40	90	126	14	52	
40	90	144	14	52	
40	90	162	14	52	
40	90	180	14	52	
40	100	0	14	86	
40	100	20	14	74	
40	100	40	14	71	
40	100	60	14	65	
40	100	80	14	64	
40	100	100	14	64	
40	100	120	14	63	
40	100	140	14	59	
40	100	160	14	59	
40	100	180	14	59	
40	100	200	14	57	
41	10	0	6	4	
41	10	2	6	4	
41	10	4	6	4	
41	10	6	6	4	
41	10	8	6	4	
41	10	10	6	4	
41	10	12	6	4	
41	10	14	6	4	
41	10	16	6	4	
41	10	18	6	4	
41	10	20	6	4	
41	20	0	9	11	
41	20	4	9	9	
41	20	8	9	8	
41	20	12	9	8	
41	20	16	9	8	
41	20	20	9	8	
41	20	24	9	8	
41	20	28	9	8	
41	20	32	9	8	
41	20	36	9	8	
41	20	40	9	8	
41	30	0	9	21	
41	30	6	9	14	
41	30	12	9	13	
41	30	18	9	13	
41	30	24	9	12	
41	30	30	9	12	
41	30	36	9	12	
41	30	42	9	11	
41	30	48	9	11	
41	30	54	9	11	
41	30	60	9	11	
41	40	0	11	29	
41	40	8	11	21	
41	40	16	11	21	
41	40	24	11	20	
41	40	32	11	20	
41	40	40	11	19	
41	40	48	11	19	
41	40	56	11	19	
41	40	64	11	19	
41	40	72	11	19	
41	40	80	11	19	
41	50	0	11	39	
41	50	10	11	36	
41	50	20	11	32	
41	50	30	11	31	
41	50	40	11	29	
41	50	50	11	29	
41	50	60	11	28	
41	50	70	11	28	
41	50	80	11	27	
41	50	90	11	27	
41	50	100	11	27	
41	60	0	13	47	
41	60	12	13	37	
41	60	24	13	36	
41	60	36	13	36	
41	60	48	13	33	
41	60	60	13	33	
41	60	72	13	33	
41	60	84	13	33	
41	60	96	13	32	
41	60	108	13	32	
41	60	120	13	32	
41	70	0	12	58	
41	70	14	12	50	
41	70	28	12	43	
41	70	42	12	43	
41	70	56	12	42	
41	70	70	12	42	
41	70	84	12	42	
41	70	98	12	41	
41	70	112	12	41	
41	70	126	12	41	
41	70	140	12	41	
41	80	0	11	69	
41	80	16	11	51	
41	80	32	11	50	
41	80	48	11	46	
41	80	64	11	45	
41	80	80	11	43	
41	80	96	11	43	
41	80	112	11	42	
41	80	128	11	42	
41	80	144	11	42	
41	80	160	11	42	
41	90	0	11	79	
41	90	18	11	66	
41	90	36	11	64	
41	90	54	11	61	
41	90	72	11	57	
41	90	90	11	55	
41	90	108	11	55	
41	90	126	11	54	
41	90	144	11	54	
41	90	162	11	53	
41	90	180	11	53	
41	100	0	13	87	
41	100	20	13	74	
41	100	40	13	67	
41	100	60	13	62	
41	100	80	13	61	
41	100	100	13	58	
41	100	120	13	57	
41	100	140	13	57	
41	100	160	13	56	
41	100	180	13	56	
41	100	200	13	56	
42	10	0	7	3	
42	10	2	7	3	
42	10	4	7	3	
42	10	6	7	3	
42	10	8	7	3	
42	10	10	7	3	
42	10	12	7	3	
42	10	14	7	3	
42	10	16	7	3	
42	10	18	7	3	
42	10	20	7	3	
42	20	0	4	16	
42	20	4	4	12	
42	20	8	4	12	
42	20	12	4	12	
42	20	16	4	12	
42	20	20	4	12	
42	20	24	4	12	
42	20	28	4	12	
42	20	32	4	12	
42	20	36	4	12	
42	20	40	4	12	
42	30	0	11	19	
42	30	6	11	14	
42	30	12	11	14	
42	30	18	11	13	
42	30	24	11	12	
42	30	30	11	12	
42	30	36	11	12	
42	30	42	11	12	
42	30	48	11	12	
42	30	54	11	12	
42	30	60	11	12	
42	40	0	10	30	
42	40	8	10	22	
42	40	16	10	22	
42	40	24	10	20	
42	40	32	10	20	
42	40	40	10	20	
42	40	48	10	20	
42	40	56	10	20	
42	40	64	10	19	
42	40	72	10	19	
42	40	80	10	19	
42	50	0	10	40	
42	50	10	10	34	
42	50	20	10	33	
42	50	30	10	32	
42	50	40	10	30	
42	50	50	10	29	
42	50	60	10	29	
42	50	70	10	29	
42	50	80	10	28	
42	50	90	10	28	
42	50	100	10	28	
42	60	0	15	45	
42	60	12	15	37	
42	60	24	15	36	
42	60	36	15	36	
42	60	48	15	35	
42	60	60	15	33	
42	60	72	15	32	
42	60	84	15	31	
42	60	96	15	31	
42	60	108	15	30	
42	60	120	15	30	
42	70	0	14	56	
42	70	14	14	45	
42	70	28	14	42	
42	70	42	14	41	
42	70	56	14	38	
42	70	70	14	34	
42	70	84	14	34	
42	70	98	14	34	
42	70	112	14	34	
42	70	126	14	34	
42	70	140	14	34	
42	80	0	10	70	
42	80	16	10	54	
42	80	32	10	49	
42	80	48	10	43	
42	80	64	10	42	
42	80	80	10	41	
42	80	96	10	41	
42	80	112	10	41	
42	80	128	10	41	
42	80	144	10	41	
42	80	160	10	41	
42	90	0	14	76	
42	90	18	14	63	
42	90	36	14	56	
42	90	54	14	56	
42	90	72	14	55	
42	90	90	14	54	
42	90	108	14	52	
42	90	126	14	52	
42	90	144	14	52	
42	90	162	14	52	
42	90	180	14	51	
42	100	0	12	88	
42	100	20	12	75	
42	100	40	12	68	
42	100	60	12	64	
42	100	80	12	63	
42	100	100	12	62	
42	100	120	12	62	
42	100	140	12	60	
42	100	160	12	59	
42	100	180	12	58	
42	100	200	12	56	
43	10	0	6	4	
43	10	2	6	2	
43	10	4	6	2	
43	10	6	6	2	
43	10	8	6	2	
43	10	10	6	2	
43	10	12	6	2	
43	10	14	6	2	
43	10	16	6	2	
43	10	18	6	2	
43	10	20	6	2	
43	20	0	9	11	
43	20	4	9	8	
43	20	8	9	8	
43	20	12	9	7	
43	20	16	9	7	
43	20	20	9	7	
43	20	24	9	7	
43	20	28	9	7	
43	20	32	9	7	
43	20	36	9	7	
43	20	40	9	7	
43	30	0	9	21	
43	30	6	9	17	
43	30	12	9	14	
43	30	18	9	13	
43	30	24	9	13	
43	30	30	9	13	
43	30	36	9	13	
43	30	42	9	13	
43	30	48	9	13	
43	30	54	9	13	
43	30	60	9	13	
43	40	0	9	31	
43	40	8	9	24	
43	40	16	9	24	
43	40	24	9	24	
43	40	32	9	22	
43	40	40	9	22	
43	40	48	9	21	
43	40	56	9	20	
43	40	64	9	20	
43	40	72	9	19	
43	40	80	9	19	
43	50	0	11	39	
43	50	10	11	34	
43	50	20	11	32	
43	50	30	11	32	
43	50	40	11	31	
43	50	50	11	31	
43	50	60	11	31	
43	50	70	11	31	
43	50	80	11	30	
43	50	90	11	30	
43	50	100	11	29	
43	60	0	12	48	
43	60	12	12	39	
43	60	24	12	38	
43	60	36	12	35	
43	60	48	12	33	
43	60	60	12	33	
43	60	72	12	32	
43	60	84	12	32	
43	60	96	12	32	
43	60	108	12	31	
43	60	120	12	30	
43	70	0	11	59	
43	70	14	11	48	
43	70	28	11	45	
43	70	42	11	43	
43	70	56	11	43	
43	70	70	11	41	
43	70	84	11	39	
43	70	98	11	39	
43	70	112	11	39	
43	70	126	11	37	
43	70	140	11	37	
43	80	0	13	67	
43	80	16	13	61	
43	80	32	13	53	
43	80	48	13	53	
43	80	64	13	52	
43	80	80	13	51	
43	80	96	13	51	
43	80	112	13	51	
43	80	128	13	49	
43	80	144	13	49	
43	80	160	13	49	
43	90	0	14	76	
43	90	18	14	64	
43	90	36	14	58	
43	90	54	14	55	
43	90	72	14	51	
43	90	90	14	51	
43	90	108	14	48	
43	90	126	14	45	
43	90	144	14	44	
43	90	162	14	43	
43	90	180	14	43	
43	100	0	15	85	
43	100	20	15	71	
43	100	40	15	67	
43	100	60	15	64	
43	100	80	15	63	
43	100	100	15	60	
43	100	120	15	57	
43	100	140	15	57	
43	100	160	15	57	
43	100	180	15	57	
43	100	200	15	57	
44	10	0	4	6	
44	10	2	4	4	
44	10	4	4	4	
44	10	6	4	4	
44	10	8	4	4	
44	10	10	4	4	
44	10	12	4	4	
44	10	14	4	4	
44	10	16	4	4	
44	10	18	4	4	
44	10	20	4	4	
44	20	0	7	13	
44	20	4	7	10	
44	20	8	7	10	
44	20	12	7	10	
44	20	16	7	10	
44	20	20	7	10	
44	20	24	7	10	
44	20	28	7	10	
44	20	32	7	10	
44	20	36	7	10	
44	20	40	7	9	
44	30	0	10	20	
44	30	6	10	17	
44	30	12	10	17	
44	30	18	10	17	
44	30	24	10	15	
44	30	30	10	15	
44	30	36	10	15	
44	30	42	10	15	
44	30	48	10	15	
44	30	54	10	14	
44	30	60	10	14	
44	40	0	13	27	
44	40	8	13	22	
44	40	16	13	21	
44	40	24	13	19	
44	40	32	13	20	
44	40	40	13	20	
44	40	48	13	20	
44	40	56	13	19	
44	40	64	13	19	
44	40	72	13	19	
44	40	80	13	19	
44	50	0	13	37	
44	50	10	13	33	
44	50	20	13	30	
44	50	30	13	30	
44	50	40	13	27	
44	50	50	13	26	
44	50	60	13	26	
44	50	70	13	26	
44	50	80	13	26	
44	50	90	13	26	
44	50	100	13	25	
44	60	0	12	48	
44	60	12	12	37	
44	60	24	12	34	
44	60	36	12	34	
44	60	48	12	34	
44	60	60	12	34	
44	60	72	12	34	
44	60	84	12	34	
44	60	96	12	31	
44	60	108	12	31	
44	60	120	12	31	
44	70	0	12	58	
44	70	14	12	47	
44	70	28	12	45	
44	70	42	12	44	
44	70	56	12	43	
44	70	70	12	43	
44	70	84	12	41	
44	70	98	12	41	
44	70	112	12	41	
44	70	126	12	40	
44	70	140	12	39	
44	80	0	14	66	
44	80	16	14	52	
44	80	32	14	51	
44	80	48	14	50	
44	80	64	14	48	
44	80	80	14	47	
44	80	96	14	47	
44	80	112	14	46	
44	80	128	14	46	
44	80	144	14	46	
44	80	160	14	46	
44	90	0	13	77	
44	90	18	13	62	
44	90	36	13	56	
44	90	54	13	56	
44	90	72	13	51	
44	90	90	13	49	
44	90	108	13	49	
44	90	126	13	49	
44	90	144	13	48	
44	90	162	13	48	
44	90	180	13	47	
44	100	0	14	86	
44	100	20	14	77	
44	100	40	14	67	
44	100	60	14	64	
44	100	80	14	64	
44	100	100	14	60	
44	100	120	14	59	
44	100	140	14	59	
44	100	160	14	58	
44	100	180	14	58	
44	100	200	14	57	
45	10	0	6	4	
45	10	2	6	3	
45	10	4	6	1	
45	10	6	6	1	
45	10	8	6	1	
45	10	10	6	1	
45	10	12	6	1	
45	10	14	6	1	
45	10	16	6	1	
45	10	18	6	1	
45	10	20	6	1	
45	20	0	10	10	
45	20	4	10	7	
45	20	8	10	6	
45	20	12	10	6	
45	20	16	10	6	
45	20	20	10	6	
45	20	24	10	6	
45	20	28	10	6	
45	20	32	10	6	
45	20	36	10	6	
45	20	40	10	6	
45	30	0	9	21	
45	30	6	9	18	
45	30	12	9	18	
45	30	18	9	17	
45	30	24	9	17	
45	30	30	9	17	
45	30	36	9	15	
45	30	42	9	15	
45	30	48	9	15	
45	30	54	9	15	
45	30	60	9	15	
45	40	0	10	30	
45	40	8	10	27	
45	40	16	10	25	
45	40	24	10	23	
45	40	32	10	23	
45	40	40	10	23	
45	40	48	10	22	
45	40	56	10	22	
45	40	64	10	22	
45	40	72	10	22	
45	40	80	10	22	
45	50	0	9	41	
45	50	10	9	33	
45	50	20	9	32	
45	50	30	9	29	
45	50	40	9	29	
45	50	50	9	29	
45	50	60	9	28	
45	50	70	9	28	
45	50	80	9	27	
45	50	90	9	27	
45	50	100	9	27	
45	60	0	11	49	
45	60	12	11	42	
45	60	24	11	42	
45	60	36	11	39	
45	60	48	11	38	
45	60	60	11	35	
45	60	72	11	35	
45	60	84	11	33	
45	60	96	11	32	
45	60	108	11	32	
45	60	120	11	31	
45	70	0	10	60	
45	70	14	10	52	
45	70	28	10	51	
45	70	42	10	48	
45	70	56	10	47	
45	70	70	10	45	
45	70	84	10	44	
45	70	98	10	40	
45	70	112	10	40	
45	70	126	10	39	
45	70	140	10	36	
45	80	0	13	67	
45	80	16	13	60	
45	80	32	13	56	
45	80	48	13	54	
45	80	64	13	51	
45	80	80	13	49	
45	80	96	13	49	
45	80	112	13	48	
45	80	128	13	48	
45	80	144	13	48	
45	80	160	13	48	
45	90	0	13	77	
45	90	18	13	68	
45	90	36	13	59	
45	90	54	13	57	
45	90	72	13	56	
45	90	90	13	55	
45	90	108	13	54	
45	90	126	13	51	
45	90	144	13	51	
45	90	162	13	51	
45	90	180	13	51	
45	100	0	14	86	
45	100	20	14	68	
45	100	40	14	64	
45	100	60	14	60	
45	100	80	14	60	
45	100	100	14	61	
45	100	120	14	61	
45	100	140	14	59	
45	100	160	14	57	
45	100	180	14	57	
45	100	200	14	57	
46	10	0	6	4	
46	10	2	6	4	
46	10	4	6	4	
46	10	6	6	4	
46	10	8	6	4	
46	10	10	6	4	
46	10	12	6	4	
46	10	14	6	4	
46	10	16	6	4	
46	10	18	6	4	
46	10	20	6	4	
46	20	0	8	12	
46	20	4	8	10	
46	20	8	8	10	
46	20	12	8	10	
46	20	16	8	10	
46	20	20	8	10	
46	20	24	8	10	
46	20	28	8	8	
46	20	32	8	8	
46	20	36	8	8	
46	20	40	8	8	
46	30	0	11	19	
46	30	6	11	15	
46	30	12	11	15	
46	30	18	11	15	
46	30	24	11	15	
46	30	30	11	14	
46	30	36	11	14	
46	30	42	11	14	
46	30	48	11	14	
46	30	54	11	14	
46	30	60	11	14	
46	40	0	10	30	
46	40	8	10	23	
46	40	16	10	20	
46	40	24	10	20	
46	40	32	10	20	
46	40	40	10	20	
46	40	48	10	20	
46	40	56	10	18	
46	40	64	10	17	
46	40	72	10	17	
46	40	80	10	17	
46	50	0	11	39	
46	50	10	11	30	
46	50	20	11	26	
46	50	30	11	24	
46	50	40	11	24	
46	50	50	11	24	
46	50	60	11	24	
46	50	70	11	24	
46	50	80	11	24	
46	50	90	11	23	
46	50	100	11	23	
46	60	0	11	49	
46	60	12	11	41	
46	60	24	11	37	
46	60	36	11	37	
46	60	48	11	36	
46	60	60	11	35	
46	60	72	11	34	
46	60	84	11	34	
46	60	96	11	34	
46	60	108	11	34	
46	60	120	11	34	
46	70	0	12	58	
46	70	14	12	47	
46	70	28	12	46	
46	70	42	12	43	
46	70	56	12	41	
46	70	70	12	41	
46	70	84	12	37	
46	70	98	12	38	
46	70	112	12	37	
46	70	126	12	37	
46	70	140	12	37	
46	80	0	12	68	
46	80	16	12	54	
46	80	32	12	50	
46	80	48	12	48	
46	80	64	12	48	
46	80	80	12	48	
46	80	96	12	48	
46	80	112	12	47	
46	80	128	12	46	
46	80	144	12	43	
46	80	160	12	43	
46	90	0	17	73	
46	90	18	17	63	
46	90	36	17	59	
46	90	54	17	57	
46	90	72	17	55	
46	90	90	17	55	
46	90	108	17	54	
46	90	126	17	51	
46	90	144	17	51	
46	90	162	17	51	
46	90	180	17	48	
46	100	0	18	82	
46	100	20	18	72	
46	100	40	18	65	
46	100	60	18	64	
46	100	80	18	61	
46	100	100	18	60	
46	100	120	18	59	
46	100	140	18	56	
46	100	160	18	56	
46	100	180	18	56	
46	100	200	18	55	
47	10	0	6	4	
47	10	2	6	3	
47	10	4	6	3	
47	10	6	6	3	
47	10	8	6	3	
47	10	10	6	3	
47	10	12	6	3	
47	10	14	6	3	
47	10	16	6	3	
47	10	18	6	3	
47	10	20	6	3	
47	20	0	8	12	
47	20	4	8	8	
47	20	8	8	7	
47	20	12	8	7	
47	20	16	8	7	
47	20	20	8	7	
47	20	24	8	7	
47	20	28	8	7	
47	20	32	8	7	
47	20	36	8	7	
47	20	40	8	7	
